"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"jp_type_90/winter_stripes/desc";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"Camouflage hivernal tardif (lignes). Pour ce camouflage, l'échelle, la rotation et la modification de l'état ont été désactivées.";"Mimetica invernale moderna (linee). Per questa mimetica, rotazione, scala e modifica condizioni sono state disabilitate.";"Später Winter-Tarnanstrich (Linien). Für diese Tarnung wurden Skalierung, Rotation und Bearbeitung der Bedingung deaktiviert.";"Camuflaje invernal tardío(líneas). Para este camuflaje, se han desactivado la escala, la rotación y la edición de la condición.";"Зимний поздний камуфляж (полосы). Для данного камуфляжа отключено изменение состояния, масштабирование и поворот.";"Późny zimowy kamuflaż (pasy). Dla tego kamuflażu zostały wyłączone skalowanie, obracanie i edycja stanu.";"Pozdní zimní vzor (čáry). U této kamufláže bylo zakázáno škálování, otáčení a úprava stavu.";"Geç dönem kış kamuflajı (çizgili). Bu kamuflaj için boyut ve yön değiştirme ile durumunu düzenleme devre dışıdır.";"后\t期\t冬\t季\t条\t纹\t迷\t彩。\t此\t涂\t装\t无\t法\t调\t整\t尺\t寸、\t旋\t转\t角\t度\t和\t保\t养\t状\t态。";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"Camuflagem de inverno tardia (linhas). Para esta camuflagem, escala, rotação, e condição estão desativadas.";"Зимовий пізній камуфляж (смуги). Для даного камуфляжу відключено зміна стану, масштабування і поворот.";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"Kései téli festés (vonalak). Ezen járműfestés méretezése, elforgatása és állapota nem módosítható.";"후기형 겨울 위장도색 (줄무늬). 해당 위장도색의 경우 확대/축소, 회전, 상태조정 기능 이용이 불가능합니다.";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"後\t期\t冬\t季\t條\t紋\t迷\t彩。\t此\t塗\t裝\t無\t法\t調\t整\t尺\t寸、\t旋\t轉\t角\t度\t和\t保\t養\t狀\t態。";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";"Late winter camouflage(lines). For this camouflage, scaling, rotation, and editing the condition have been disabled.";;
"ussr_is_7/dkgreen_ltgreen_brown";"Tricolor summer camouflage";"Camouflage tricolore d'été";"Mimetizzazione Tricolore Estiva";"Dreifarbiger Sommer-Tarnanstrich";"Camuflaje de verano tricolor";"Летний трёхцветный";"Trójbarwny kamuflaż letni";"Trojbarevná letní kamufláž";"Üç renkli yaz kamuflajı";"三\t色\t夏\t季\t迷\t彩";"Tricolor summer camouflage";"Camuflagem tricolor de verão";"Триколірний літній камуфляж";"Tricolor summer camouflage";"Háromszínű nyári festés";"3색 하계 위장 도색";"Tricolor summer camouflage";"Tricolor summer camouflage";"三\t色\t夏\t季\t迷\t彩";"Tricolor summer camouflage";"Tricolor summer camouflage";;
"ussr_is_7/dkgreen_ltgreen_brown/desc";"Tricolor summer camouflage";"Camouflage tricolore d'été";"Mimetizzazione Tricolore Estiva";"Dreifarbiger Sommer-Tarnanstrich";"Camuflaje de verano tricolor";"Трёхцветный летний камуфляж";"Trójbarwny kamuflaż letni";"Trojbarevná letní kamufláž";"Üç renkli yaz kamuflajı";"三\t色\t夏\t季\t迷\t彩";"Tricolor summer camouflage";"Camuflagem tricolor de verão";"Триколірний літній камуфляж";"Tricolor summer camouflage";"Háromszínű nyári festés.";"3색 하계 위장 도색";"Tricolor summer camouflage";"Tricolor summer camouflage";"三\t色\t夏\t季\t迷\t彩";"Tricolor summer camouflage";"Tricolor summer camouflage";;
"ussr_t_34E/green_ltbrown_lines";"Bicolor summer camouflage";"Camouflage bicolore d'été";"Mimetizzazione bicolore";"Zweifarbiger Sommer-Tarnanstrich";"Camuflaje de verano bicolor";"Летний двухцветный";"Letni kamuflaż dwubarwny";"Dvojbarevná letní kamufláž";"Çift renkli yaz kamuflajlı";"双\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Camuflagem bicolor de verão";"Літній двоколірний";"Bicolor summer camouflage";"Kétszínű nyári festés";"2색 하계 위장도색";"Bicolor summer camouflage";"Bicolor summer camouflage";"雙\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Bicolor summer camouflage";;
"ussr_t_34E/green_ltbrown_lines/desc";"Bicolor summer camouflage";"Camouflage bicolore d'été";"Mimetizzazione bicolore";"Zweifarbiger Sommer-Tarnanstrich";"Camuflaje de verano bicolor";"Двухцветный летний камуфляж";"Letni kamuflaż dwubarwny";"Dvojbarevná letní kamufláž";"Çift renkli yaz kamuflajlı";"双\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Camuflagem bicolor de verão";"Двоколірний літній камуфляж";"Bicolor summer camouflage";"Kétszínű nyári festés.";"2색 하계 위장도색";"Bicolor summer camouflage";"Bicolor summer camouflage";"雙\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Bicolor summer camouflage";;
"f4f-4_martlet_mk4/green";"Nonstandard bicolor camouflage";"Camouflage non-standard bicolore";"Livrea bicolore non standard";"Nicht standardmäßige zweifarbige Tarnung";"Camuflaje no estándar bicolor";"Нестандартный двухцветный камуфляж";"Niestandardowy dwukolorowy kamuflaż";"Netypická dvoubarevná kamufláž";"Standart olmayan çift renkli kamuflaj";"非\t标\t准\t双\t色\t涂\t装";"Nonstandard bicolor camouflage";"Camuflagem bicolor fora do padrão";"Нестандартний двоколірний камуфляж";"Nonstandard bicolor camouflage";"Nem szabványos kétszínű festés";"비표준 2색 도색";"Nonstandard bicolor camouflage";"Nonstandard bicolor camouflage";"非\t標\t準\t雙\t色\t塗\t裝";"Nonstandard bicolor camouflage";"Nonstandard bicolor camouflage";;
"f4f-4_martlet_mk4/green/desc";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Camouflage non-standard bicolore (Bleu Azure / Vert Émeraude / Bleu Ciel). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Mimetica bicolore non standard (Azzurro/ Verde Smeraldo / Blu Chiaro). Grumman Martlet Mk.I, n° NXG2, 1940";"Nicht standardisiertes zweifarbiges Tarnmuster (Azurblau / Smaragdgrün / Himmelblau). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Patrón de camuflaje no estándar bicolor (Azul Celeste / Verde Esmeralda / Azul Cielo). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Нестандартная двухцветная схема камуфляжа (Azure Blue / Emerald Green / Sky Blue). Оригинал Grumman Martlet Mk.I, бортовой код NXG2 ,1940";"Niestandardowy wzór kamuflażu dwubarwnego (Błękit Azure / Zielony Szmaragdowy / Błękit Nieba). Grumman Martlet Mk.I, numer boczny NXG2, rok 1940.";"Netypická dvoubarevný vzor (azurově modrá / emeraldově zelená / nebesky modrá). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Standart olmayan çift renkli kamuflaj deseni (Deniz Mavisi / Zümrüt Yeşili / Gök Mavisi). Grumman Martlet Mk.I, b/n NXG2 ,1940";"1940 年，\t格\t鲁\t曼\t“岩\t燕”\tMk I，\tNXG2 号\t机，\t湛\t蓝\t／\t祖\t母\t绿\t／\t天\t蓝\t色\t非\t标\t准\t双\t色\t涂\t装";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Padrão de camuflagem bicolor não padronizado (Azul Azure / Verde Esmeralda / Azul Céu). Grumman Martlet Mk.I, b / n NXG2, 1940";"Нестандартна двоколірна схема камуфляжу (Azure Blue / Emerald Green / Sky Blue). Оригінал Grumman Martlet Mk.I, бортовий код NXG2, 1940";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Nem szabványos kétszínű álcafestés (azúrkék, smaragdzöld és égkék). Grumman Martlet Mk. I, b/n NXG2 (1940).";"비표준 2색 위장도색 패턴(아주르 블루/에메랄드 그린/스카이 블루). 그루먼 마틀렛 Mk.I, b/n NGX2, 1940년";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"1940 年，\t格\t魯\t曼\t“岩\t燕”\tMk I，\tNXG2 號\t機，\t湛\t藍\t／\t祖\t母\t綠\t／\t天\t藍\t色\t非\t標\t準\t雙\t色\t塗\t裝";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";"Nonstandard bicolor camouflage pattern (Azure Blue / Emerald Green / Sky Blue). Grumman Martlet Mk.I, b/n NXG2 ,1940";;
"fj_4b_agm_12b/vu_7";"VU-7 camouflage";"Camouflage VU-7";"Mimetica VU-7";"VU-7 Tarnanstrich";"Camuflaje VU-7";"Камуфляж VU-7";"Kamuflaż VU-7";"Kamufláž VU-7";"VU-7 kamuflajı";"VU-7 中\t队\t涂\t装";"VU-7 camouflage";"Camuflagem VU-7";"Камуфляж VU-7";"VU-7 camouflage";"VU-7 festés";"VU-7 위장";"VU-7 camouflage";"VU-7 camouflage";"VU-7 中\t隊\t塗\t裝";"VU-7 camouflage";"VU-7 camouflage";;
"fj_4b_agm_12b/vu_7/desc";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"Camouflage marin standard (Gris / Jaune Orangé) avec insigne du VU-7, Nord island, USA, 1959";"Mimetica marittima standard (Grigio Motore/ Giallo Arancio) con insegne della VU-7, Nord Island, USA, 1959";"Standard-Marinemuster (Engine Gray / Orange Yellow) mit den Insignien der VU-7, Nordinsel, USA, 1959";"Patrón marítimo estándar (Gris Motor / Amarillo Naranja) con la insignia del VU-7, isla Nord, EEUU, 1959";"Стандартная схема морской окраски для самолетов буксировщиков-мишеней (Engine Gray / Orange Yellow) с обозначениями эскадрильи VU-7, авиабаза ВМС Норд Айленд, США, 1959";"Standardowy wzór morskiego kamuflażu (Szary Silnikowy / Pomarańczowo-Żółty) z emblematem VU-7, Nord Island, USA, 1959.";"Základní námořní vzor (tmavě šedá / oranžově žlutá)";"VU-7 işaretine sahip standart deniz deseni (Motor Grisi / Turuncu Sarı), Nord island, USA, 1959";"1959 年，\t美\t国，\t北\t岛，\t第 7 多\t功\t能\t中\t队\t（VU-7）\t引\t擎\t灰\t／\t橘\t黄\t色\t标\t准\t海\t洋\t涂\t装";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"Padrão marítimo (Cinza Motor / Laranja Amarelado) com a insígnia de VU-7, Ilha Nord, EUA, 1959";"Стандартна схема морської забарвлення для літаків буксировщиков-мішеней (Engine Gray / Orange Yellow) з позначеннями ескадрильї VU-7, авіабаза ВМС Норд Айленд, США, 1959";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"Szabványos tengeri mintázat (acélszürke és narancssárga) a VU-7 jelvényével. Nord Island, Amerikai Egyesült Államok, 1959.";"VU-7 다목적비행대 식별 표지가 그려진 표준 해양 패턴 (엔진 그레이/주황색)  위장도색, 노드 섬, 미국, 1959년";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"1959 年，\t美\t國，\t北\t島，\t第 7 多\t功\t能\t中\t隊\t（VU-7）\t引\t擎\t灰\t／\t橘\t黃\t色\t標\t準\t海\t洋\t塗\t裝";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";"Standard sea pattern (Engine Gray / Orange Yellow) with insignia of VU-7, Nord island, USA, 1959";;
"la-7/irss_aerobatics";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"“IRSS”\t涂\t装";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"IRSS";"“IRSS”\t塗\t裝";"IRSS";"IRSS";;
"la-7/irss_aerobatics/desc";"""IRSS"" special aerobatics camouflage";"Camouflage ""IRSS"" spécial acrobatie aérienne ";"Livrea acrobatica speciale ""IRSS""";"""IRSS""-Sondertarnung für Kunstflug";"Camuflaje especial de acrobacias aéreas ""IRSS""";"Специальный пилотажный камуфляж ""IRSS""";"Specjalny kamuflaż aerobatyczny ""IRSS""";"""IRSS"" speciální akrobatická kamufláž";"""IRSS"" özel akrobasi kamuflajı";"“国\t际\t俄\t语\t小\t队”\t（IRSS）\t虚\t拟\t飞\t行\t表\t演\t队\t涂\t装";"""IRSS"" special aerobatics camouflage";"Camuflagem especial para acrobacias ""IRSS""";"Спеціальний пілотажний камуфляж ""IRSS""";"""IRSS"" special aerobatics camouflage";"IRSS speciális műrepülői festés.";"""IRSS"" 특별 곡예비행단 도색";"""IRSS"" special aerobatics camouflage";"""IRSS"" special aerobatics camouflage";"“國\t際\t俄\t語\t小\t隊”\t（IRSS）\t虛\t擬\t飛\t行\t表\t演\t隊\t塗\t裝";"""IRSS"" special aerobatics camouflage";"""IRSS"" special aerobatics camouflage";;
"mi_24v/poland_2018";"Polish hussars";"Hussards polonais";"Ussari Polacchi";"Polnische Husaren";"Húsares Polacos";"Крылатые гусары";"Polscy Husarze";"Polští husaři";"Polonya süvarileri";"“波\t兰\t翼\t骑\t兵”\t涂\t装";"Polish hussars";"Hussardos Poloneses";"Крилаті гусари";"Polish hussars";"Lengyel huszárok";"폴란드 후자르";"Polish hussars";"Polish hussars";"“波\t蘭\t翼\t騎\t兵”\t塗\t裝";"Polish hussars";"Polish hussars";;
"mi_24v/poland_2018/desc";"Standard camouflage pattern with insignia of Polish Air Force";"Camouflage standard avec insigne de l'Armée de l'air polonaise";"Mimetizzazione tricolore standard con insegne dell'Aereonautica Militare Polacca";"Standard-Tarnmuster mit Abzeichen der polnischen Luftwaffe";"Patrón de camuflaje estándar con insignia de la Fuerza Aérea de Polonia";"Одноцветный камуфляж с опознавательными знаками ВВС Польши.";"Standardowy wzór kamuflażu z insygniami Polskich Sił Powietrznych";"Základní kamuflážní vzor se znakem Polského letectva";"Polonya Hava Kuvvetleri işaretli standart kamuflaj deseni";"波\t兰\t空\t军\t标\t准\t涂\t装";"Standard camouflage pattern with insignia of Polish Air Force";"Padrão de camuflagem com insígnia da Força Aérea Polonesa";"Одноколірний камуфляж з розпізнавальними знаками ВПС Польщі.";"Standard camouflage pattern with insignia of Polish Air Force";"Szabványos festés a lengyel légierő felségjelzésével.";"폴란드 공군 휘장이 도색된 표준 위장 패턴";"Standard camouflage pattern with insignia of Polish Air Force";"Standard camouflage pattern with insignia of Polish Air Force";"標\t準\t塗\t裝，\t波\t蘭\t空\t軍\t徽\t標";"Standard camouflage pattern with insignia of Polish Air Force";"Standard camouflage pattern with insignia of Polish Air Force";;
"ussr_su_85a/green_ltbrown_lines";"Bicolor summer camouflage";"Camouflage bicolore d'été";"Mimetizzazione bicolore";"Zweifarbiger Sommer-Tarnanstrich";"Camuflaje de verano bicolor";"Летний двухцветный";"Letni kamuflaż dwubarwny";"Dvojbarevná letní kamufláž";"Çift renkli yaz kamuflajlı";"双\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Camuflagem bicolor de verão";"Літній двоколірний";"Bicolor summer camouflage";"Kétszínű nyári festés";"2색 하계 위장도색";"Bicolor summer camouflage";"Bicolor summer camouflage";"雙\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Bicolor summer camouflage";;
"ussr_su_85a/green_ltbrown_lines/desc";"Bicolor summer camouflage";"Camouflage bicolore d'été";"Mimetizzazione bicolore";"Zweifarbiger Sommer-Tarnanstrich";"Camuflaje de verano bicolor";"Двухцветный летний камуфляж";"Letni kamuflaż dwubarwny";"Dvojbarevná letní kamufláž";"Çift renkli yaz kamuflajlı";"双\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Camuflagem bicolor de verão";"Двоколірний літній камуфляж";"Bicolor summer camouflage";"Kétszínű nyári festés.";"2색 하계 위장도색";"Bicolor summer camouflage";"Bicolor summer camouflage";"雙\t色\t夏\t季\t迷\t彩";"Bicolor summer camouflage";"Bicolor summer camouflage";;
"fw-190c/1945";"Nonstandard tricolor camouflage";"Camouflage non-standard tricolore";"Livrea tricolore non standard";"Nicht standardmäßige dreifarbige Tarnung";"Camuflaje no estándar tricolor";"Нестандартный трехцветный камуфляж";"Niestandardowy trójbarwny kamuflaż";"Netypická trojbarevná kamufláž";"Standart olmayan üç renkli kamuflaj";"非\t标\t准\t三\t色\t涂\t装";"Nonstandard tricolor camouflage";"Camuflagem tricolor fora do padrão";"Нестандартний триколірний камуфляж";"Nonstandard tricolor camouflage";"Nem szabványos háromszínű festés";"비표준 3색 위장도색";"Nonstandard tricolor camouflage";"Nonstandard tricolor camouflage";"非\t標\t準\t三\t色\t塗\t裝";"Nonstandard tricolor camouflage";"Nonstandard tricolor camouflage";;
"fw-190c/1945/desc";"Nonstandard tricolor camouflage pattern, 1945";"Motif de camouflage non-standard tricolore, 1945";"Livrea tricolore non standard schema del 1945";"Nicht standardmäßige dreifarbige Tarnung, 1945";"Patrón de camuflaje no estándar tricolor, 1945";"Нестандартная трехцветная схема камуфляжа, 1945";"Nietandardowy wzór trójbarwnego kamuflażu, 1945";"Netypická trojbarevná kamufláž, 1945";"Strandart olmayan üç renkli kamuflaj düzeni, 1945";"1945 年，\t非\t标\t准\t三\t色\t涂\t装";"Nonstandard tricolor camouflage pattern, 1945";"Modelo de camuflagem tricolor fora do padrão, 1945";"Нестандартна триколірна схема камуфляжу, 1945";"Nonstandard tricolor camouflage pattern, 1945";"Nem szabványos háromszínű festésminta (1945).";"비표준 3색 위장도색, 1945년";"Nonstandard tricolor camouflage pattern, 1945";"Nonstandard tricolor camouflage pattern, 1945";"1945 年，\t非\t標\t準\t雙\t色\t塗\t裝";"Nonstandard tricolor camouflage pattern, 1945";"Nonstandard tricolor camouflage pattern, 1945";;
"mb_152c1/early";"Early camouflage";"Camouflage première version";"Livrea inizio produzione";"Frühe Tarnung";"Camuflaje temprano";"Ранний камуфляж";"Wczesny kamuflaż";"Raná kamufláž";"Erken dönem kamuflaj";"早\t期\t涂\t装";"Early camouflage";"Camuflagem Inicial";"Ранній камуфляж";"Early camouflage";"Korai festés";"초기 위장";"Early camouflage";"Early camouflage";"早\t期\t塗\t裝";"Early camouflage";"Early camouflage";;
"mb_152c1/early/desc";"Standard tricolor camouflage pattern, 1939";"Motif de camouflage standard tricolore, 1939";"Mimetizzazione tricolore standard, 1939";"Dreifarbiger Standard-Tarnanstrich, 1939";"Patrón de camuflaje estándar tricolor, 1939";"Стандартная трехцветная схема камуфляжа образца 1939 года";"Standardowy wzór trójbarwnego kamuflażu, 1939";"Základní dvojbarevná kamufláž, 1939";"Standart üç renkli kamuflaj deseni, 1939";"1939 年，\t标\t准\t三\t色\t涂\t装";"Standard tricolor camouflage pattern, 1939";"Modelo padrão de Camuflagem tricolor, 1939";"Стандартна триколірна схема камуфляжу зразка 1939 року";"Standard tricolor camouflage pattern, 1939";"Szabványos háromszínű festés (1939).";"표준3색 위장도색, 1939년";"Standard tricolor camouflage pattern, 1939";"Standard tricolor camouflage pattern, 1939";"1939 年，\t標\t準\t三\t色\t塗\t裝";"Standard tricolor camouflage pattern, 1939";"Standard tricolor camouflage pattern, 1939";;
"a6m5otsu/promo";"Naval Air Group camouflage";"Camouflage du groupe embarqué";"Livrea del Gruppo Aereo Navale";"Tarnung der Marine-Luftgruppe";"Camuflaje del Grupo Aéreo Naval";"Морской камуфляж";"Kamuflaż Morskiej Grupy Lotniczej";"Kamufláž námořní letecké skupiny";"Donanma Hava Grubu kamuflajı";"第 721 海\t军\t航\t空\t队\t涂\t装";"第\t721海軍航空隊「神雷部隊」\t（宮崎基地）\t塗装";"Camuflagem do Grupo Aéreo Naval";"Морський камуфляж";"Naval Air Group camouflage";"Haditengerészeti légicsoport";"해군 항공대 위장 도색";"Naval Air Group camouflage";"Naval Air Group camouflage";"第 721 海\t軍\t航\t空\t隊\t塗\t裝";"Naval Air Group camouflage";"Naval Air Group camouflage";;
"a6m5otsu/promo/desc";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";"Camouflage du 721e Groupe embarqué ""God thunder Corps"" (Base de Miyazaki)";"Livrea del 721° Gruppo Aereo Navale ""Corpo del Dio Tuono"" (Base di Miyazaki)";"721. Marineluftgruppe ""God thunder Corps"" (Tarnung des Stützpunktes Miyazaki)";"Camuflaje del 721º Grupo Aéreo Naval ""God thunder Corps"" (base Miyazaki)";"Стандартный морской камуфляж";"Kamuflaż 721. Morskiej Grupy Lotniczej ""Korpus Boga Grzmotu"" (Baza Miyazaki).";"Kamufláž 721. námořní letecké skupiny ""God thunder Corps"" (základna Miyazaki)";"721. Donanma Hava Grubu ""God thunder Corps"" (Miyazaki üssü) kamuflajı";"日\t本，\t宫\t崎\t基\t地，\t第 721 海\t军\t航\t空\t队\t“神\t雷\t部\t队”\t涂\t装";"第\t721海軍航空隊「神雷部隊」\t（宮崎基地）\t塗装";"Camuflagem do 721º Grupo Aéreo Naval ""God thunder Corps"" (base de Miyazaki)";"Стандартний морський камуфляж";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";"A 721. haditengerészeti légi század, az isteni mennydörgés alakulat (Mijazaki bázis) festése. ";"제 721 해군 항공단 ""뇌신"" (미야자키 기지) 위장도색";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";"日\t本，\t宮\t崎\t基\t地，\t第 721 海\t軍\t航\t空\t隊\t“神\t雷\t部\t隊”\t塗\t裝";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";"721st Naval Air Group ""God thunder Corps"" (Miyazaki base) camouflage";;
"a5m4_hagiri/promo";"Naval Air Group camouflage";"Camouflage du groupe embarqué";"Livrea del Gruppo Aereo Navale";"Tarnung der Marine-Luftgruppe";"Camuflaje del Grupo Aéreo Naval";"Морской камуфляж";"Kamuflaż Morskiej Grupy Lotniczej";"Kamufláž námořní letecké skupiny";"Donanma Hava Grubu kamuflajı";"霞\t浦\t海\t军\t航\t空\t队\t涂\t装";"九六式四号艦上戦闘機（霞ヶ\t浦海軍航空隊）\t塗装";"Camuflagem do Grupo Aéreo Naval";"Морський камуфляж";"Naval Air Group camouflage";"Haditengerészeti légi század";"해군 항공대 위장 도색";"Naval Air Group camouflage";"Naval Air Group camouflage";"霞\t浦\t海\t軍\t航\t空\t隊\t塗\t裝";"Naval Air Group camouflage";"Naval Air Group camouflage";;
"a5m4_hagiri/promo/desc";"Kasumigaura naval aviation camouflage";"Camouflage de l'aviation navale Kasumigaura";"Livrea dell'aviazione navale Kasumigaura";"Kasumigaura Tarnung der Marineflieger";"Camuflaje Kasumigaura de aviación naval";"Стандартный морской камуфляж";"Kamuflaż Lotnictwa Morskiego Kasumigaura";"Kamufláž námořního letectva Kasumigaura";"Kasumigaura donanma havacılık kamuflajı";"霞\t浦\t海\t军\t航\t空\t队\t涂\t装";"九六式四号艦上戦闘機（霞ヶ\t浦海軍航空隊）\t塗装";"Camuflagem de aviação naval Kasumigaura";"Стандартний морський камуфляж";"Kasumigaura naval aviation camouflage";"A Kaszumigaura haditengerészeti légicsoport festése.";"카스미가우라 해군 항공대 위장 도색";"Kasumigaura naval aviation camouflage";"Kasumigaura naval aviation camouflage";"霞\t浦\t海\t軍\t航\t空\t隊\t塗\t裝";"Kasumigaura naval aviation camouflage";"Kasumigaura naval aviation camouflage";;
"us_m4_sherman/hurricane";"""Hurricane"" camouflage";"Camouflage ""Hurricane""";"Mimetica ""Uragano""";"""Hurricane"" Tarnanstrich";"Camuflaje ""Hurricane""";"Камуфляж ""Hurricane""";"Kamuflaż ""Hurricane""";"Kamufláž ""Hurricane"" ";"""Hurricane"" kamuflajı";"“飓\t风”\t号\t涂\t装";"""Hurricane"" camouflage";"Camuflagem ""Hurricane""";"Камуфляж ""Hurricane""";"""Hurricane"" camouflage";"Hurricane festés";"""허리케인"" 위장";"""Hurricane"" camouflage";"""Hurricane"" camouflage";"“颶\t風”\t號\t塗\t裝";"""Hurricane"" camouflage";"""Hurricane"" camouflage";;
"us_m4_sherman/hurricane/desc";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"M4 ""Hurricane"" de la Company H 63rd Armoured Regiment 2nd Armoured Division, Normandie, Juin 1944";"M4 ""Uragano"" della Compagnia H del 63° Reggimento Corazzati, 2^ Divisione, Normandia, giugno 1944";"M4 ""Hurricane"" der Kompanie H 63rd Armoured Regiment 2nd Armoured Division, Normandie, Juni 1944";"M4 ""Hurricane"" de la Compañía H del 63º Regimiento Blindado de la 2ª División Blindada, Normandía, Junio de 1944";"М4 ""Hurricane"" с опознавательными знаками роты H 63-го танкового полка, 2-й танковой дивизии, Нормандия, июнь 1944";"M4 ""Hurricane"" z Kompanii H 63. Pułku Pancernego 2. Dywizji Pancernej, Normandia, czerwiec 1944 roku.";"M4 ""Hurricane"" roty H 63. obrněného pluku 2. obrněné divize, Normandie, červen 1944";"2. Zırhlı Tümen, 63. Zırhlı Tabur, H Bölüğü, M4 ""Hurricane"" tankı. Normandiya, Haziran 1944";"1944 年 6 月，\t诺\t曼\t底，\t美\t国\t陆\t军\t第 2 装\t甲\t师\t第 63 装\t甲\t团 H 连，\t“飓\t风”\t号 M4 中\t型\t坦\t克";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"M4 ""Hurricane"" da Companhia H 63º Regimento Blindado 2ª Divisão Blindada, Normandia, junho de 1944";"М4 ""Hurricane"" з розпізнавальними знаками роти H 63-го танкового полку, 2-ї танкової дивізії, Нормандія, червень 1944";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"A H század 63. páncélosezred 2. páncéloshadosztály M4 „Hurricane” harckocsijának festése. Normandia, 1944 júniusa.";"M4 ""허리케인"", 제2 기갑사단 63기갑연대  H중대, 1944년 6월 노르망디";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"1944 年 6 月，\t諾\t曼\t地，\t美\t國\t陸\t軍\t第 2 裝\t甲\t師\t第 63 裝\t甲\t團 H 連，\t“颶\t風”\t號 M4 中\t型\t坦\t克";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";"M4 ""Hurricane"" of the Company H 63rd Armoured Regiment 2nd Armoured Division, Normandy, June 1944";;
