"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"decals/decal_ship_britain_cbt/desc";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"За участие в ЗБТ флота Британии";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"英\t国\t海\t军\t内\t测\t特\t别\t奖\t励";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";"Special decal for CBT Britain fleet";;
"decals/us_25_inf_div_lightning";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Эмблема 25-й пехотной дивизии";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";"Emblem of the 25th Infantry Division";;
"decals/us_25_inf_div_lightning/desc";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Эмблема 25-й пехотной дивизии, армии США";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";"Emblem of the 25th Infantry Division ""Tropic Lightning"", U.S. Army";;
"decals/us_1_cav_div";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Эмблема 1-й кавалерийской дивизии";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";"Emblem of the 1st Cavalry Division";;
"decals/us_1_cav_div/desc";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Эмблема 1-й кавалерийской дивизии, армии США";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";"Emblem of the 1st Cavalry Division ""First Team"", U.S. Army";;
"decals/de_jg26_sqn_4_who_tiger";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"Эмблема ""Тигр""";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";"""Tiger"" emblem";;
"decals/de_jg26_sqn_4_who_tiger/desc";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"Эмблема ""Тигр"" эскадрильи 4./JG26 Люфтваффе";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";"""Tiger"" emblem, 4./JG26 Squadron Luftwaffe";;
"decals/ge_353rd_panzergrenadier_bat";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Эмблема 353-го танково-гренадерского батальона";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";"Emblem of 353rd Panzergrenadier Battalion";;
"decals/ge_353rd_panzergrenadier_bat/desc";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Эмблема 353-го танково-гренадерского батальона бундесвера";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";"Emblem of 353rd Panzergrenadier Battalion of Bundeswehr";;
"decals/uk_royal_wessex_yeomanry";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Эмблема ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";"Emblem of the ""Royal Wessex Yeomanry""";;
"decals/uk_royal_wessex_yeomanry/desc";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Эмблема ""Royal Wessex Yeomanry"" Британии";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";"Emblem of the ""Royal Wessex Yeomanry"", UK";;
"decals/usa_3rd_anti_tank_bat";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Эмблема 3-го противотанкового батальона";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";"Emblem of the 3rd Anti-Tank Battalion";;
"decals/usa_3rd_anti_tank_bat/desc";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Эмблема 3-го противотанкового батальона США";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";"Emblem of the 3rd Anti-Tank Battalion USMC";;
"decals/ge_3rd_sboote_flotilia";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Эмблема 3-й флотилии торпедных катеров (S56) ";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";"Insignia of the 3rd S-Boote flotilla (S56)";;
"decals/ge_3rd_sboote_flotilia/desc";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Эмблема 3-й флотилии торпедных катеров Кригсмарине, б/н S56";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";"Insignia of the 3rd S-Boote flotilla of Kriegsmarine, (S56)";;
"decals/italeri_logo_r_white";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"Эмблема ""Italeri""";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";;
"decals/italeri_logo_r_white/desc";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"Эмблема ""Italeri""";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";"""Italeri"" emblem";;
"decals/uk_no_815_nas_lynx";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"Пинап ""Lynx Minx""";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";"""Lynx Minx"" pin-up";;
"decals/uk_no_815_nas_lynx/desc";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"Пинап ""Lynx Minx"", 815-я эскадрилья морской авиации королевского флота Британии";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";"""Lynx Minx"" pin-up, No. 815 Naval Air Squadron, Fleet Air Arm of the Royal Navy";;
"decals/us_11_acr_trick";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"Текст ""Trick or Treat""";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";"""Trick or Treat"" text";;
"decals/us_11_acr_trick/desc";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"Текст ""Trick or Treat"" 11-й танковый кавалерийский полк армии США, Вьетнам, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";"""Trick or Treat"" text, 11th Armored Cavalry Regiment, Tay Ninh, Vietnam, 1970";;
"decals/6_years_decal";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 лет War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"War Thunder \t六\t周\t年\t！";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";;
"decals/6_years_decal/desc";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 лет War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"纪\t念\t War Thunder \t六\t周\t年\t特\t殊\t贴\t花\t！";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";"6 years of War Thunder!";;
"decals/ro_grupul_2_skull";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"Эмблема ""Череп""";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";;
"decals/ro_grupul_2_skull/desc";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"Эмблема ""Череп"" 2-й истребительной группы королевских ВВС Румынии, 1944";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vân\tă\ttoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vânătoare, Royal Romanian Air Force, 1944 ";"""Skull"" emblem, Grupul 2 Vân\tă\ttoare, Royal Romanian Air Force, 1944 ";;
"decals/jp_73rd_tank_regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"Эмблема 73-го танковый полка";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";;
"decals/jp_73rd_tank_regiment/desc";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"Эмблема 73-го танковый полка";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";"73rd Tank Regiment";;
