"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"tl_air_poltergeist/desc";"Poltergeist are often known to be merciless. Destroy 5 aircraft in your Fw.190-A4 without being destroyed.";"Poltergeist sont connus pour être sans pitié. Détruisez 5 avions à bord de votre FW.190-A4 sans être abattu.";"I Poltergeist sono noti per essere spietati. Distruggi 5 aerei nemici con il tuo Fw.190-A4 senza essere abbattuto.";"Poltergeist ist bekannt gnadenlos zu sein. Zerstören Sie 5 Flugzeuge in Ihrer Fw.190-A4, ohne zerstört zu werden.";"Los Poltergeist son a menudo conocidos por no tener piedad. Destruye 5 aviones en tu Fw.190-A4 sin ser destruído.";"Полтергейсты не жалуют милосердие. Уничтожьте 5 самолётов противника на Fw.190A-4 за раз, не давая уничтожить себя.";"Gracze Poltergeist znani są z braku litości. Pilotując Fw.190-A4, zniszcz 5 samolotów bez strat własnych.";"Poltergeist jsou často známí svou nemilosrdností. Znič 5 letadel v Fw 190 A-4, aniž bys byl sestřelen.";"Poltergeist sıklıkla acımaz olarak bilinirler. Yok edilmeden Fw.190 A-4 ile 5 uçak yok et.";"Poltergeist 以\t毫\t不\t留\t情\t的\t作\t战\t风\t格\t闻\t名\t于\t世。\t驾\t驶 Fw 190 A4 连\t续\t击\t坠 5 架\t敌\t方\t空\t中\t载\t具。";"Poltergeist are often known to be merciless. Destroy 5 aircraft in your Fw.190-A4 without being destroyed.";"Poltergeist são freqüentemente conhecidos por serem implacáveis. Destrua 5 aeronaves em seu Fw.190-A4 sem ser destruído.";"Poltergeist не дарують милосердя. Необхідно знищити 5 літаків противника на Fw.190A-4 за раз, не даючи знищити себе.";"Poltergeist je poznat po svojoj nemilosrdnosti. Oborite 5 aviona u vašem Fw.190-A4 i nemojte poginuti.";"A Poltergeist csapata gyakran a könyörtelenségéről ismert. Semmisíts meg veszteség nélkül 5 repülőgépet az Fw 190 A-4 használatával.";"Poltergeist are often known to be merciless. Destroy 5 aircraft in your Fw.190-A4 without being destroyed.";"Poltergeist нікога не шкадуюць. Знішчыце 5 самалётаў супраціўніка на Fw.190A-4 запар, не даўшы сябе збіць.";"Poltergeist are often known to be merciless. Destroy 5 aircraft in your Fw.190-A4 without being destroyed.";"Poltergeist 以毫不留情的作戰風格聞名於世。駕駛 Fw 190 A4 連續擊墜 5 架敵方空中載具。";"Poltergeist are often known to be merciless. Destroy 5 aircraft in your Fw.190-A4 without being destroyed.";;
"tl_air_poltergeist/name";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";"폴터가이스트";"Poltergeist";"Poltergeist";"Poltergeist";"Poltergeist";;
"tl_air/verve/desc";"Verve believe that the only way to get better is to play against a tougher opponent than yourself. Shoot down 10 aircraft from ranks 4 or 5.";"Les Verve pensent que le seul moyen de devenir meilleur est de jouer contre un opposant plus fort que soi. Abattez 10 avions de rang 4 ou 5.";"I Verve credono che l'unico modo per ottenere il meglio sia di giocare contro un avversario più ostico di te. Abbatti 10 aerei di era 4 o 5.";"Verve glaubt, dass man nur besser werden kann, wenn man gegen einen härteren Gegner als sich selbst spielt. Schießen Sie 10 Flugzeuge von den Rängen 4 oder 5 ab.";"Verve cree que la única forma de mejorar es jugar contra oponentes más fuertes que tú. Derriba 10 aeronaves de rango 4 o 5.";"Verve напоминает, что единственный способ стать сильнее — играть против более сильного противника. Cбейте 10 самолётов 4-5 ранга.";"Verve wyznaje zasadę, że jedynym sposobem na zwiększenie umiejętności jest zmierzenie się z silniejszym przeciwnikiem. Zestrzel 10 samolotów z IV-V Ery.";"Verve věří, že jediná cesta ke zlepšení je hrát proti lepšímu soupeři, než jsi sám. Sestřel 10 letadel IV. nebo V. úrovně.";"Verve daha iyi olmanın tek yolunun kendinden daha gülü bir rakibe karşı oynamak olduğuna inanıyor. Seviye 4 veya 5'ten 10 uçak düşür.";"Verve 坚\t信，\t勇\t者\t愤\t怒，\t须\t抽\t刃\t向\t更\t强\t者。\t击\t落 10 架 IV 至 V 级\t空\t中\t载\t具。";"Verve believe that the only way to get better is to play against a tougher opponent than yourself. Shoot down 10 aircraft from ranks 4 or 5.";"Verve acredita que a única maneira de melhorar é jogar contra um adversário mais difícil do que você. Abater 10 aeronaves de níveis 4 ou 5.";"Verve нагадує, що єдиний спосіб стати сильніше - грати проти більш сильного противника. Cбейте 10 літаків 4-5 рангу.";"Verve veruje da je jedini način da postanete bolji taj da igrate protiv jačih od sebe. Obori 10 letelica ranga 4 i 5.";"A Verve szerint az egyetlen út a jobbá váláshoz az, ha magatoknál erősebb ellenséggel szálltok harcba. Lőj le 10 ellenséges IV. vagy V. rangú repülőgépet.";"Verve believe that the only way to get better is to play against a tougher opponent than yourself. Shoot down 10 aircraft from ranks 4 or 5.";"Verve нагадвае, што ёсць толькі адзін спосаб памацнець — біцца супраць мацнейшага супраціўніка. Збіце 10 самалётаў 4-5 рангу.";"Verve believe that the only way to get better is to play against a tougher opponent than yourself. Shoot down 10 aircraft from ranks 4 or 5.";"Verve 堅信，勇者憤怒，須抽刃向更強者。擊落 10 架四至五階空中載具。";"Verve believe that the only way to get better is to play against a tougher opponent than yourself. Shoot down 10 aircraft from ranks 4 or 5.";;
"tl_air_verve/name";"Verve team";"Verve Team";"Squadra Verve";"Team Verve";"Equipo Verve";"Verve team";"Verve Team";"Verve tým";"Verve Takımı";"Verve team";"Verve team";"Verve team";"Verve team";"Tim Verve";"Verve";"Verve team";"Verve team";"Verve team";"Verve team";"Verve team";;
"tl_air_akai_victory/desc";"Akai Victory know well that the path to victory lies through many tough battles. The perseverance brings glory.";"Akai Victory sait que le chemin de la victoire passe par de nombreuses batailles. La persévérance apporte la gloire.";"Gli Akai Victory sanno bene che la strada per la vittoria deve attraversare molte dure battaglie. La perseveranza porta alla gloria.";"Akai Victory wissen sehr wohl, dass der Weg zum Sieg über viele harte Kämpfe führt. Die Beharrlichkeit bringt Ruhm.";"Victoria Akai sabe bien que el camino a la victoria se cimenta en muchas duras batallas. La perseverancia lleva a la gloria.";"В Akai Victory помнят, что путь к победе в войне лежит не через не одно сражение. Упорство вознаграждается сторицей.";"Akai Victory doskonale wie, że droga do zwycięstwa usłana jest wieloma ciężkimi bitwami. Wytrwałość przynosi chwałę.";"Akai Victory dobře vědí, že cesta k vítězství vede přes mnoho těžkých bitev. Vytrvalost přináší slávu.";"Akai Victory zafere giden yolun birçoğu zorlu savaşlardan geçtiğini iyi biliyor. Azim şan getirir.";"Akai Victory 团\t队\t明\t白\t千\t锤\t百\t炼\t始\t成\t钢\t的\t道\t理，\t在\t战\t斗\t中\t磨\t炼\t的\t毅\t力\t终\t将\t化\t为\t胜\t利\t的\t荣\t耀。";"Akai Victory know well that the path to victory lies through many tough battles. The perseverance brings glory.";"Akai Victory sabe bem que o caminho para a vitória passa por muitas batalhas difíceis. A perseverança traz glória.";"У Akai Victory пам'ятають, що шлях до перемоги у війні лежить не через один бій. Завзятість винагороджується сторицею.";"Akai Victory zna dobro da put ka pobedi vodi kroz mnogo teških bitaka. Istranjnost donosi slavu.";"Az Akai Victory jól tudja, hogy a győzelemhez vezető út sok nehéz csatán át vezet, a kitartás viszont dicsőséget hoz.";"Akai Victory know well that the path to victory lies through many tough battles. The perseverance brings glory.";"Akai Victory добра ведаюць, што дарога да перамогі вядзе скрозь мноства баёў. Упартасць узнагароджваецца стакроць.";"Akai Victory know well that the path to victory lies through many tough battles. The perseverance brings glory.";"Akai Victory 團隊明白千錘百煉始成鋼的道理，在戰鬥中磨煉的毅力終將化為勝利的榮耀。";"Akai Victory know well that the path to victory lies through many tough battles. The perseverance brings glory.";;
"tl_air_akai_victory/name";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Victoria Akai";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";"Akai Victory";;
"tl_air_think/desc";"THINK accepts only one outcome - total victory, second to nobody. Win and be the first on the leaderboard with a Spitfire Mk.Vb/trop.";"THINK accepte une seule issue - la victoire totale, rien d'autre. Gagnez et soyez le premier du classement avec un Spitfire Mk.Vb/trop.";"I THINK accettano solo un esito - la vittoria totale, secondi a nessuno. Vinci e sii il primo nella classifica con uno Spitfire Mk.Vb/trop.";"THINK akzeptiert nur ein Ergebnis - den totalen Sieg, den zweiten Platz für niemanden. Gewinnen Sie und werden Sie mit einer Spitfire Mk.Vb/trop der Erste auf der Rangliste.";"PENSAR solo acepta un resultado: la victoria total e insuperable. Gana y sé el primero en la tabla de posiciones con un Spitfire Mk.Vb/trop.";"Для THINK существует только один результат — победа, и только одно место — первое. Одержи победу и займи первое место на Spitfire Mk.Vb/trop.";"THINK akceptuje jedyny słuszny rezultat – całkowite zwycięstwo, totalną dominację. Wygraj oraz bądź pierwszy w rankingu, pilotując Spitfire Mk.Vb/trop.";"THINK přijímá pouze jeden výsledek, naprosté vítězství, nehledě na druhé. Buď první v žebříčku ve Spitfiru Mk.Vb trop.";"THINK sadece bir sonuç kabul eder - toplam zafer, kimseye ikinci olmadan. Spitfire Mk.Vb/trop ile kazan ve lider tablosunda birinci ol.";"THINK 团\t队\t只\t接\t受\t一\t种\t结\t果：\t不\t胜\t利，\t毋\t宁\t死。\t驾\t驶 喷\t火 Mk.Vb/trop 在\t战\t斗\t中\t取\t得\t第 1 名\t并\t获\t胜。";"THINK accepts only one outcome - total victory, second to nobody. Win and be the first on the leaderboard with a Spitfire Mk.Vb/trop.";"O THINK aceita apenas um resultado - vitória total, perdendo para ninguém. Ganhe e seja o primeiro na tabela de classificação com um Spitfire Mk.Vb / trop.";"Для THINK існує тільки один результат - перемога, і тільки одне місце - перше. Одержимий перемогу і займи перше місце на Spitfire Mk.Vb / trop.";"THINK prihvata samo jedan ishod - totalnu pobedu, ništa manje. Pobedi i budi prvi na tabeli sa Spitfire Mk.Vb/trop.";"A THINK csak egyetlen végkimenetelt fogad el, mégpedig a totális győzelmet. Nyerj egy csatát a Spitfire Mk. VB/Trop használatával úgy, hogy a ranglista első helyén végzel.";"생각은 오로지 하나의 결과만을 받아들인다 - 2등은 없는 총체적인 승리. 스핏파이어 Mk.Vb 사막형에 탑승하여 1위를 쟁취하십시오.";"THINK сцвярджае, што ёсць толькі адзін вынік — перамога, і толькі адно месца — першае. Перамажыце ў баі, заняўшы першае месца ў камандзе, на Spitfire Mk.Vb / trop.";"THINK accepts only one outcome - total victory, second to nobody. Win and be the first on the leaderboard with a Spitfire Mk.Vb/trop.";"THINK 團隊只接受一種結果：不勝利，毋寧死。駕駛噴火 Mk.Vb/trop 在戰鬥中取得第 1 名並獲勝。";"THINK accepts only one outcome - total victory, second to nobody. Win and be the first on the leaderboard with a Spitfire Mk.Vb/trop.";;
"tl_air_think/name";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";"THINK";;
"tl_air_dynamight/desc";"Dynamight are sure: team players win, while egoists lose. Help your team by achieving 15 enemy kill assists while flying the P-40E.";"Les Dynamight en sont certains: les joueurs collectifs gagnent, alors que les égoïstes perdent. Aidez votre équipe en effectuant 15 assistances à la destruction en pilotant le P-40E.";"I Dynamight sono sicuri: i collaboratori vincono, mentre gli egoisti perdono. Aiuta la tua squadra ottenendo 15 assist pilotando il P-40E.";"Dynamight ist sicher: Mannschaftsspieler gewinnen, während Egoisten verlieren. Helfen Sie Ihrem Team, indem Sie beim Fliegen des P-40E 15 Kill-Assists erreichen.";"Los Dynamight están seguros: los jugadores en equipo ganan, mientras los egoístas pierden. Ayuda a tu equipo al lograr 15 asistencias a muertes enemigas mientras vuelas el P-40E.";"Dynamight уверены: командные игроки побеждают, а эгоисты проигрывают. Помогайте команде: помогите уничтожить 15 противников.";"DYNAMIGHT jest pewny jednego: gra zespołowa prowadzi do zwycięstwa, natomiast postawa egoistyczna skutkuje porażką. Pomóż drużynie poprzez osiągnięcie 15 asyst w czasie lotu P-40E.";"Dynamight vyznávají zásadu, že tým vítězí, egoisté prohrajou. V P-40E pomoz týmu dosáhnout 15 sestřelů.";"Dynamight emin: takım oyuncuları kazanır iken, egoistler kaybeder. P-40E'yi uçurur iken takımına 15 düşman öldürme asisti elde ederek yardım et.";"Dynamight 的\t每\t一\t名\t成\t员\t都\t十\t分\t清\t楚：\t精\t诚\t团\t结\t带\t来\t胜\t利，\t而\t骄\t傲\t自\t满\t只\t会\t步\t向\t失\t败。\t驾\t驶 P-40E 取\t得 15 个\t助\t攻。";"Dynamight are sure: team players win, while egoists lose. Help your team by achieving 15 enemy kill assists while flying the P-40E.";"Dynamight tem certeza: jogadores de equipe ganham, enquanto egoístas perdem. Ajude sua equipe conseguindo 15 assistências para matar inimigos enquanto voa no P-40E.";"Dynamight впевнені: командні гравці перемагають, а егоїсти програють. Допомагайте команді: допоможіть знищити 15 супротивників.";"Dynamight je siguran: timski igrači pobeđuju, dok egoisti gube. Pomozi svom timu ostvarivanjem 15 asistencija u obaranju dok letiš sa P-40E.";"A DYNAMIGHT pontosan tudja, hogy a csapatjátékosok győznek, az egoisták pedig veszítenek. Segédkezz az ellenség megsemmisítésében 15 alkalommal a P-40E használatával.";"협동하는 자는 승리하고 이기적인 자는 패배할 것입니다. P-40E로 15 킬 어시스트를 획득하며 팀을 승리로 이끄십시오.";"Dynamight упэўнены: камандныя гульцы перамагаюць, а эгаісты — прайграюць. Дапамажыце знішчыць 15 супраціўнікаў на сваім P-40E.";"Dynamight are sure: team players win, while egoists lose. Help your team by achieving 15 enemy kill assists while flying the P-40E.";"Dynamight 的每一名成員都十分清楚：精誠團結帶來勝利，而驕傲自滿只會步向失敗。駕駛 P-40E 取得 15 個助攻。";"Dynamight are sure: team players win, while egoists lose. Help your team by achieving 15 enemy kill assists while flying the P-40E.";;
"tl_air_dynamight/name";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";"DYNAMIGHT";;
"tl_air_der_adler/name";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";"Der Adler";;
"tl_air_der_adler/desc";"Der Adler always keep their mind crystal clear. In the moment, when panic and chaos surrounds you, keep calm and turn the tide of battle in your favour. Capture 5 airfields.";"Der Adler garde toujours l'esprit clair. Au moment où la panique et le chaos vous submergent, restez calme et inversez le cours de la bataille à votre avantage. Capturez 5 aérodromes.";"I Der Adler mantengono sempre la loro mente sgombera. Nel momento in cui il panico e il caos ti circondano, mantieni la calma e svolta la battaglia in tuo favore. Cattura 5 aeroporti.";"Der Adler behält immer einen glasklaren Kopf. In dem Moment, in dem Panik und Chaos um Sie herum herrschen, bewahren Sie Ruhe und wenden Sie das Blatt zu Ihren Gunsten. Nehmen Sie 5 Flugplätze ein.";"Los Der Adler siempre mantienen sus mentes claras. En el momento, cuando el pánico y el caos te rodean, mantén la calma y cambia el curso de la batalla a tu favor. Captura 5 aeródromos. ";"Der Adler сохраняет ум ясным. В момент, когда вокруг суета и хаос, сохраняйте хладнокровие и просто решайте исход боя в свою пользу. Захватите 5 аэродромов.";"Der Adler zawsze zachowuje trzeźwość umysłu. W czasie, gdy panika i chaos dają Ci się we znaki, postaraj się opanować sytuację i przechylić szalę zwycięstwa na swoją korzyść. Przejmij 5 lotnisk.";"Der Adler si vždy udržují čistou mysl. Když tě obklopí panika a zmatek, zůstaň v klidu a zvrať průběh bitvy. Obsaď 5 letišť.";"Der Adler her zaman zihinlerini berrak tutar. O anda, panik ve kaos etrafını sardığında, sakin kal ve savaşın seyrini lehine çevir. 5 hava alanı ele geçir.";"Der Adler 的\t每\t一\t名\t成\t员\t在\t战\t斗\t中\t都\t心\t如\t止\t水。\t专\t业\t玩\t家\t从\t来\t不\t会\t被\t他\t人\t的\t恐\t慌\t与\t混\t乱\t所\t感\t染，\t只\t需\t坐\t怀\t不\t乱，\t形\t势\t自\t然\t会\t发\t生\t逆\t转。\t占\t领 5 座\t机\t场。";"Der Adler always keep their mind crystal clear. In the moment, when panic and chaos surrounds you, keep calm and turn the tide of battle in your favour. Capture 5 airfields.";"Der Adler sempre mantém sua mente clara como cristal. No momento em que o pânico e o caos o cercam, mantenha a calma e vire a maré da batalha a seu favor. Capture 5 aeródromos.";"Der Adler зберігає розум ясним. У момент, коли навколо суєта і хаос, зберігайте холоднокровність і просто вирішуйте результат бою на свою користь. Візьміть 5 аеродромів.";"Der Adler uvek ima miran um. U momentu kad vas okružuju panika i haos, ostanite mirni i okrenite tok bitke u vašu korist. Zauzmite 5 pisti.";"A Der Adler gondolatai mindig kristálytiszták. Ha pánik és káosz vesz körül, maradj nyugodt és fordítsd javadra a csata kimenetelét. Foglalj el 5 repülőteret.";"아들러는 언제나 마음을 깨끗하게 유지합니다. 공황과 혼돈으로 당신이 둘러싸였다면, 계속해서 침착함을 유지하며 전황을 당신에게 유리하게 바꾸십시오. 5개의 비행장을 점령하십시오.";"Der Adler трымаюць розум ясным. У час, калі навокал паніка і хаос, захоўвайце супакой і пераламіце ход бою на сваю карысць. Захапіце 5 аэрадромаў.";"Der Adler always keep their mind crystal clear. In the moment, when panic and chaos surrounds you, keep calm and turn the tide of battle in your favour. Capture 5 airfields.";"Der Adler 始終保持他們的頭腦清晰。在當下，當恐慌和混亂包圍著你，保持鎮靜，力挽狂瀾的戰鬥對你有利。攻佔5 個機場。";"Der Adler always keep their mind crystal clear. In the moment, when panic and chaos surrounds you, keep calm and turn the tide of battle in your favour. Capture 5 airfields.";;
"tl_tank_super_prize/desc";"Complete 5 challenges for the ground forces and get collectable M24 Chaffee TL!";"Complétez 5 défis pour les forces terrestres et obtenez le M24 Chaffee TL!";"Completa 5 sfide per i corazzati ed ottieni M24 Chaffee TL da collezione!";"Erledigen Sie 5 Herausforderungen für die Bodentruppen und erhalten Sie das Sammlerstück M24-Kaffee TL!";"¡Completa 5 desafíos para las fuerzas terrestres y obtén un M24 Chaffee TL coleccionable!";"Выполни 5 заданий команд и получи суперприз: уникальный танк M24 Chaffee TL.";"Ukończ 5 wyzwań pancernych i zdobądź kolekcjonerski czołg M24 Chaffee TL!";"Complete 5 challenges for the ground forces and get collectable M24 Chaffee TL!";"Yer birimleri için 5 meydan okumayı tamamla ve tahsil edilebilir M24 Chaffee TL'yi al!";"完\t成 5 个\t陆\t战\t挑\t战\t即\t可\t获\t得\t收\t藏\t载\t具 M24 (雷\t霆\t联\t赛)！";"Complete 5 challenges for the ground forces and get collectable M24 Chaffee TL!";"Complete 5 desafios para as forças terrestres e obtenha M24 Chaffee TL colecionável!";"Виконай 5 завдань команд і отримай суперприз: унікальний танк M24 Chaffee TL!";"Završite 5 izazova za kopnene trupe i dobite retki M24 Chaffee TL!";"Teljesíts 5 harckocsizó kihívást az M24 Chaffee (TL) harckocsi megszerzéséért!";"5개의 전차용 도전 과제를 완료하시고 특별한 M24 채피 TL 전차를 획득하십시오!";"Выканайце 5 іспытаў для наземнай тэхнікі і атрымайце суперпрыз — унікальны танк M24 Chaffee TL.";"Complete 5 challenges for the ground forces and get collectable M24 Chaffee TL!";"完成 陸軍 5 項挑戰，並獲得極具收藏價值的 M24 霞飛 TL ！";"Complete 5 challenges for the ground forces and get collectable M24 Chaffee TL!";;
"item/tl_tank_super_prize";"Tank Challenges Superprize";"Super prix du défis de chars";"Super premio Sfida sui Corazzati";"Panzer Herausforderungen Superpreis";"Superpremio de Desafíos de Tanques";"Суперприз за вызовы на земле";"Wyjątkowa Nagroda za Pancerne Wyzwania";"Tank Challenges Superprize";"Tank Meydan Okumaları Süperödülü";"地\t面\t挑\t战\t超\t级\t大\t奖";"Tank Challenges Superprize";"Super prêmio de desafios de Tanque";"Суперприз за виклики на землі";"Tenkovoski izazovi super-nagrada";"Harckocsizó kihívás főnyeremény";"Tank Challenges Superprize";"Суперпрыз за наземныя іспыты";"Tank Challenges Superprize";"地面挑戰超級大獎";"Tank Challenges Superprize";;
"item/tl_air_super_prize";"Sky Challenges Superprize";"Super prix du défis du ciel";"Super premio Sfida nel Cielo";"Flugzeug Herausforderungen Superpreis";"Superpremio de Desafíos del Cielo";"Суперприз за вызовы в воздухе!";"Wyjątkowa Nagroda za Podniebne Wyzwania";"Sky Challenges Superprize";"Hava Meydan Okumaları Süperödülü";"空\t中\t挑\t战\t超\t级\t大\t奖";"Sky Challenges Superprize";"Super prêmio de desafios do Céu";"Суперприз за виклики у повітрі";"Vazdušni izazovi super-nagrada";"Pilóta-kihívás főnyeremény";"Sky Challenges Superprize";"Суперпрыз за паветраныя іспыты";"Sky Challenges Superprize";"空中挑戰超級大獎";"Sky Challenges Superprize";;
"tl_air_super_prize/desc";"Complete 5 challenges for the aircraft and get unique Mustang P-51A fighter!";"Complétez 5 défis pour les avions et obtenez un chasseur Mustang P-51A unique!";"Completa 5 sfide per ottenere l'aereo unico P-51A Mustang!";"Bewältigen Sie 5 Herausforderungen für die Flugzeuge und erhalten Sie den einzigartigen Mustang P-51A-Jäger!";"¡Completa 5 desafíos de avión y obtén un caza Mustang P-51A! ";"Выполни 5 заданий команд и получи суперприз: уникальный самолёт P-51A.";"Ukończ 5 wyzwań podniebnych i zdobądź unikatowy myśliwiec P-51A!";"Complete 5 challenges for the aircraft and get unique Mustang P-51A fighter!";"Uçaklar için 5 meydan okumayı tamamla ve benzersiz Mustang P-51A avcı uçağı'nı al!";"完\t成 5 个\t空\t战\t挑\t战\t即\t可\t获\t得\t独\t一\t无\t二\t的 P-51A 战\t斗\t机！";"Complete 5 challenges for the aircraft and get unique Mustang P-51A fighter!";"Complete 5 desafios para a aeronave e obtenha o caça Mustang P-51A exclusivo!";"Виконай 5 завдань команд і отримай суперприз: унікальний літак P-51A!";"Završite 5 izazova za letelice i dobite jedinstveni lovac Mustang P-51A!";"Teljesíts 5 pilóta-kihívást a P-51A Mustang vadászrepülő megszerzéséért!";"5개의 항공기용 도전 과제를 완료하시고 특별한 P-51A 머스탱 전투기를 획득하십시오!";"Выканайце 5 іспытаў для авіяцыі і атрымайце суперпрыз — унікальны знішчальнік Mustang P-51A.";"Complete 5 challenges for the aircraft and get unique Mustang P-51A fighter!";"完成 空軍 5 項挑戰並獲得獨特的野馬 P-51A 戰鬥機 ！";"Complete 5 challenges for the aircraft and get unique Mustang P-51A fighter!";;
"ussr_is_2_1943/verve/desc";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Squadra Verve";"[Thunder League] Team Verve
";"[Liga Thunder] Equipo Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder liga] Verve tým";"[Thunder Ligi] Verve Takımı";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder Liga] Verve tim";"[Thunder League] Verve";"[썬더 리그] Verve Team";"[Ліга Грому] Verve Team";"[Thunder League] Verve Team";"【雷霆聯賽】Verve";"[Thunder League] Verve Team";;
"us_t32/akai_victory/desc";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Liga Thunder] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder liga] Akai Victory";"[Thunder Ligi] Akai Victory";"【雷\t霆\t联\t赛\t】\tAkai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder Liga] Akai Victory";"[Thunder League] Akai Victory";"[썬더 리그] Akai Victory";"[Ліга Грому] Akai Victory";"[Thunder League] Akai Victory";"【雷霆聯賽】Akai Victory";"[Thunder League] Akai Victory";;
"germ_pzkpfw_VI_ausf_b_tiger_IIh/poltergeist/desc";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Liga Thunder] Poltergeist";"[Thunder League] Poltergeist_team";"[Thunder League] Poltergeist";"[Thunder liga] Poltergeist";"[Thunder Ligi] Poltergeist";"【雷\t霆\t联\t赛\t】\tPoltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder Liga] Poltergeist";"[Thunder League] Poltergeist";"[썬더 리그] 폴터가이스트";"[Ліга Грому] Poltergeist";"[Thunder League] Poltergeist";"【雷霆聯賽】Poltergeist";"[Thunder League] Poltergeist";;
"germ_pzkpfw_V_ausf_d_panther/think/desc";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Liga Thunder] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder liga] THINK";"[Thunder Ligi] THINK";"【雷\t霆\t联\t赛\t】\tTHINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder Liga] THINK";"[Thunder League] THINK";"[썬더 리그] THINK";"[Ліга Грому] THINK";"[Thunder League] THINK";"【雷霆聯賽】THINK";"[Thunder League] THINK";;
"germ_pzkpfw_VI_ausf_h1_tiger/der_adler/desc";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Liga Thunder] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder liga] Der Adler";"[Thunder Ligi] Der Adler";"【雷\t霆\t联\t赛\t】\tDer Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder Liga] Der Adler";"[Thunder League] Der Adler";"[썬더 리그] Der Adler";"[Ліга Грому] Der Adler";"[Thunder League] Der Adler";"【雷霆聯賽】Der Adler";"[Thunder League] Der Adler";;
"us_m18_hellcat/dynamight/desc";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Liga Thunder] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder liga] DYNAMIGHT";"[Thunder Ligi] DYNAMIGHT";"【雷\t霆\t联\t赛\t】\tDYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder Liga] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[썬더 리그] DYNAMIGHT";"[Ліга Грому] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"【雷霆聯賽】DYNAMIGHT";"[Thunder League] DYNAMIGHT";;
