"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"matching/msg_kicked";"You have been kicked from the battle.";"Vous avez été expulsé du champ de bataille";"Sei stato cacciato dalla battaglia";"Du wurdest vom Schlachtfeld entfernt";"Usted ha sido echado del campo de batalla";"Вас попросили покинуть бой";"Zostałeś wyrzucony z pola bitwy";"Byl jsi vyhozen z bojiště";"Savaş alanından atıldınız";"已\t被\t踢\t出\t游\t戏";"戦場から\tキックされました。";"Foi expulso do campo de batalha";"Вас вигнали з битви";"Izbačeni ste iz borbe";"Kirúgtak a csatából.";"강퇴당했습니다.";"Вас выгналі з бою";"Ai fost eliminat de pe câmpul de luptă.";"你\t已\t被\t踢\t出\t遊\t戲";"已\t被\t踢\t出\t游\t戏";;
"matching/SERVER_ERROR_SQUAD_TOO_LARGE";"Your squad is too large for the selected game mode.";"Votre essquad est trop grande pour le mode de jeu sélectionné.";"Il tuo plotone è troppo grande per la modalità di gioco selezionata.";"Deine Staffel ist zu groß für den gewählten Spielmodus.";"Tu escuadrón es muy grande para el modo de juego seleccionado.";"Размер вашего отряда слишком большой для выбранного режима.";"Twój oddział jest za duży jak na wybrany tryb gry.";"Tvá skupina je pro vybraný herní mód příliš velká";"Takımınız seçilen oyun modu için çok kalabalık.";"小\t队\t人\t数\t太\t多，\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";"あなたの\t分隊は\t選択した\tゲームモードに\t対して\t人数が\t多すぎます。";"A sua equipe é demasiado grande para o modo de jogo selecionado.";"Розмір вашого загону занадто великий для обраного режиму.";"Vaš odred je prevelik za selektovan režim igre.";"Túl sokan vagytok az osztagban a választott játékmódhoz.";"이 게임 모드에서 편대가 너무 큽니다.";"У вашым звязе зашмат удзельнікаў для выбранага рэжыму.";"Detașamentul este prea mare pentru modul de joc selectat.";"小\t隊\t人\t數\t太\t多，\t無\t法\t參\t與\t該\t遊\t戲\t模\t式。";"小\t队\t人\t数\t太\t多，\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";;
"matching/SERVER_ERROR_WRONG_COUNTRY";"The selected country is not available in this game mode.";"La nation sélectionnée n'est pas disponible pour ce mode de jeu.";"La Nazione selezionata non è disponibile in questa modalità di gioco.";"Die ausgewählte Nation ist in diesem Spielmodus nicht verfügbar.";"El país seleccionado no está disponible en este modo de juego.";"Выбранная страна недоступна для данного режима.";"Wybrana nacja nie jest dostępna w tym trybie gry.";"Vybraná země není pro tento mód k dispozici";"Bu oyun modunda seçilen ülke kullanılabilir değil.";"所\t选\t国\t家\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";"選択した\t国はこの\tゲームモードでは\t無効です。";"O país selecionado não está disponível neste modo de jogo.";"Вибрана країна недоступна в цьому режимі гри.";"Selektovana zemlja nije dostupna u ovom režimu igre.";"A választott nemzet nem elérhető ezen játékmódban.";"선택한 국가는 이 게임 모드에서 사용할 수 없습니다.";"За выбраную вамі дзяржаву нельга гуляць у гэтым рэжыме.";"Țara selectată nu este disponibilă în acest mod de joc.";"選\t擇\t的\t國\t家\t在\t這\t個\t遊\t戲\t模\t式\t下\t無\t法\t使\t用";"所\t选\t国\t家\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";;
"matching/SERVER_ERROR_NOT_IN_CLAN";"All squad members must be part of the same squadron to take part.";"Les membres de votre équipe doivent faire parti d'un escadron.";"I membri del tuo plotone devono appartenere ad una Squadriglia.";"Die Mitglieder deiner Staffel müssen der gleichen Kampfgruppe angehören.";"Tienes que estar en un escuadrón para participar en este modo de juego.";"Члены отряда должны состоять в одном полку.";"Członkowie twojego oddziału muszą należeć do jednego dywizjonu.";"Členové tvé skupiny musí patřit do jednoho svazu";"Takımının oyuncuları yalnızca bir Filo'dan olmalı.";"小\t队\t成\t员\t须\t来\t自\t同\t一\t联\t队。";"あなたの\t分隊の\tメンバーは、\t必ずひとつの\t部隊に\t所属していなければなりません。";"Os membros da sua equipe devem pertencer ao mesmo esquadrão.";"Члени вашого загону повинні перебувати в одному полку.";"Članovi vašeg odreda moraju pripadati jednoj eskadrili.";"A osztagod tagjainak ugyanahhoz a századhoz kell tartozniuk.";"편대원들이 하나의 비행대에 가입되어 있어야 합니다.";"Члены звязу павінны прыналежыць да аднаго палка.";"Membrii detașamentului trebuie să aparțină unei companii.";"你\t的\t小\t隊\t成\t員\t必\t須\t來\t自\t同\t一\t個\t聯\t隊";"小\t队\t成\t员\t须\t来\t自\t同\t一\t联\t队。";;
"matching/SERVER_ERROR_NO_CRAFTS_TO_PLAY";"You have no available vehicles for this game mode.";"Vous n'avez aucun véhicule disponible dans ce mode de jeu.";"Non hai nessun veicolo disponibile per questa modalità.";"Dir stehen für diesen Spielmodus keine Fahrzeuge zur Verfügung.";"No tienes ningún vehículo disponible para este modo de juego.";"Нет техники, доступной для игры в данном режиме.";"Nie masz maszyn odpowiednich do tego trybu gry.";"Pro tento mód nemáš žádné vhodné stroje";"Bu oyun modu için kullanılabilir aracınız yok.";"由\t于\t缺\t少\t指\t定\t载\t具，\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";"この\tゲームモードで\t使用できる\t機体がありません。";"Não tem veículos disponíveis neste modo de jogo.";"Немає техніки, доступної для гри в цьому режимі.";"Nemate dostupnih vozila u ovom režimu igre.";"Nem rendelkezel a játékmódra alkalmas járművekkel.";"이 게임 모드에서 사용할 수 있는 장비가 없습니다.";"Няма тэхнікі, на якой можна гуляць у гэтым рэжыме.";"Nu ai vehicule disponibile în acest mod de joc.";"你\t沒\t有\t在\t這\t個\t遊\t戲\t模\t式\t中\t可\t使\t用\t的\t載\t具";"由\t于\t缺\t少\t指\t定\t载\t具，\t无\t法\t参\t与\t该\t模\t式\t游\t戏。";;
"matching/SERVER_ERROR_WRONG_TEAM";"The chosen team is not available.";"L'équipe choisie n'est pas disponible.";"La squadra scelta non è disponibile.";"Das ausgewählte Team ist nicht verfügbar.";"Chosen team is not available.";"Выбранная команда недоступна для игры.";"Wybrana drużyna nie jest dostępna.";"Vybraný tým není k dispozici";"Seçili takım müsait değil.";"无\t法\t加\t入\t该\t队。";"選択した\tチームは\t無効です。";"A equipe escolhida não está disponível.";"Обрана команда недоступна для гри.";"Izabrani tim nije dostupan.";"A választott csapat nem elérhető.";"선택한 팀으로 활동할 수 없습니다.";"Выбраная каманда недаступная.";"Echipa aleasă nu este disponibilă.";"無\t法\t加\t入\t該\t隊\t伍。";"无\t法\t加\t入\t该\t队。";;
"matching/SERVER_ERROR_LOBBY_DISBALANCED";"You cannot join this team, please select another one.";"Vous ne pouvez pas jouer dans cette équipe. Veuillez essayer d'en choisir une autre.";"Non puoi giocare in questa squadra. Prova a sceglierne un'altra.";"Du kannst diesem Team nicht beitreten. Bitte wähle ein anderes Team aus.";"No puede jugar en este equipo. Por favor intente elegir otro.";"Вы не можете играть за выбранную команду. Попробуйте выбрать другую.";"Nie możesz zagrać w tej drużynie. Spróbuj wybrać inną.";"Nemůžeš bojovat v tomto týmu, vyber si jiný";"Bu takımda oynayamazsın. Başka bir takım seçmeyi dene.";"无\t法\t加\t入\t该\t队。\t请\t选\t择\t另\t一\t支\t队\t伍。";"この\tチームで\tプレイすることはできません。\t別の\tチームを\t選択してください。";"Você não pode jogar nesta equipe. Por favor, tente escolher outra.";"Ви не можете грати за обрану команду. Спробуйте вибрати іншу.";"Ne možete igrati u ovom timu. Probajte da izaberete drugi.";"Nem játszhatsz ebben a csapatban. Kérlek, válassz egy másikat.";"이 팀으로 플레이할 수 없습니다. 다른 팀을 선택하십시오.";"Вы не можаце гуляць за гэту каманду. Паспрабуйце выбраць іншую.";"Nu poți juca în această echipă. Alege alta.";"你\t不\t能\t加\t入\t該\t隊\t伍，\t請\t嘗\t試\t選\t擇\t另\t一\t個\t隊\t伍";"无\t法\t加\t入\t该\t队。\t请\t选\t择\t另\t一\t支\t队\t伍。";;
"matching/SERVER_ERROR_LOBBY_TEAM_NOT_CHOSEN";"Please select a team to play on.";"Veuillez choisir une équipe pour jouer.";"Scegli la squadra con cui giocare.";"Bitte wähle ein Team aus, für das du spielen möchtest.";"Por favor elija un equipo para jugar.";"Необходимо выбрать команду для игры.";"Proszę wybrać drużynę do gry.";"Vyber si tým, ve kterém budeš bojovat";"Oynamak için lütfen bir takım seçin.";"请\t选\t择\t一\t支\t队\t伍\t加\t入。";"プレイする\tチームを\t選択してください。";"Por favor, escolha uma equipe para jogar.";"Необхідно вибрати команду для гри.";"Izaberite tim za koji igrate.";"Kérlek, válassz egy csapatot a játékhoz.";"팀을 선택하십시오.";"Выберыце каманду, за якую будзеце гуляць.";"Alege o echipă în care să joci.";"請\t選\t擇\t一\t個\t隊\t伍\t加\t入\t遊\t戲";"请\t选\t择\t一\t支\t队\t伍\t加\t入。";;
"matching/WW_OPERATION_NOT_FOUND";"Operation not found";"Opération introuvable";"Operazione non trovata";"Operation nicht gefunden";"Operación no encontrada";"Операция не найдена";"Operacja nie znaleziona";"Operace nenalezena";"Operasyon bulunamadı";"未\t找\t到\t该\t行\t动";"作戦が\t見つかりません";"Operação não encontrada";"Операцію не знайдено";"Operacija nije pronađena";"A hadművelet nem található.";"작전을 찾을 수 없습니다.";"Аперацыя не знойдзена";"Operația nu a fost găsită.";"未\t找\t到\t該\t行\t動";"未\t找\t到\t该\t行\t动";"(same as worldwar/operationNotFound)";
"matching/WW_BATTLE_NOT_FOUND";"Battle not found";"Bataille introuvable";"Battaglia non trovata";"Schlacht nicht gefunden";"Batalla no encontrada";"Битва не найдена";"Bitwa nie znaleziona";"Bitva nenalezena";"Savaş bulunamadı";"未\t找\t到\t该\t战\t斗";"戦闘が\t見つかりません";"Batalha não encontrada";"Битву не знайдено";"Bitka nije pronađena";"A csata nem található.";"전투를 찾을 수 없습니다.";"Бітва не знойдзена";"Bătălia nu a fost găsită.";"未\t找\t到\t該\t戰\t鬥";"未\t找\t到\t该\t战\t斗";"(same as worldwar/battle_not_found)";
"matching/WW_SQUAD_MEMBER_IN_SESSION";"Squad member has already joined the session";"Le membre d'escouade est déjà en session";"Membro del plotone già nella sessione";"Das Staffelmitglied ist bereits in einer Spielsitzung";"Miembro del escuadrón ya está en la sesión";"Член отряда уже в сессии";"Członek oddziału już dołączył do sesji";"Člen skupiny se už účastní střetnutí";"Takım üyesi zaten oturumda";"小\t队\t成\t员\t已\t在\t游\t戏\t中";"部隊\tメンバーはすでに\tセッションに\t入っています。";"Membro do esquadrão está já em sessão";"Член загону вже в сесії";"Član odreda je već u sesiji";"Ez a játékos már a szobában van.";"편대원이 이미 세션에 있습니다.";"Член звязу ўжо ў сеансе";"Membrii detașamentului sunt deja în sesiune.";"小\t隊\t成\t員\t已\t經\t在\t遊\t戲\t中";"小\t队\t成\t员\t已\t在\t游\t戏\t中";;
"matching/WW_NO_CRAFTS_TO_PLAY";"There are no available units for this battle";"Il n’y a pas d’unités disponibles pour la bataille";"Non ci sono unità disponibili per la battaglia";"Für diese Schlacht stehen keine Fahrzeuge zur Verfügung";"No hay unidades disponibles para la batalla";"Нет доступной техники для боя";"Brak dostępnych jednostek, aby dołączyć do bitwy";"Nejsou žádné dostupné stroje pro bitvu";"Savaş için uygun birim yok";"没\t有\t可\t用\t的\t作\t战\t单\t位";"戦闘に\t利用可能な\t兵器がありません";"Não há nenhuma unidade disponível para a batalha";"Немає доступної техніки для бою";"Nema dostupnih vozila za bitku";"Nincs csatába vihető egység.";"사용 가능한 장비가 없습니다.";"Няма даступнай тэхнікі для бою";"Nu există unități disponibile pentru luptă.";"沒\t有\t可\t用\t的\t作\t戰\t單\t位";"没\t有\t可\t用\t的\t作\t战\t单\t位";;
"matching/LOBBY_TEAM_NOT_CHOSEN";"Please select a team to play on.";"Veuillez choisir une équipe pour jouer.";"Scegli la squadra con cui giocare.";"Bitte wähle das Team aus, dem du dich anschließen möchtest.";"Por favor elija un equipo para jugar.";"Необходимо выбрать команду для игры.";"Proszę wybrać drużynę do gry.";"Vyber si armádu, ve které budeš bojovat";"Oynamak için lütfen bir takım seçin.";"请\t选\t择\t一\t支\t队\t伍\t加\t入。";"プレイする\tチームを\t選択して\t下さい。";"Por favor, escolha uma equipe para jogar.";"Будь ласка, оберіть команду для гри.";"Izaberite tim za koji igrate.";"Kérlek, válassz egy csapatot a játékhoz.";"팀을 선택하십시오.";"Выберыце каманду, за якую будзеце гуляць.";"Alege o echipă în care să joci.";"請\t選\t擇\t一\t個\t隊\t伍\t加\t入";"请\t选\t择\t一\t支\t队\t伍\t加\t入。";;
"matching/LOBBY_WRONG_TEAM";"The selected team is not available.";"L'équipe choisie n'est pas disponible.";"La squadra scelta non è disponibile.";"Das ausgewählte Team ist nicht verfügbar.";"El equipo elegido no está disponible.";"Выбранная команда недоступна для игры.";"Wybrana drużyna nie jest dostępna.";"Vybraný tým není k dispozici";"Seçili takım müsait değil.";"无\t法\t加\t入\t该\t队。";"選択した\tチームは\t無効です。";"A equipe escolhida não está disponível.";"Обрана команда недоступна.";"Izabrani tim nije dostupan.";"A választott csapat nem elérhető.";"선택한 팀으로 활동할 수 없습니다.";"Выбраная каманда недаступная.";"Echipa aleasă nu este disponibilă.";"無\t法\t加\t入\t選\t擇\t的\t隊\t伍";"无\t法\t加\t入\t该\t队。";;
"matching/LOBBY_TEAM_IS_LOCKED";"The selected team is locked during this session.";"L'équipe sélectionnée est bloquée pendant la session.";"La squadra scelta è bloccata durante la sessione.";"Dieses Team wurde für die Spielsitzung ausgeschlossen.";"El equipo elegido está bloqueado durante la sesión.";"Выбранная команда заблокирована на время сессии.";"Wybrana drużyna jest zablokowana w trakcie sesji.";"Vybraný tým je během střetnutí blokován";"Seçilen takım oturum süresince engellidir.";"该\t队\t已\t锁\t定，\t无\t法\t加\t入。";"選択した\tチームは\tセッションの\t間、\tブロックされています。";"A equipe escolhida está bloqueada durante a sessão.";"Обрану команду заблоковано протягом сесії.";"Izabrani tim je blokiran tokom sesije.";"A választott csapat zárolva van a csata ideje alatt.";"선택한 팀은 세션 도중 차단되었습니다.";"Выбраная каманда заблакіравана на час сеансу.";"Echipa aleasă este blocată în timpul sesiunii.";"該\t隊\t已\t鎖\t定，\t無\t法\t加\t入。";"该\t队\t已\t锁\t定，\t无\t法\t加\t入。";;
"matching/LOBBY_HOST_ALREADY_IN_ROOM";"The session has already started.";"La session de jeu est déjà commencée.";"La sessione di gioco è già iniziata.";"Diese Spielsitzung hat bereits begonnen.";"La sesión de juego ya comenzó.";"Игровая сессия уже запущена.";"Sesja rozgrywki już się rozpoczęła.";"Střetnutí už začalo";"Oyun oturumu zaten başladı.";"游\t戏\t已\t开\t始。";"ゲームの\tセッションが\t既に\t開始されています";"A sessão de jogo já começou.";"Ігрова сесія вже почалась.";"Igračka sesija je već započela.";"Már létrejött a szoba.";"게임 세션이 이미 시작되었습니다.";"Гульнявая сесія ўжо пачалася.";"Sesiunea de joc a început deja.";"遊\t戲\t場\t次\t已\t經\t開\t始\t了";"游\t戏\t已\t开\t始。";;
"matching/LOBBY_LOBBY_IS_DISBALANCED";"You cannot join this team, please select another one.";"Vous ne pouvez pas jouer dans cette équipe. Essayer d'en choisir une autre.";"Non puoi giocare in questa squadra. Prova a sceglierne un'altra.";"Du kannst dich diesem Team nicht anschließen. Bitte wähle ein anderes Team aus.";"No puede jugar en este equipo. Por favor intente elegir otro.";"Вы не можете играть за выбранную команду. Попробуйте выбрать другую.";"Nie możesz zagrać w tej drużynie. Spróbuj wybrać inną.";"Nemůžeš bojovat v tomto týmu, vyber si jiný";"Bu takımda oynayamazsın. Başka bir takım seçmeyi dene.";"无\t法\t加\t入\t该\t队。\t请\t选\t择\t另\t一\t支\t队\t伍。";"この\tチームで\tプレイすることは\t来ません。\t別の\tチームを\t選択して\t下さい。";"Você não pode jogar nesta equipa. Por favor, tente escolher outra.";"Ви не можете грати за цю команду. Будь ласка, спробуйте обрати іншу.";"Ne možete igrati u ovom timu. Izaberite drugi tim.";"Nem játszhatsz ebben a csapatban. Kérlek, válassz egy másikat.";"이 팀으로 플레이할 수 없습니다. 다른 팀을 선택하십시오.";"Вы не можаце гуляць за гэту каманду. Калі ласка, паспрабуйце выбраць іншую.";"Nu poți juca în această echipă. Alege alta.";"你\t無\t法\t加\t入\t這\t個\t隊\t伍，\t請\t選\t擇\t另\t一\t個\t隊\t伍";"无\t法\t加\t入\t该\t队。\t请\t选\t择\t另\t一\t支\t队\t伍。";;
"matching/MATCH_SESSION_IS_NOT_AVAILABLE";"Session not found.";"La session de jeu est introuvable.";"Sessione di gioco non trovata.";"Diese Spielsitzung wurde nicht gefunden.";"Sesión de juego no encontrada.";"Игровая сессия не найдена.";"Sesja rozgrywki nie została znaleziona.";"Střetnutí nenalezeno";"Oyun oturumu bulunamadı.";"未\t找\t到\t该\t游\t戏。";"ゲームセッションが\t見つかりません";"A sessão de jogo não foi encontrada.";"Ігрова сесія не знайдена.";"Igračka sesija nije pronađena.";"A szoba nem található.";"게임 세션을 찾을 수 없습니다.";"Сеанс гульні не знойдзены.";"Sesiunea de joc nu a fost găsită.";"未\t找\t到\t該\t遊\t戲。";"未\t找\t到\t该\t游\t戏。";;
"matching/MATCH_WRONG_CLAN";"You cannot join this team while players from your squadron are on the opposite team.";"Vous ne pouvez pas rejoindre la session pour cette équipe, il a y des joueurs de votre escadron dans l'équipe adverse.";"Non puoi unirti alla sessione di gioco poichè ci sono giocatori della tua squadriglia nella squadra avversaria.";"Du kannst dich dem gewählten Team für diese Schlacht nicht anschließen, da sich Spieler deiner Kampfgruppe im gegnerischen Team befinden.";"No puede unirse a la sesión de juego por este equipo porque hay jugadores de su escuadra en el equipo contrario.";"Невозможно вступить в бой за выбранную команду, так как в противоположной команде есть игроки из вашего полка.";"Nie możesz dołączyć do sesji rozgrywki jako członek tej drużyny, ponieważ część graczy z Twojego dywizjonu znajduje się w przeciwnej drużynie.";"Nemůžeš se zapojit do střetnutí na této straně, protože na straně protivníka jsou členové tvého svazu";"Oyun oturumuna bu takım için katılamazsınız çünkü rakip takımda filonuzdan oyuncular bulunmaktadır.";"由\t于\t来\t自\t同\t一\t联\t队\t的\t玩\t家\t已\t经\t加\t入\t了\t另\t一\t支\t队\t伍，\t无\t法\t加\t入\t该\t队\t伍。";"相手\tチームにあなたの\t部隊の\tプレイヤーがいるため、\tこの\tチームの\tゲームセッションに\t参加できません。";"Não pode entrar na sessão de jogo por esta equipa porque há jogadores do seu esquadrão na equipa oposta.";"Неможливо вступити в бій за обрану команду, так як в протилежній команді є гравці з вашого полку.";"Ne možete se pridružiti igračkoj sesiji za ovaj tim jer su igrači iz vaše eskadrile u protivničkom timu.";"Nem csatlakozhatsz a játszmához a választott csapat oldalán, mivel a századod egy vagy több tagja már a másik csapatban van.";"같은 비행대원이 상대팀에 있기 때문에 선택한 팀으로 입장할 수 없습니다.";"Немагчыма ўступіць у бой за выбраную каманду, бо ў камандзе супраціўніка ёсць гульцы з вашага палка.";"Nu te poți alătura sesiunii de joc pentru această echipă, deoarece există jucători din compania ta în echipa adversă.";"由\t於\t來\t自\t同\t一\t聯\t隊\t的\t玩\t家\t已\t經\t加\t入\t了\t另\t一\t支\t隊\t伍，\t無\t法\t加\t入\t該\t隊\t伍。";"由\t于\t来\t自\t同\t一\t联\t队\t的\t玩\t家\t已\t经\t加\t入\t了\t另\t一\t支\t队\t伍，\t无\t法\t加\t入\t该\t队\t伍。";;
"matching/MATCH_RECONNECT_NOT_ALLOWED";"You cannot reconnect to this match.";"La reconnexion n'est pas autorisée dans ce mode de jeu.";"Non è consentito riconnettersi in questa modalità di gioco.";"Das Wiederverbinden ist für diesem Spielmodus nicht zugelassen.";"No está permitido volver a conectarse en este modo de juego.";"В данном режиме игры не доступно повторное подключение к битве.";"Ponowne dołączenie nie jest dozwolone w tym trybie.";"V tomto herním módu není znovupřipojení povoleno";"Bu oyun modunda yeniden bağlantıya izin verilmez.";"该\t游\t戏\t模\t式\t中\t不\t允\t许\t断\t线\t重\t连。";"この\tゲームモードでは\t再接続は\t許可されていません。";"Reconectar-se não é permitido nesse modo de jogo.";"Повторне підключення не доступне в цьому режимі гри.";"Rekonektovanje nije dozvoljeno u ovom igračkom režimu.";"Az újracsatlakozás nem lehetséges ezen játékmódban.";"이 게임 모드에선 재접속이 허용되지 않습니다.";"Паўторнае далучэнне да бою ў гэтым рэжыме гульні недаступнае.";"Reconectarea nu este permisă în acest mod de joc.";"這\t個\t游\t戲\t模\t式\t無\t法\t斷\t線\t後\t重\t新\t連\t線";"该\t游\t戏\t模\t式\t中\t不\t允\t许\t断\t线\t重\t连。";;
"matching/MATCH_MRANKS_CHECK_FAILED";"None of the available vehicles in your lineup have the required battle rating for this match.";"Vous n'avez pas équipé de véhicule dont le battle rating correspond à cette bataille. Les emplacements désactivés ou les véhicules endommagés ne peuvent participer aux batailles, et ne comptent pas.";"Non ci sono unità tra gli equipaggi che hanno il livello di combattimento richiesto per questa battaglia. Gli equipaggi disabilitati o con unità danneggiate non possono partecipare alla battaglia e non vengono calcolati.";"Keine deiner Besatzungsplätze ist mit einem Fahrzeug der richtigen Kampfeinstufung für diese Schlacht ausgestattet. Gesperrte Plätze oder jene mit beschädigten Fahrzeugen können nicht an der Schlacht teilnehmen und zählen daher nicht.";"No hay ningún vehículo en sus ranuras de tripulación que tengan el rating de batalla requerido para esta batalla. Ranuras desactivadas o vehículos sin reparar no pueden participar en la batalla y no cuentan.";"В слотах экипажей не найдена техника с необходимым боевым рейтингом. Сломанная или заблокированная техника не может принимать участия в бое и не учитывается.";"Brak pojazdu w slotach załogi, który posiadałby odpowiednią Klasyfikację Bitewną. Zdezaktywowane sloty oraz te z uszkodzonymi maszynami nie mogą wziąć udziału w bitwie.";"Žádný stroj přiřazený osádce neodpovídá požadovanému BR pro tuto bitvu. Vyřazené osádky nebo poškozené stroje se nemůžou účastnit bitvy a nepočítají se.";"Mürettebat yuvalarınızda bu savaş için gereken savaş puanına sahip araç bulunmamaktadır. Engellenmiş yuvalar veya hasarlı araçlara sahip yuvalar savaşa katılamaz ve sayılmaz.";"出\t击\t队\t列\t中\t没\t有\t满\t足\t权\t重\t要\t求\t的\t载\t具。\t闲\t置\t或\t包\t含\t受\t损\t载\t具\t的\t乘\t员\t组\t不\t会\t被\t计\t算，\t且\t无\t法\t参\t加\t战\t斗。";"この\tバトルに\t必要な\tバトルレーティングを\t持つ\t車両が\t搭乗員\tスロットにありません。\t無効な\tスロット、\tまたは\t壊れた\t車両はこの\tバトルには\t参加できず、\tカウントされません。";"Não existem veículos nas suas tripulações que cumpram os requisitos de Battle Rating para esta batalha. Veículos incapacitados ou com veículos destruídos não podem participar numa batalha e não contam.";"У слотах екіпажів не знайдено техніки з необхідним бойовим рейтингом. Зламана або заблокована техніка не може брати участі в бою і не враховується.";"Nema vozila u igračkom slotu koje poseduje borbeni rejting potreban za ovu bitku. Onemogućeni slotovi ili slotovi sa pokvarenim vozilima neće učestvovati u bitki i ne računaju se.";"Nincs olyan járműved legénységhez rendelve, melynek harci minősítése megfelel a csata követelményeinek. A zárolt vagy sérült járművet tartalmazó legénységi helyek nem vehetnek részt a csatában.";"이 전투에 참여하기 위한 배틀레이팅을 가진 차량이 존재하지 않습니다. 비활성화된 슬롯이나 수리되지 않은 차량은 전투에 참여할 수 없으며, 슬롯에 존재하는 것으로 인정되지 않습니다.";"У слотах экіпажаў не знойдзена тэхніка з неабходным баявым рэйтынгам. Зламаная або заблакіраваная тэхніка не можа браць удзел у баі і не ўлічваецца.";"În echipajele disponibile nu există nici un vehicul care să fie compatibil cu nivelul de luptă necesar pentru această bătălie. Echipajele dezactivate sau cu vehicule avariate nu pot participa la luptă și nu se iau în considerare.";"出\t擊\t序\t列\t中\t沒\t有\t滿\t足\t權\t重\t要\t求\t的\t載\t具，\t閒\t置\t或\t包\t含\t受\t損\t載\t具\t的\t乘\t員\t組\t不\t會\t被\t列\t入\t計\t算，\t也\t無\t法\t參\t加\t戰\t鬥";"出\t击\t队\t列\t中\t没\t有\t满\t足\t权\t重\t要\t求\t的\t载\t具。\t闲\t置\t或\t包\t含\t受\t损\t载\t具\t的\t乘\t员\t组\t不\t会\t被\t计\t算，\t且\t无\t法\t参\t加\t战\t斗。";;
