"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"clan/pvp_ratio/desc";;;;;;;;;;;;;;;;;;;;;;"NOT TRANSLATED";
"clan/activity/desc";"Squadron activity is the total activity of all players in the squadron for the last 3 days.";"L'activité de l'escadron est le cumul de l'activité de ses membres pour les 3 derniers jours.";"L'attività di squadriglia è il totale dell'attività di tutti i giocatori nella squadriglia negli ultimi 3 giorni.";"Kampfgruppen-Aktivität ist die Gesamtaktivität aller Spieler in der Kampfgruppe über die letzten 3 Tage.";"Actividad de Escuadrón es la actividad total de todos los jugadores de la escuadrilla durante los últimos 14 días.";"Активность полка - суммарная активность всех игроков в полку за последние 3 дня.";"Aktywność Dywizjonu to suma aktywności wszystkich graczy Dywizjonu w ciągu ostatnich 3 dni.";"Aktivita svazu je celková aktivita všech hráčů za posledních dní ";"Filo faaliyeti, son 14 gün için filodaki tüm oyuncuların toplam faaliyetidir.";"联\t队\t活\t跃\t度\t为\t联\t队\t各\t成\t员\t在\t过\t去\t 3 \t天\t内\t的\t活\t跃\t度\t之\t和";"部隊\tアクティビティーは、\t部隊内のすべての\tプレイヤーの\t直近\t14日間の\t総合\tアクティビティーです。";"Squadron activity is the total activity of all players in the squadron for the last 3 days.";"Squadron activity is the total activity of all players in the squadron for the last 3 days.";"Активність полку - сумарна активність всіх гравців в полку за останні 14 днів.";"Aktivnost eskadrile je totalna aktivnost svih igrača eskadrile u zadnjih 14 dana.";"A század aktivitása a század tagjai által az utóbbi 14 napban összegyűjtött aktivitáspontszám.";"비행대 활동량은 지난 14일간 모든 비행대원이 얻은 활동량 점수의 총합입니다.";"Актыўнасць палка — сумарная актыўнасць усіх членаў палка за апошнія 14 сутак.";"Activitatea companiei este activitatea totală a tuturor jucătorilor din companie în ultimele 3 zile.";"聯隊活躍度為聯隊各成員在過去 3 天內的活躍度總和";"联\t队\t活\t跃\t度\t为\t联\t队\t各\t成\t员\t在\t过\t去\t 14 \t天\t内\t的\t活\t跃\t度\t之\t和";;
"clan/activity_today";"Today:";"Aujourd'hui:";"Oggi:";"Heute:";"Hoy:";"За сегодня:";"Dzisiaj:";"Dnes:";"Bugün:";"今\t天\t：";"今日:";"Today:";"Today:";"За сьогодні:";"Danas:";"Ma:";"오늘:";"За сёння:";"Astăzi:";"今天：";"今\t天\t：";"NOT TRANSLATED";
"clan/my_activity_in_period";"My activity in last period: {activity}";"Mon activité durant la période précédente: {activity}";"La mia attività nell'ultimo periodo: {activity}";"Meine Aktivität in letzter Zeit: {activity}";"Mi actividad en el último período: {activity}";"Моя активность за последний период: {activity}";"My activity in last period: {activity}";"My activity in last period: {activity}";"My activity in last period: {activity}";"上\t期\t活\t跃\t度\t：\t{activity}";"前回の\t貢献率： %";"My activity in last period: {activity}";"My activity in last period: {activity}";"Моя активність за останній період: {activity}";"My activity in last period: {activity}";"My activity in last period: {activity}";"지난 분기의 활동량: {activity}";"My activity in last period: {activity}";"Activitatea mea în ultima perioadă: {activity}";"上一期的活躍度: {activity}";"My activity in last period: {activity}";"NOT TRANSLATED";
"clan/activity_period_end";"The period will end: {date}";"La période prendra fin: {date}";"Il periodo terminerà: {date}";"The period will end: {date}";"El periodo terminará: {date}";"Период закончится: {date}";"Okres skończy się: {date}";"Časový úsek skončí: {date}";"The period will end: {date}";"本\t期\t结\t束\t时\t间\t：\t{date}";"終了まで： {date}";"The period will end: {date}";"The period will end: {date}";"Період закінчиться: {date}";"The period will end: {date}";"The period will end: {date}";"다음 날짜에 분기가 끝남: {date}";"The period will end: {date}";"The period will end: {date}";"The period will end: {date}";"The period will end: {date}";"NOT TRANSLATED";
"clan/activity_reward";"Activity reward";"Récompense d'activité";"Ricompensa attività";"Aktivitätsbelohnung";"Recompensa por actividad";"Награда за активность";"Nagroda za aktywność";"Activity reward";"Activity reward";"活\t跃\t度\t报\t酬";"貢献率報酬";"Activity reward";"Activity reward";"Нагорода за активність";"Activity reward";"Activity reward";"활동 보상";"Activity reward";"Recompensă activitate";"活躍度獎勵";"Activity reward";"NOT TRANSLATED";
"clan/activity_current";"Current:";"Actuel:";"Corrente:";"Aktuell:";"Actual:";"Текущая:";"Obecnie:";"Current:";"Current:";"当\t前\t：";"現在：";"Current:";"Current:";"Поточна:";"Current:";"Jelenlegi:";"현재:";"Current:";"Actuală:";"當前:";"Current:";"NOT TRANSLATED";
"clan/activity_total";"Total:";"Total:";"Totale:";"Gesamt:";"En los últimos {count} días:";"Всего:";"Łącznie:";"V posledních {count} dnech:";"Son {count} gün içinde:";"总\t计\t：";"過去 {count} 日間:";"Total:";"Total:";"За останні {count} дні:";"U zadnjih {count} dana:";"Az utóbbi {count} napban:";"지난 {count}일간:";"За апошнія {count} сутак:";"Totală:";"總計:";"过\t去\t的\t {count} \t天\t中\t：";"NOT TRANSLATED";
"clan/activity/day";"Date";"Date";"Data";"Datum";"Fecha";"Дата";"Data";"Datum";"Tarih";"日\t期";"日";"Date";"Date";"Дата";"Datum";"Dátum";"날짜";"Дата";"Data";"日期";"日\t期";"NOT TRANSLATED";
"clan/deaths";"Deaths";"Morts";"Morti";"Tode";"Muertes";"Смертей";"Zgony";"Úmrtí";"Ölümler";"死\t亡\t次\t数";"死亡回数";"Mortes";"Deaths";"Смертей";"Pogibija";"Halálok";"사망";"Загінуў";"Morți";"死亡次數";"死\t亡\t次\t数";;
"clan/ftime";"Time Played";"Temps joué";"Tempo di gioco";"Spieldauer";"Tiempo Jugado";"Время игры";"Czas gry";"Odehraný čas";"Oynanan Süre";"游\t戏\t时\t长";"総\tプレイ\t時間";"Tempo jogado";"Time Played";"Час гри";"Odigranog vremena";"Játékidő";"플레이 시간";"Адыграны час";"Timp jucat";"遊戲時間";"游\t戏\t时\t长";;
"clan/number";"#";"#";"#";"#";"#";"№";"#";"#";"#";"#";"#";"#";"#";"№";"#";"#";"#";"№";"Nr.";"#";"#";;
"clan/nick";"Player";"Joueur";"Giocatore";"Spieler";"Jugador";"Игрок";"Gracz";"Hráč";"Oyuncu";"玩\t家";"プレイヤー";"Jogador";"Player";"Гравець";"Igrač";"Játékos";"대상 플레이어";"Гулец";"Jucător";"玩家";"玩\t家";;
"clan/initiator_nick";"Added by";"Ajouté par";"Aggiunto da";"Hinzugefügt von";"Añadido por";"Добавил";"Dodany przez";"Přidán členem";"Ekleyen";"添\t加\t者\t：";"によって\t追加";"Added by";"Added by";"Додано користувачем";"Added by";"Added by";"에 의해 추가됨";"Added by";"Adăugat de";"加入者";"Added by";"NOT TRANSLATED";
"clan/role";"Grade";"Grade";"Grado";"Kampfgruppenrang";"Rango";"Звание";"Ranga";"Hodnost";"Kademe";"军\t阶";"階級";"Hierarquia";"Grade";"Звання";"Stepen";"Beosztás";"계급";"Званне";"Grad";"軍階";"军\t阶";;
"clan/date";"Join Date";"Date d'inscription";"Data Arruolamento";"Eintrittstag";"Fecha de unión";"Дата вступления";"Data dołączenia";"Datum připojení";"Üyelik Tarihi";"加\t入\t时\t间";"加入日";"Data de entrada";"Join Date";"Дата вступу";"Dan priključivanja";"Csatlakozás dátuma";"전입일";"Дата ўступу";"Dată înscriere";"加入時間";"加\t入\t时\t间";;
"clan/onlineStatus";"Online";"En ligne";"On-line";"Online";"En línea";"В сети";"Online";"Online";"Online";"在\t线";"オンライン";"Conectado";"Online";"В мережі";"Na vezi";"Online";"접속 중";"У сетцы";"Online";"線上";"在\t线";"NOT TRANSLATED";
"clan/LEADER";"Commander";"Commandant";"Comandante";"Befehlshaber";"Comandante";"Командир";"Dowódca";"Velitel";"Komutan";"指\t挥\t官";"隊長";"Comandante";"Commander";"Командир";"Komandir";"parancsnok";"대대장";"Камандзір палка";"Comandant";"指揮官";"指\t挥\t官";;
"clan/OFFICER";"Officer";"Officer";"Ufficiale";"Offizier";"Oficial";"Офицер";"Oficer";"Důstojník";"Subay";"军\t官";"士官";"Oficial";"Officer";"Офіцер";"Oficir";"tiszt";"장교";"Афіцэр";"Ofițer";"軍官";"军\t官";;
"clan/REGULAR";"Private";"Privé";"Pilota";"Mannschafter";"Recluta";"Рядовой";"Szeregowy";"Vojín";"Er";"列\t兵";"兵卒";"Soldado";"Private";"Рядовий";"Redov";"közlegény";"병";"Шараговец";"Soldat";"列兵";"列\t兵";;
"clan/DEPUTY";"Deputy";"Député";"Vice";"Stellv. Befehlshaber";"Subcomandante";"Заместитель";"Zastępca";"Zástupce";"Vekil";"副\t指\t挥\t官";"副隊長";"Vice";"Deputy";"Заступник";"Zamenik";"helyettes";"부대대장";"Намеснік камандзіра";"Adjunct";"副指挥官";"副\t指\t挥\t官";"NOT TRANSLATED";
"clan/SERGEANT";"Sergeant";"Sergent";"Sergente";"Unteroffizier";"Sargento";"Сержант";"Sierżant";"Seržant";"Çavuş";"中\t士";"軍曹";"Sergeant";"Sergeant";"Сержант";"Vodnik";"őrmester";"부사관";"Сяржант";"Sergent";"中士";"中\t士";"NOT TRANSLATED";
"clan/btn_clan_info";"Squadron Info";"Infos de l'escadron";"Informazioni della Squadriglia";"Kampfgruppen-Info";"Info del escuadrón";"О полке";"Informacja o Dywizjonie";"Info svazu";"Filo Bilgileri";"联\t队\t信\t息";"部隊情報";"Informações do esquadrão";"Squadron Info";"Про полк";"Informacija o eskadrili";"Századinformáció";"비행대 정보";"Звесткі пра полк";"Informații companie";"聯隊訊息";"联\t队\t信\t息";;
"clan/btn_membership_req";"Apply for Membership";"Candidater";"Invia la richiesta di reclutamento";"Bewerben";"Solicitar membresía";"Подать заявку";"Aplikuj o członkostwo";"Požádat o členství";"Üyelik için Başvur";"申\t请\t加\t入\t联\t队";"入隊を\t申し\t込む";"Solicitar a adesão";"Apply for Membership";"Подати заявку";"Pošalji zahtev za članstvo";"Felvételi kérelem benyújtása";"전입신청";"Падаць заяву";"Candidare";"申請聯隊會員資格";"申\t请\t加\t入\t联\t队";;
"clan/requestSent";"Application sent successfully";"Demande envoyée avec succès";"Richiesta d'arruolamento inviata con successo";"Anfrage erfolgreich gesendet";"Solicitud enviada correctamente";"Заявка успешно подана";"Aplikacja wysłana pomyślnie";"Žádost byla úspěšně odeslána";"Başvuru başarılı bir şekilde gönderildi";"已\t成\t功\t发\t送\t申\t请";"入隊を\t申し\t込みました。";"Pedido enviado com sucesso";"Application sent successfully";"Заявка успішно подана";"Zahtev uspešno poslat";"Sikeresen benyújtottad a felvételi kérelmed.";"전입신청이 접수되었습니다.";"Заява на ўступ пададзена";"Candidatură trimisă cu succes";"已成功發送申請";"已\t成\t功\t发\t送\t申\t请";;
"clan/btnShowRequests";"Membership Applications";"Demandes d'adhésions";"Richieste d'arruolamento";"Ausstehende Bewerbungen";"solicitudes de membresía";"Заявки на вступление";"Wnioski o członkostwo";"Žádosti o členství";"Üyelik Başvuruları";"入\t队\t申\t请";"入隊申し\t込み";"Pedidos de adesão";"Membership Applications";"Заявки на вступ";"Zahtevi za članstvo";"Felvételi kérelmek";"전입신청";"Заявы на ўступ";"Solicitări de aderare";"聯隊會員申請";"入\t队\t申\t请";;
"clan/newCandidates";"There are new Membership Applications";"Il existe de nouvelles demandes d’adhésion";"Ci sono nuove Domande d'Iscrizione";"Neue Mitgliedschaftsanträge vorhanden";"Hay nuevas Solicitudes de Membresía";"Есть новые заявки на вступление";"Masz nowe Wnioski Aplikacyjne";"Přišly nové žádosti o členství";"Yeni Üyelik Başvuruları var";"有\t新\t的\t入\t队\t申\t请";"新規の\t入隊申し\t込みがあります";"There are new Membership Applications";"There are new Membership Applications";"Є нові заявки на вступ";"Imate nove prijave za članstvo";"Új felvételi kérelmek érkeztek";"새로운 전입신청이 있습니다.";"Ёсць новыя заявы на ўступ";"Există solicitări noi de aderare";"有新的聯隊會員申請";"有\t新\t的\t入\t队\t申\t请";;
"clan/btnDisbandClan";"Disband the Squadron";"Dissoudre l'Escadron";"Sciogli la Squadriglia";"Kampfgruppe auflösen";"Disolver el escuadrón";"Распустить полк";"Rozwiąż Dywizjon";"Rozpustit svaz";"Filoyu Dağıt";"解\t散\t联\t队";"部隊を\t解散します。";"Eliminar o esquadrão";"Disband the Squadron";"Розпустити полк";"Rasformiraj eskadrilu";"Század feloszlatása";"비행대 해체";"Распусціць полк";"Desființare companie";"解散聯隊";"解\t散\t联\t队";;
"clan/disbandClanConfirmation";"Do you really want to disband this Squadron?";"Voulez-vous vraiment de dissoudre cet Escadron ?";"Vuoi veramente sciogliere la Squadriglia?";"Möchtest du die Kampfgruppe wirklich auflösen?";"¿Estás seguro de que quieres disolver este escuadrón? Atención: no hay reembolso después de disolver el escuadrón.
";"Вы действительно хотите распустить полк?";"Czy naprawdę chcesz rozwiązać ten Dywizjon?";"Opravdu chceš tento svaz rozpustit?";"Gerçekten filoyu dağıtmak istiyor musunuz?";"确\t定\t要\t解\t散\t该\t联\t队\t吗\t？";"本当にこの\t部隊を\t解散しますか？";"Você realmente quer desmantelar este esquadrão?";"Do you really want to disband this Squadron?";"Ви дійсно хочете розпустити полк?";"Da li stvarno želite da rasformirate ovu eskadrilu?";"Biztosan fel szeretnéd oszlatni a századot?";"정말로 이 부대를 해체하시겠습니까?";"Ці сапраўды хочаце распусціць полк?";"Sigur dorești să desființezi compania?";"確定要解散該聯隊嗎？";"确\t定\t要\t解\t散\t该\t联\t队\t吗\t？";;
"clan/clanDisbanded";"Squadron Disbanded";"Escadron dissous";"Squadriglia sciolta";"Kampfgruppe aufgelöst";"Escuadrón disuelto";"Полк распущен";"Dywizjon został rozwiązany";"Svaz rozpuštěn";"Filo Dağıtıldı";"联\t队\t已\t解\t散";"部隊は\t解散されました。";"Esquadrão eliminado";"Squadron Disbanded";"Полк розпущений";"Eskadrila rasformirana";"A század feloszlatásra került.";"비행대가 해체되었습니다.";"Полк быў распушчаны";"Companie desființată";"聯隊已解散";"联\t队\t已\t解\t散";;
"clan/candidatesList";"Membership Applications";"Demandes d'adhésions";"Richieste d'arruolamento";"Ausstehende Bewerbungen";"solicitudes de membresía";"Заявки на вступление";"Wnioski o członkostwo";"Žádosti o členství";"Üyelik Başvuruları";"入\t队\t申\t请";"入隊申し\t込み";"Pedidos de adesão";"Membership Applications";"Заявки на вступ";"Zahtevi za članstvo";"Felvételi kérelmek";"전입 신청자";"Заявы на ўступ";"Solicitări de aderare";"會員申請";"入\t队\t申\t请";;
"caln/log/membership_applications";"Membership Applications";"Demandes d'adhésions";"Richieste d'arruolamento";"Ausstehende Bewerbungen";"Solicitudes de Membresía";"Приём заявок на вступление";"Wnioski o członkostwo";"Žádosti o členství";"Üyelik Başvuruları";"联\t队\t招\t新";"入隊申し\t込み";"Membership Applications";"Membership Applications";"Заявки на вступ";"Prijave za članstvo";"Felvételi kérelmek";"전입 신청자";"Прыём заяў на ўступ";"Solicitări de aderare";"聯隊會員申請";"联\t队\t招\t新";"NOT TRANSLATED";
"clan/log/membership_applications/open";"open";"ouvert";"aperto";"Offen";"abiertas";"открыт";"otwarte";"otevřeno";"açık";"开\t放";"開く";"open";"open";"відкритий";"otvoreno";"engedélyezve";"모집 중";"адкрыты";"deschisă";"開放";"开\t放";"NOT TRANSLATED";
"clan/log/membership_applications/closed";"closed";"fermé";"chiuso";"Geschlossen";"cerrada";"закрыт";"zamknięte";"zavřeno";"kapandı";"关\t闭";"閉じる";"closed";"closed";"закритий";"zatvoreno";"tiltva";"모집 안함";"закрыты";"închisă";"關閉";"关\t闭";"NOT TRANSLATED";
"clan/requestDate";"Application Date";"Date de la candidature";"Data della richiesta";"Bewerbungstag";"Fecha de la solicitud";"Дата подачи";"Data zgłoszenia";"Datum podání žádosti";"Başvuru Tarihi";"申\t请\t日\t期";"申込日";"Data de aplicação";"Application Date";"Дата подачі";"Datum zahteva";"Kérelem benyújtásának dátuma";"입대일";"Дата падачы заявы";"Dată aplicare";"申請日期";"申\t请\t日\t期";;
"clan/requestApprove";"Approve";"Approuver";"Approva";"Annehmen";"Aprobado";"Принять";"Zatwierdź";"Schválit";"Onayla";"批\t准";"承認";"Aprovar";"Approve";"Прийняти";"Odobri";"Elfogadás";"승낙";"Зацвердзіць";"Aprobare";"批准";"批\t准";;
"clan/requestApproved";"Request Approved";"Demande approuvée";"Richiesta approvata";"Anfrage angenommen";"Solicitud aprobada";"Заявка принята";"Wniosek zatwierdzony";"Žádost schválena";"Talep Onaylandı";"入\t队\t申\t请\t已\t批\t准";"要求を\t承認しました。";"Pedido aprovado";"Request Approved";"Заявка прийнята";"Zahtev Odobren";"Felvételi kérelem elfogadva.";"요청이 승인되었습니다.";"Заява зацверджана";"Solicitare aprobată";"入隊申請已批准";"入\t队\t申\t请\t已\t批\t准";;
"clan/requestReject";"Reject";"Rejeter";"Respingi";"Ablehnen";"Rechazada";"Отклонить";"Odrzuć";"Odmítnout";"Reddet";"拒\t绝";"却下";"Rejeitar";"Reject";"Відхилити ";"Odbaci zahtev";"Elutasítás";"거절";"Адхіліць";"Refuzare";"拒絕";"拒\t绝";;
"clan/requestRejected";"Request Rejected";"Demande Rejetée";"Richiesta respinta";"Anfrage abgelehnt";"Solicitud rechazada";"Заявка отклонена";"Wniosek odrzucony";"Žádost zamítnuta";"İstek Reddedildi";"入\t队\t申\t请\t遭\t驳\t回";"要求を\t却下しました。";"Pedido rejeitado";"Request Rejected";"Заявка відхилена";"Zahtev Odbijen";"Felvételi kérelem elutasítva.";"요청이 거부되었습니다.";"Заява адхілена";"Solicitare refuzată";"入隊申請遭駁回";"入\t队\t申\t请\t遭\t驳\t回";;
"clan/requestRecieved";"New Membership Applications from players";"Nouvelles demandes d’adhésion des joueurs";"Nuove Domande d'Iscrizione dai giocatori";"Neue Mitgliedschaftsanträge von Spielern";"Nuevas solicitudes de membresía de jugadores";"Новые заявки на вступление от игроков";"Nowe Wnioski Aplikacyjne graczy";"Nové žádosti o členství od hráčů";"Oyunculardan yeni Üyelik Başvuruları";"收\t到\t新\t的\t入\t队\t申\t请";"プレイヤーからの\t新規入隊申し\t込み";"New Membership Applications from players";"New Membership Applications from players";"Нові заявки на вступ від гравців";"Nove prijave za članstvo od igrača";"Felvételi kérelmet nyújtott be";"새 가입신청 있음";"Новыя заявы на ўступ ад гульцоў";"Solicitări noi de aderare de la jucători";"來自新玩家的聯隊會員申請";"收\t到\t新\t的\t入\t队\t申\t请";;
"clan/moreCandidates";"and also from {count} players";"et aussi de {count} joueurs";"ed anche da {count} giocatori";"sowie von {count} weiteren Spielern";"y también de {count} jugadores";"и ещё от {count} игроков";"i również od {count} graczy";"a také od {count} hráčů";"ve ayrıca {count} oyuncudan";"来\t自\t {count} \t名\t玩\t家";"さらに {count} 名の\tプレイヤーから";"and also from {count} players";"and also from {count} players";"і ще від {count} гравців";"i takođe od {count} igrača";"és további {count} játékos.";"{count} 명의 신청 더 있음";"і яшчэ ад {count} гульцоў";"și de la încă {count} jucători";"以及 {count} 名玩家";"来\t自\t {count} \t名\t玩\t家";;
"clan/writeCommentary";"Provide a reason";"Fournir une raison";"Dai una motivazione";"Begründung angeben";"Proporciona una razón";"Укажите причину";"Podaj powód";"Uveď důvod";"Bir sebep belirtin";"提\t供\t一\t条\t理\t由";"理由を\t述べる";"Fornecer uma razão";"Provide a reason";"Вкажіть причину";"Saopštite razlog";"Indoklás";"이유를 적어주세요";"Паведаміце прычыну";"Furnizare motiv";"提供一個理由";"提\t供\t一\t条\t理\t由";;
"clan/userlogComment";"Comment:";"Commentaire :";"Commenta:";"Kommentar:";"Comentarios:";"Комментарий:";"Komentarz:";"Komentář:";"Yorum:";"评\t论\t：";"コメント：";"Comentário:";"Comment:";"Коментар:";"Komentar:";"Indoklás:";"의견:";"Каментар:";"Comentariu:";"評論：";"评\t论\t：";;
"clan/needText";"Please provide a reason";"Merci de donner une raison";"Si prega di fornire un motivo";"Bitte Begründung angeben";"Por favor proporciona una razón";"Пожалуйста, укажите причину";"Prosimy o podanie powodu";"Uveď důvod";"Lütfen bir sebep belirtin";"请\t提\t供\t一\t条\t理\t由\t：";"理由を\t入力してください。";"Por favor, forneça uma razão";"Please provide a reason";"Будь-ласка, вкажіть причину";"Molimo, saopštite razlog";"Kérlek, indokold!";"이유를 적어 주세요.";"Увядзіце прычыну";"Furnizați un motiv";"請提供一個理由：";"请\t提\t供\t一\t条\t理\t由\t：";;
"clan/not_in_clan";"You are not a member of any Squadron at the moment.";"Vous n'êtes membre  d'aucun escadron à l'heure actuelle.";"Al momento non sei un membro di alcuna squadriglia.";"Du bist momentan kein Mitglied in einer Kampfgruppe.";"No eres miembro de ningún escuadrón en este momento.";"Вы не состоите ни в одном полку.";"Nie jesteś obecnie członkiem żadnego Dywizjonu.";"Momentálně nejsi členem žádného svazu";"Şu an hiç bir filonun üyesi değilsiniz.";"尚\t未\t加\t入\t任\t何\t联\t队\t。";"現在は\t部隊の\t一員ではありません。";"Você não é um membro de nenhum esquadrão no momento.";"You are not a member of any Squadron at the moment.";"Ви не перебуваєте в жодному полку.";"Za sada niste član nijedne eskadrile.";"Jelenleg nem vagy egy századnak sem tagja.";"현재 어떤 비행대에도 소속되어 있지 않습니다.";"Зараз вы не прыналежыце да ніводнага палка.";"Momentan nu ești membrul niciunei companii.";"你現在不是任何聯隊的成員";"尚\t未\t加\t入\t任\t何\t联\t队\t。";;
"clan/what_is_clan";"Players join Squadrons to play together and to communicate with one another.";"Les joueurs rejoignent les escadrons pour jouer ensemble et communiquer entre eux.";"I giocatori entrano in squadriglie per giocare insieme e comunicare con gli altri.";"Spieler gründen und treten Kampfgruppen bei, um miteinander spielen und besser untereinander kommunizieren zu können.";"Los jugadores pueden unirse a escuadrones para jugar juntos y comunicarse unos con otros.";"Игроки объединяются в полки, чтобы вместе играть и общаться.";"Gracze dołączają do Dywizjonu w celu wspólnej gry i komunikacji między sobą.";"Hráči se spojují do svazů kvůli společnému hraní a vzájemné komunikaci";"Oyuncular diğer oyuncularla takım halinde oynamak, yazışmak, bilgi paylaşmak, turnuva ve filo savaşlarına katılmak için filolara katılır.";"联\t队\t是\t将\t玩\t家\t组\t织\t在\t一\t起\t共\t同\t游\t戏\t、\t相\t互\t交\t流\t的\t团\t体\t。";"部隊に\t参加する\tプレイヤーは\t共に\t協力し、\t互いに\tコミュニケーションを\t取ります。";"Os jogadores juntam-se a esquadrões para jogarem juntos e comunicar uns com os outros.";"Players join Squadrons to play together and to communicate with one another.";"Гравці об'єднуються в полки, щоб разом грати та спілкуватись. ";"Igrači se učlanjuju u eskadrile da bi igrali zajedno i komunicirali između sebe.";"A játékosok századokhoz csatlakoznak a közös játék és az egymással való kommunikáció érdekében.";"플레이어는 비행대에 가입하여 다른 플레이어들과 교류하거나 함께 게임을 할 수 있습니다.";"Гульцы ўступаюць у палкі, каб разам гуляць і камунікаваць.";"Jucătorii se alătură companiilor pentru a juca împreună și a comunica între ei.";"聯隊是將玩家組織在一起共同遊戲、相互交流的團體";"联\t队\t是\t将\t玩\t家\t组\t织\t在\t一\t起\t共\t同\t游\t戏\t、\t相\t互\t交\t流\t的\t团\t体\t。";;
"clan/how_to_get_membership";"To apply for membership in a Squadron, go to the ""Squadrons"" tab, select the Squadron you want to join, and click the ""Apply for Membership"" button.
Attention: no refund after disbanding the Squadron.";"Pour faire acte de candidature dans un escadron, allez dans l'onglet « Escadrons », sélectionnez l'Escadron que vous souhaitez joindre et cliquez sur le bouton « Appliquer pour l'adhésion ».";"Per entrare in una squadriglia, vai alla scheda ""Squadriglie"", seleziona la squadriglia desiderata e fai clic sul pulsante ""Iscriviti"".";"Um dich für die Mitgliedschaft in einer Kampfgruppe zu bewerben, navigiere zum ""Kampfgruppen“-Reiter und wähle die Kampfgruppe aus, der du beitreten möchtest. Klicke dann den ""Bewerben""-Knopf.";"Para solicitar ser miembro de un escuadrón, ve a la pestaña ""Escuadrones"", selecciona el escuadrón al que quieres unirte y haz clic en el botón ""Solicitar membresía"".";"Чтобы подать заявку на вступление в полк, перейдите во вкладку ""Полки"", выберите полк, в который хотите вступить, и нажмите на кнопку ""Подать заявку"".
Внимание: при роспуске полка золотые орлы возвращены не будут.";"Aby dołączyć do dywizjonu, otwórz menu ""Dywizjony"", wybierz dywizjon do którego chcesz dołączyć, a następnie kliknij przycisk ""Dołącz do Dywizjonu"".";"Chceš-li požádat o členství ve svazu, přejdi na kartu ""Svazy"", vyber si svaz, do kterého se chceš přidat, a nakonec klikni na tlačítko ""Požádat o členství"".
Upozornění: Při rozpuštění svazu není žádná náhrada";"Bir filoya üyelik başvurusunda bulunmak için ""Filolar"" sekmesinden katılmak istediğiniz takımı seçin ve ""Üyelik Başvurusu"" düğmesine tıklayın. Dikkat: başka bir filonun kurucusuysanız filonuz silinir ve filo kurulum ücreti iade edilmez.";"欲\t申\t请\t加\t入\t一\t个\t联\t队\t，\t请\t切\t换\t至\t“\t联\t队\t列\t表\t”\t标\t签\t查\t看\t相\t关\t信\t息\t。\t选\t中\t心\t仪\t的\t联\t队\t后\t，\t点\t击\t“\t申\t请\t加\t入\t联\t队\t”\t按\t钮\t即\t可\t。";"部隊へ\t加入するには、\t「部隊」\tタブを\t開いて\t加入した\t部隊を\t選択し、\t[入隊を\t申し\t込む] ボタンと\tクリックします。\t
注: 部隊解散後の\t返金はありません。";"Para se candidatar a um esquadrão, vá para a aba ""Esquadrões"", selecione o esquadrão a que quer juntar e clique no botão ""Aplicar para adesão"".";"To apply for membership in a Squadron, go to the ""Squadrons"" tab, select the Squadron you want to join, and click the ""Apply for Membership"" button.
Attention: no refund after disbanding the Squadron.";"Щоб подати заявку на вступ у полк, перейдіть у вкладку ""Полки"", виберіть полк, в який хочете вступити, і натисніть на кнопку ""Подати заявку"".
Увага: при розпуску полку золоті орли не будуть повернені.";"Da biste se prijavili za članstvo u eskadrili, idite na karticu ""eskadrile"", izaberite željenu eskadrilu, i pritisnite ""Prijavi se za članstvo"" dugme.
Pažnja: nema povraćaja sredstava nakon raspuštanja eskadrile.";"Egy századba való felvételi kérelem benyújtásához menj a Századok fülre, válaszd ki a századot, melyhez csatlakozni szeretnél, majd kattints a Felvételi kérelem benyújtása gombra.
Figyelem: nincs visszatérítés a század feloszlatását követően!";"비행대에 가입하고 싶다면, ""비행대"" 탭을 누른 다음 가입하고 싶은 비행대를 고르고, ""전입신청"" 버튼을 누르십시오.
주의 : 비행대를 해산하면 창설 비용은 반환되지 않습니다.";"Каб падаць заяву на ўступ у полк, перайдзіце на ўкладку «Палкі», выберыце полк, у які хочаце ўступіць, а потым націсніце на кнопку «Падаць заяву».
Увага: пры роспуску палка кампенсацыя не выплачваецца.";"Pentru a te înscrie într-o companie, accesează fila „Companii”, selectează compania la care vrei să te alături și apasă pe butonul „Candidare”.
Atenție: nu există nicio rambursare după desființarea unei companii.";"欲申請加入一個聯隊，請切換至“聯隊清單”標籤查看相關資訊。選中心儀的聯隊後，點擊“申請加入聯隊”按鈕即可";"欲\t申\t请\t加\t入\t一\t个\t联\t队\t，\t请\t切\t换\t至\t“\t联\t队\t列\t表\t”\t标\t签\t查\t看\t相\t关\t信\t息\t。\t选\t中\t心\t仪\t的\t联\t队\t后\t，\t点\t击\t“\t申\t请\t加\t入\t联\t队\t”\t按\t钮\t即\t可\t。";;
