"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"location/air_equatorial_island";"Bourbon Island";"La Réunion";"La Riunione";"Bourbon-Insel";"Isla Borbón";"Остров Бурбон";"Reunion";"Ostrov Bourbon";"Bourbon Adası";"波\t旁\t岛";"ブルボン\t島";"Ilha de Bourbon";"Острів Бурбон";"Bourbon Island";"Bourbon-sziget";"부르봉 섬";"Востраў Бурбон";"Bourbon Island";"波\t旁\t島";"Bourbon Island";"Đảo Bourbon";;
"location/avg_aral_sea";"Aral Sea";"Mer d'Aral";"Lago d'Aral";"Aralsee";"Mar de Aral";"Аральское море";"Jezioro Aralskie";"Aralské moře";"Aral Gölü";"咸\t海";"アラル\t海";"Mar de Aral";"Аральське море";"Aral Sea";"Aral-tó";"아랄 해";"Аральскае мора";"Aral Sea";"鹹\t海";"Aral Sea";"Biển Aral";;
"location/air_israel";"Golan Heights";"Hauteurs de Golan";"Alture del Golan";"Golanhöhen";"Altos del Golán";"Голанские высоты";"Wzgórza Golan";"Golanské výšiny";"Golan Tepeleri";"戈\t兰\t高\t地";"ゴラン\t高原";"Colinas de Golã";"Голанські висоти";"Golan Heights";"Golán-fennsík";"골란 고원";"Галанскія вышыні";"Golan Heights";"戈\t蘭\t高\t地";"Golan Heights";"Cao nguyên Golan";;
"location/avg_israel";"Sun City";"Sun City";"Città del Sole";"Sun City";"Ciudad del Sol";"Солнечный город";"Miasto Słońca";"Sluneční město";"Güneş Şehri";"日\t耀\t之\t城";"サン・シティ";"Cidade do Sol";"Сонячне місто";"Sun City";"Napos város";"선 시티";"Сонечны горад";"Sun City";"太\t陽\t城";"Sun City";"Thành phố Mặt trời";;
"location/avg_abandoned_town";"Abandoned Town";"Ville abandonnée";"Città Abbandonata";"Verlassene Stadt";"Pueblo Abandonado";"Заброшенный город";"Opuszczone miasto";"Opuštěné město";"Terk Edilmiş Şehir";"山\t野\t荒\t城";"廃墟の\t町";"Cidade Abandonada";"Покинуте місто";"Abandoned Town";"Elhagyott város";"버려진 소도시";"Пакінуты горад";"Abandoned Town";"廢\t棄\t小\t鎮";"Abandoned Town";"Thị trấn Bỏ hoang";;
"location/air_south_eastern_city";"Southeastern City";"Ville du Sud-Est";"Città del Sud Est";"Stadt im Südosten";"Ciudad Sudoriental";"Юго-Восточный мегаполис";"Azjatycka metropolia";"Jihovýchodní město";"Güneydoğu Şehri";"东\t南\t渔\t湾";"南東都市";"Cidade do Sudeste";"Південно-Східне місто";"Southeastern City";"Délkeleti város";"사우스이스턴 시티";"Паўднёва-Усходні горад";"Southeastern City";"東\t南\t城";"Southeastern City";"Đông Nam Thành phố";;
"location/avg_northern_india";"Pradesh";"Pradesh";"Uttar Pradesh";"Pradesh";"Pradesh";"Прадеш";"Północne Indie";"Pradéš";"Pradeş";"山\t麓\t之\t邦";"プラデーシュ";"Pradesh";"Прадеш";"Pradesh";"Pradesh";"프라데시";"Прадэш";"Pradesh";"邦\t邦";"Pradesh";"Pradesh";;
"location/avn_san_francisco";"Golden Bay";"Golden Bay";"Baia Dorata";"Golden Bay";"Bahía de Oro";"Золотой залив";"Złota Zatoka";"Zlatý záliv";"Altın Körfez";"黄\t金\t海\t湾";"ゴールデン・ベイ";"Golden Bay
";"Золота затока";"Golden Bay";"Arany-öböl";"골든 베이";"Залаты заліў";"Golden Bay";"黃\t金\t海\t灣";"Golden Bay";"Vịnh Vàng";;
"location/air_grand_canyon";"Rocky Canyon";"Canyon rocailleux ";"Canyon Roccioso";"Rocky Canyon";"Cañón Rocoso";"Скалистый каньон";"Skalisty kanion";"Skalnatý kaňon";"Kayalık Kanyon";"落\t基\t峡\t谷";"ロッキーキャニオン";"Rocky Canyon";"Скелястий каньйон";"Rocky Canyon";"Sziklás kanyon";"로키 캐니언";"Скалісты каньён";"Rocky Canyon";"岩\t石\t峽\t谷";"Rocky Canyon";"Hẻm núi Rocky";;
"location/avg_arctic";"Arctic";"Arctique";"Artico";"Arktis";"Ártico";"Арктика";"Arktyka";"Arktida";"Arktik";"极\t北\t之\t地";"北極";"Ártico";"Арктика";"Arctic";"Sarkvidék";"북극";"Арктыка";"Arctic";"北\t極";"Arctic";"Bắc cực";;
"location/avg_northern_valley";"Golden Quarry";"Carrière Dorée";"Miniera d'Oro";"Goldsteinbruch";"Cantera Dorada";"Золотой карьер";"Kopalnia złota";"Zlatý lom";"Altın Madeni";"黄\t金\t矿\t场";"金鉱採掘場";"Mina de Ouro";"Золотий кар'єр";"Golden Quarry";"Aranybánya";"금광 지대";"Залаты кар'ер";"Golden Quarry";"金\t礦\t場";"Golden Quarry";"Bãi đá Vàng";;
"location/air_pyrenees";"Mountain Valleys";"Pyrénées";"Vallate Montane";"Bergtäler";"Valles Montañosos";"Горные долины";"Górskie Doliny";"Pyreneje";"Dağlık Vadiler";"山\t间\t峡\t谷";"山岳地帯";"Vales Montanhosos";"Гірські долини";"Mountain Valleys";"Hegyek-völgyek";"마운틴 밸리";"Горныя даліны";"Mountain Valleys";"山\t間\t峽\t谷";"Mountain Valleys";"Thung lũng núi";;
"location/avn_franz_josef_land";"Franz Josef Land";"Terre François-Joseph";"Terra di Francesco Giuseppe";"Franz Josef Land";"Tierra de Francisco José";"Земля Франца-Иосифа";"Ziemia Franciszka Józefa";"Země Františka Josefa";"Franz Josef Land";"法\t兰\t士\t约\t瑟\t夫\t地\t群\t岛";"フランツヨシフ\t諸島";"Terra de Franz Josef";"Земля Франца-Йосифа";"Franz Josef Land";"Ferenc József földje";"프란츠 요제프 란트";"Зямля Франца-Іосіфа";"Franz Josef Land";"法\t蘭\t士\t約\t瑟\t夫\t地\t群\t島";"Franz Josef Land";"Vùng đất Franz Josef";;
"location/avg_soviet_range";"Test Site-2271";"Zone d'Essais-2271";"Sito Test-2271";"Test Site-2271";"Sitio de Pruebas-2271";"Испытательный полигон-2271";"Teren testów 2271";"Testovací areál 2271";"Test Site-2271";"2271 号\t测\t试\t基\t地";"2271番試験施設";"Área de Testes - 2271";"Полігон-2271";"Test Site-2271";"2271-es tesztelési helyszín";"2271호 실험 시설";"Выпрабавальны палігон-2271";"Test Site-2271";"2271 號\t測\t試\t基\t地";"Test Site-2271";"Bãi thử nghiệm-2271";;
"location/air_southeastern_cliffs";"Rocky Pillars";"Piliers Rocheux";"Colonne Rocciose";"Rocky Pillars";"Pilares Rocosos";"Скалистые столбы";"Skalne filary";"Skalnaté pilíře";"Rocky Pillars";"擎\t天\t石\t柱";"岩柱群";"Pilares Rochosos";"Скелясті Стовпи";"Rocky Pillars";"Sziklás oszlopok";"로키 필라";"Скалістыя слупы";"Rocky Pillars";"擎\t天\t石\t柱";"Rocky Pillars";"Núi đá";;
"location/avg_vlaanderen";"Flanders";"Flandres";"Fiandre";"Flandern";"Flandes";"Фландрия";"Flanders";"Flandry";"Flanders";"佛\t兰\t德\t斯";"フランドル";"Flandres";"Фландрія";"Flanders";"Flanders";"플랑드르";"Фландрыя";"Flanders";"佛\t蘭\t德\t斯";"Flanders";"Flanders";;
"location/air_kamchatka";"Volcano Valley";"Vallée volcanique";"Vallata del Vulcano";"Volcano Valley";"Valle de los Volcanes";"Долина вулканов";"Dolina Wulkanu";"Sopečné údolí";"Volcano Valley";"焚\t风\t山\t谷";"火山谷";"Volcano Valley";"Долина вулканів";"Volcano Valley";"Volcano Valley";"볼케이노 밸리";"Даліна вулканаў";"Volcano Valley";"火\t山\t谷";"Volcano Valley";"Thung lũng Núi lửa";;
