"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"xinp/LS";"LS";"LS";"LS";"LS";"LS";"LS";"Lewy drążek";"LS";"LS";"左\t摇\t杆";"LS";"LS";"LS";"LS";"Bal kar";"왼쪽 스틱 버튼(LS)";"Левы «грыбок»";"MS";"左\t搖\t桿";"左\t摇\t杆";;
"xinp/RS";"RS";"RS";"RS";"RS";"RS";"RS";"Prawy drążek";"RS";"RS";"右\t摇\t杆";"RS";"RS";"RS";"RS";"Jobb kar";"오른쪽 스틱 버튼(RS)";"Правы «грыбок»";"MD";"右\t搖\t桿";"右\t摇\t杆";;
"xinp/LB";"LB";"LB";"LB";"LB";"LB";"LB";"Lewy bumper";"LB";"LB";"LB 键";"LB";"LB";"LB";"LB";"Bal ütköző";"왼쪽 범퍼(LB)";"Левы бампер";"BS";"LB 鍵";"LB 键";;
"xinp/RB";"RB";"RB";"RB";"RB";"RB";"RB";"Prawy bumper";"RB";"RB";"RB 键";"RB";"RB";"RB";"RB";"Jobb ütköző";"오른쪽 범퍼(RB)";"Правы бампер";"BD";"RB 鍵";"RB 键";;
"xinp/A";"A button";"Touche A";"Pulsante A";"A-Taste";"Botón A";"Кнопка A";"Przycisk A";"Tlačítko A";"A tuşu";"A 键";"A ボタン";"Botão A";"Кнопка ""A""";"A taster";"A gomb";"A 버튼";"Кнопка A";"Butonul A";"A 鍵";"A 键";;
"xinp/B";"B button";"Touche B";"Pulsante B";"B-Taste";"Botón B";"Кнопка B";"Przycisk B";"Tlačítko B";"B tuşu";"B 键";"B ボタン";"Botão B";"Кнопка ""B""";"B taster";"B gomb";"B 버튼";"Кнопка B";"Butonul B";"B 鍵";"B 键";;
"xinp/X";"X button";"Touche X";"Pulsante X";"X-Taste";"Botón X";"Кнопка X";"Przycisk X";"Tlačítko X";"X tuşu";"X 键";"X ボタン";"Botão X";"Кнопка ""X""";"X taster";"X gomb";"X 버튼";"Кнопка X";"Butonul X";"X 鍵";"X 键";;
"xinp/Y";"Y button";"Touche Y";"Pulsante Y";"Y-Taste";"Botón Y";"Кнопка Y";"Przycisk Y";"Tlačítko Y";"Y tuşu";"Y 键";"Y ボタン";"Botão Y";"Кнопка ""Y""";"Y taster";"Y gomb";"Y 버튼";"Кнопка Y";"Butonul Y";"Y 鍵";"Y 键";;
"xinp/LT";"LT";"LT";"LT";"LT";"LT";"LT";"Lewy spust";"LT";"LT";"LT 键";"左\tトリガー";"LT";"LT";"LT";"Bal ravasz";"왼쪽 트리거(LT)";"Левы курок";"ST";"LT 鍵";"LT 键";;
"xinp/RT";"RT";"RT";"RT";"RT";"RT";"RT";"Prawy spust";"RT";"RT";"RT 键";"右\tトリガー";"RT";"RT";"RT";"Jobb ravasz";"오른쪽 트리거(RT)";"Правы курок";"DR";"RT 鍵";"RT 键";;
"xinp/LS.Right";"LS Right";"LS Droite";"LS Destro";"LS rechts";"LS Derecha";"LS вправо";"Lewy Drążek w prawo";"LS doprava";"LS Sağ";"左\t摇\t杆\t右";"左\tスティック 右";"LS Direita";"LS вправо";"LS Desno";"Bal kar jobbra";"왼쪽 스틱(LS) 오른쪽";"Левы «грыбок» управа";"MS deapta";"左\t搖\t桿\t右";"左\t摇\t杆\t右";;
"xinp/LS.Left";"LS Left";"LS Gauche";"LS Sinistro";"LS links";"LS Izquierda";"LS влево";"Lewy Drążek w lewo";"LS doleva";"LS Sol";"左\t摇\t杆\t左";"左\tスティック 左";"LS Esquerda";"LS вліво";"LS Levo";"Bal kar balra";"왼쪽 스틱(LS) 왼쪽";"Левы «грыбок» улева";"MS stânga";"左\t搖\t桿\t左";"左\t摇\t杆\t左";;
"xinp/LS.Up";"LS Up";"LS Haut";"LS Su";"LS hoch";"LS Arriba";"LS вверх";"Lewy Drążek w górę";"LS nahoru";"LS Yukarı";"左\t摇\t杆\t上";"左\tスティック 上";"LS para cima";"LS вгору";"LS Gore";"Bal kar fel";"왼쪽 스틱(LS) 위";"Левы «грыбок» уверх";"MS sus";"左\t搖\t桿\t上";"左\t摇\t杆\t上";;
"xinp/LS.Down";"LS Down";"LS Bas";"LS Giù";"LS runter";"LS Abajo";"LS вниз";"Lewy Drążek w dół";"LS dolů";"LS Aşağı";"左\t摇\t杆\t下";"左\tスティック 下";"LS para baixo";"LS вниз";"LS Dole";"Bal kar le";"왼쪽 스틱(LS) 아래";"Левы «грыбок» уніз";"MS jos";"左\t搖\t桿\t下";"左\t摇\t杆\t下";;
"xinp/RS.Right";"RS Right";"RS Droite";"RS Destro";"RS rechts";"RS Derecha";"RS вправо";"Prawy Drążek w prawo";"RS doprava";"RS Sağ";"右\t摇\t杆\t右";"右\tスティック 右";"RS Direita";"RS вправо";"RS Desno";"Jobb kar jobbra";"오른쪽 스틱(RS) 오른쪽";"Правы «грыбок» управа";"MD dreapta";"右\t搖\t桿\t右";"右\t摇\t杆\t右";;
"xinp/RS.Left";"RS Left";"RS Gauche";"RS Sinistro";"RS links";"RS Izquierda";"RS влево";"Prawy Drążek w lewo";"RS doleva";"RS Sol";"右\t摇\t杆\t左";"右\tスティック 左";"RS Esquerda";"RS вліво";"RS Levo";"Jobb kar balra";"오른쪽 스틱(RS) 왼쪽";"Правы «грыбок» улева";"MD stânga";"右\t搖\t桿\t左";"右\t摇\t杆\t左";;
"xinp/RS.Up";"RS Up";"RS Haut";"RS Su";"RS hoch";"RS Arriba";"RS вверх";"Prawy Drążek w górę";"RS nahoru";"RS Yukarı";"右\t摇\t杆\t上";"右\tスティック 上";"RS para Cima";"RS вгору";"RS Gore";"Jobb kar fel";"오른쪽 스틱(RS) 위";"Правы «грыбок» уверх";"MD sus";"右\t搖\t桿\t上";"右\t摇\t杆\t上";;
"xinp/RS.Down";"RS Down";"RS Bas";"RS Giù";"RS runter";"RS Abajo";"RS вниз";"Prawy Drążek w dół";"RS dolů";"RS Aşağı";"右\t摇\t杆\t下";"右\tスティック 下";"RS para Baixo";"RS вниз";"RS Dole";"Jobb kar le";"오른쪽 스틱(RS) 아래";"Правы «грыбок» уніз";"MD jos";"右\t搖\t桿\t下";"右\t摇\t杆\t下";;
"xinp/LS.Centered";"LS";"LS";"LS";"LS";"LS";"LS";"Lewy Drążek";"LS";"LS";"左\t摇\t杆\t键";"左\tスティック ボタン";"LS";"LS";"LS";"Bal kar";"왼쪽 스틱 버튼(LS)";"Левы «грыбок»";"MS";"左\t搖\t桿\t鍵";"左\t摇\t杆\t键";;
"xinp/RS.Centered";"RS";"RS";"RS";"RS";"RS";"RS";"Prawy Drążek";"RS";"RS";"右\t摇\t杆\t键";"右\tスティック ボタン";"RS";"RS";"RS";"Jobb kar";"오른쪽 스틱 버튼(RS)";"Правы «грыбок»";"MD";"右\t搖\t桿\t鍵";"右\t摇\t杆\t键";;
"xinp/L.Thumb.h";"Left Stick: Left-Right";"Stick analogique gauche: Gauche-Droite";"Levetta sinistra: Sinistra-Destra";"Linker Stick: Links - Rechts";"Stick Izquierdo: Izquierda-Derecha";"LS: влево-вправо";"Lewy Drążek: Lewo-Prawo";"Levá páčka: doleva - doprava";"Sol Kol: Sol-Sağ";"左\t摇\t杆：\t左\t-\t右";"左\tスティック：\t 左-右";"Direcional Analógico Esquerdo: Esquerda-Direita";"Лівий стік: Вліво-Вправо";"Left Stick: Left-Right";"Bal kar balra-jobbra";"왼쪽 아날로그 스틱: 왼쪽-오른쪽";"Левы «грыбок»: улева-управа";"Maneta stângă: Stânga-Dreapta";"左\t搖\t桿：\t左\t-\t右";"左\t摇\t杆：\t左\t-\t右";;
"xinp/L.Thumb.v";"Left Stick: Up-Down";"Stick analogique droit: Haut-Bas";"Levetta destra: Su-giù";"Linker Stick: Hoch - Runter";"Stick Izquierdo: Arriba-Abajo";"LS: вверх-вниз";"Lewy Drążek: Góra-Dół";"Levá páčka: nahoru - dolů";"Sol Kol: Yukarı-Aşağı";"左\t摇\t杆：\t上\t-\t下";"左\tスティック：\t上-下";"Direcional Analógico Esquerdo: Cima-Baixo";"Лівий стік: Вгору-Вниз";"Left Stick: Up-Down";"Bal kar fel-le";"왼쪽 아날로그 스틱: 위-아래";"Левы «грыбок»: уверх-уніз";"Maneta stângă: Sus-Jos";"左\t搖\t桿：\t上\t-\t下";"左\t摇\t杆：\t上\t-\t下";;
"xinp/R.Thumb.h";"Right Stick: Left-Right";"Stick analogique droit: Gauche-Droite";"Levetta destra: Sinistra-Destra";"Rechter Stick: Links - Rechts";"Stick Derecho: Izquierda-Derecha";"RS: влево-вправо";"Prawy Drążek: Lewo-Prawo";"Pravá páčka: doleva - doprava";"Sağ Kol: Sola-Sağa";"右\t摇\t杆：\t左\t-\t右";"右\tスティック：\t 左-右";"Direcional Analógico Direito: Esquerda-Direita";"Правий стік: Вліво-Вправо";"Right Stick: Left-Right";"Jobb kar balra-jobbra";"오른쪽 아날로그 스틱: 왼쪽-오른쪽";"Правы «грыбок»: улева-управа";"Maneta dreaptă: Stânga-Dreapta";"右\t搖\t桿：\t左\t-\t右";"右\t摇\t杆：\t左\t-\t右";;
"xinp/R.Thumb.v";"Right Stick: Up-Down";"Stick analogique droit: Haut-Bas";"Levetta destra: Su-giù";"Rechter Stick: Hoch - Runter";"Stick Derecho: Arriba-Abajo";"RS: вверх-вниз";"Prawy Drążek: Góra-Dół";"Pravá páčka: nahoru - dolů";"Sağ Kol: Yukarı-Aşağı";"右\t摇\t杆：\t上\t-\t下";"右\tスティック：\t上-下";"Direcional Analógico Direito: Cima-Baixo";"Правий стік: Вгору-Вниз";"Right Stick: Up-Down";"Jobb kar fel-le";"오른쪽 아날로그 스틱: 위-아래";"Правы «грыбок»: уверх-уніз";"Maneta dreaptă: Sus-Jos";"右\t搖\t桿：\t上\t-\t下";"右\t摇\t杆：\t上\t-\t下";;
"xinp/L.Trigger";"Left trigger";"Gâchette gauche";"Grilletto Sinistro";"Linker Trigger";"Gatillo izquierdo";"Левый триггер";"Lewy spust";"Levá spoušť";"Sol tetik";"左\t扳\t机\t键";"左\tトリガー";"Gatilho esquerdo";"Лівий тригер";"Left trigger";"Bal ravasz";"좌측 트리거";"Левы курок";"Trăgaci stânga";"左\t扳\t機\t鍵";"左\t扳\t机\t键";;
"xinp/R.Trigger";"Right trigger";"Gâchette droite";"Grilletto Destro";"Rechter Trigger";"Gatillo derecho";"Правый триггер";"Prawy spust";"Pravá spoušť";"Sağ tetik";"右\t扳\t机\t键";"右\tトリガー";"Gatilho direito";"Правий тригер";"Right trigger";"Jobb ravasz";"우측 트리거";"Правы курок";"Trăgaci dreapta";"右\t扳\t機\t鍵";"右\t扳\t机\t键";;
"xinp/R+L.Trigger";"Left-Right triggers";"Gâchettes Gauche-Droite";"Grilletti Sinistro-Destro";"Links+Rechts Tasten";"Gatillos izquierdo-derecho";"Левый-Правый триггеры";"Lewy-prawy spust";"Left-Right triggers";"Left-Right tetikler";"左\t－\t右\t扳\t机\t键";"左-右\tトリガー";"Gatilhos Esquerdo-Direito";"Лівий-Правий тригери";"Left-Right triggers";"Bal-Jobb ravaszok";"좌-우 트리거";"Левый-Правый триггеры";"Left-Right triggers";"左\t－\t右\t扳\t機\t鍵";"左\t－\t右\t扳\t机\t键";;
"xinp/ExtraButton1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";"B1";;
"xinp/ExtraButton2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";"B2";;
"xinp/ExtraButton3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";"B3";;
"xinp/ExtraButton4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";"B4";;
"xinp/ExtraButton5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";"B5";;
"xinp/FirePrimary";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";"F1";;
"xinp/FireSecondary";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";"F2";;
"xinp/Previous";"Prev";"Précédent";"Prev";"Zurück";"Anterior";"Prev";"Poprzednie";"Zpět";"Önceki";"上\t一\t个";"前へ";"Anterior";"Prev";"Prev";"Előző";"이전";"Prev";"Prev";"上\t一\t個";"Prev";;
"xinp/Next";"Next";"Suivant";"Next";"Weiter";"Siguiente";"Next";"Następne";"Další";"Sonraki";"下\t一\t个";"次へ";"Próx";"Next";"Sledeći";"Következő";"다음";"Next";"Next";"下\t一\t個";"Next";;
"xinp/HatUp";"D-pad Up";"D-pad Haut";"D-Pad Su";"DP hoch";"D-pad Arriba";"Крестовина вверх";"D-pad Up";"D-pad nahoru";"D-pad Yukarı";"十\t字\t键\t上";"方向\tパッド 上";"D-pad acima";"Хрестовина вгору";"D-pad Up";"Irányválasztó fel";"십자버튼 위";"Крестовина вверх";"D-pad Up";"十\t字\t鍵\t上";"D-pad Up";;
"xinp/HatDown";"D-pad Down";"D-pad Bas";"D-Pad Giù";"DP runter";"D-pad Abajo";"Крестовина вниз";"D-pad Down";"D-pad dolů";"D-pad Aşağı";"十\t字\t键\t下";"方向\tパッド 下";"D-pad abaixo";"Хрестовина вниз";"D-pad Down";"Irányválasztó le";"십자버튼 아래";"Крестовина вниз";"D-pad Down";"十\t字\t鍵\t下";"D-pad Down";;
"xinp/HatLeft";"D-pad Left";"D-pad Gauche";"D-Pad Sinistra";"DP links";"D-pad Izquierda";"Крестовина влево";"D-pad Left";"D-pad doleva";"D-pad Sola";"十\t字\t键\t左";"方向\tパッド 左";"D-pad esquerda";"Хрестовина вліво";"D-pad Left";"Irányválasztó balra";"십자버튼 왼쪽";"Крестовина влево";"D-pad Left";"十\t字\t鍵\t左";"D-pad Left";;
"xinp/HatRight";"D-pad Right";"D-pad Droite";"D-Pad Destra";"DP rechts";"D-pad Derecha";"Крестовина вправо";"D-pad Right";"D-pad doprava";"D-pad Sağa";"十\t字\t键\t右";"方向\tパッド 右";"D-pad direita";"Хрестовина вправо";"D-pad Right";"Irányválasztó jobbra";"십자버튼 오른쪽";"Крестовина вправо";"D-pad Right";"十\t字\t鍵\t右";"D-pad Right";;
"xinp/StickRight";"Stick Right";"Stick droit";"Levetta Destra";"Stick Rechts";"Stick Derecha";"РУС вправо";"Stick Right";"Páčka doprava";"Çubuk Sağ ";"摇\t杆\t向\t右";"スティック 右";"Analógico Direito";"Стік вправо";"Stick Right";"Kar jobbra";"아날로그 스틱 오른쪽";"РУС вправо";"Stick Right";"搖\t桿\t向\t右";"Stick Right";;
