"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"t1_berlin_BfD_norespawn_airfield";"Help the ground forces to capture the airfield";"Aidez les force terrestres à capturer l'aérodrome";"Aiuta le forze terrestri a catturare l'aereoporto";"Unterstütze bei der Eroberung des Flugplatzes";"Ayuda a las fuerzas de tierra a tomar el aeródromo";"Помогите войскам захватить аэродром";"Pomóż siłom lądowym zająć lotnisko";"Pomozte pozemním jednotkám obsadit letiště";"Kara kuvvetlerinin havaalanını ele geçirmesine yardım et ";"协\t助\t地\t面\t部\t队\t攻\t占\t机\t场";"地上部隊による\t飛行場占領を\t掩護せよ";"Help the ground forces to capture the airfield";"Help the ground forces to capture the airfield";"Допоможіть військам захопити аеродром";"Pomozi kopnenim snagama da zauzmu aerodrom";"Segíts a szárazföldi erőknek elfoglalni a repülőteret";"비행장을 점령하는 지상군을 지원하라";"Дапамажыце наземным сілам захапіць аэрадром";"Ajută forțele terestre să captureze aerodromul";"協助地面部隊攻佔機場";"协\t助\t地\t面\t部\t队\t攻\t占\t机\t场";;
"t2_berlin_BfD_norespawn_airfield";"Do not let the airfield be captured";"Ne laissez pas capturer l'aérodrome";"Non lasciare che l'aereoporto venga conquistato";"Verhindere die Eroberung des Flugplatzes";"No permitas que tomen el aeródromo.";"Не допустите захвата аэродрома";"Nie pozwól na zajęcie lotniska";"Zabraňte v obsazení letiště";"Havaalanının işgal edilmesine izin verme";"阻\t止\t敌\t军\t攻\t占\t机\t场";"敵による\t飛行場占領を\t阻止せよ";"Ajude as forças terrestres para capturar o aeródromo";"Do not let the airfield be captured";"Не допустіть захоплення аеродрому";"Ne dozvoli da aerodrom bude osvojen";"Ne engedd, hogy elfoglalják a repülőteret";"비행장이 점령되지 않게 하라";"Не дайце ворагу захапіць аэрадром";"Nu permite capturarea aerodromului.";"阻止敵軍攻佔機場";"阻\t止\t敌\t军\t攻\t占\t机\t场";;
"t1_zhungzhou_BfD_norespawn_bunker";"Cover the allied army's positions";"Couvrez les positions de l'armée alliée";"Proteggi le posizioni dell'esercito alleato";"Verteidige die Position der verbündeten Armee";"Cubre las posiciones del ejército chino";"Прикрывайте позиции союзной армии";"Osłaniaj pozycje armii chińskiej";"Chraňte pozice spojenecké armády";"Müttefik ordu pozisyonlarını koru";"掩\t护\t友\t军\t的\t防\t御\t阵\t线";"中国陸軍の\t展開位置を\t掩護せよ";"Cubra as posições do exército chinês";"Cover the allied army's positions";"Прикривайте позиції китайської армії";"Pokrivaj položaje savezničke armije";"Fedezd a szövetséges hadsereg állásait";"아군 진지를 방어하라";"Прыкрывайце пазіцыі хаўруснай арміі";"Apără pozițiile armatei aliate";"掩護友軍的防禦陣線";"掩\t护\t友\t军\t的\t防\t御\t阵\t线";;
"t2_zhungzhou_BfD_norespawn_bunker";"Destroy the enemy defensive line";"Détruisez la ligne défensive ennemie";"Distruggi la linea difensiva nemica";"Zerstöre die gegnerischen Verteidigungsstellungen";"Destruye la línea defensiva China";"Уничтожьте линию обороны противника";"Zniszcz wrogą linię obrony";"Zničte nepřátelskou obrannou linii";"Düşman savunma hattını yık";"掩\t护\t友\t军\t的\t防\t御\t阵\t线";"中国軍の\t防衛線を\t破壊せよ";"Destrua a linha defensiva chinesa";"Destroy the enemy defensive line";"Знищте китайську лінію оборони";"Uništi neprijateljsku odbrambenu liniju";"Semmisítsd meg az ellenséges védelmi vonalat";"적의 방어선을 파괴하라";"Знішчыце лінію абароны супраціўніка";"Distruge linia defensivă a inamicului";"掩護友軍的防禦陣線";"摧\t毁\t敌\t军\t的\t防\t御\t阵\t线";;
"t1_zhungzhou_BfD_norespawn_tanks";"Destroy the enemy tanks";"Détruisez les chars ennemis";"Distruggi i carri armati nemici";"Zerstöre die gegnerischen Panzer";"Destruye los tanques japoneses";"Уничтожьте танки противника";"Zniszcz wrogie czołgi";"Zničte nepřátelské tanky";"Düşman tanklarını yok et";"摧\t毁\t敌\t军\t的\t坦\t克\t部\t队";"日本軍の\t戦車隊を\t撃破せよ";"Destrua os tanques japoneses";"Destroy the enemy tanks";"Знищте японські танки";"Uništi neprijateljske tenkove";"Semmisítsd meg az ellenséges harckocsikat";"적 전차를 격파하라";"Знішчыце танкі супраціўніка";"Distruge tancurile inamice";"摧毀敵軍的坦克部隊";"摧\t毁\t敌\t军\t的\t坦\t克\t部\t队";;
"t2_zhungzhou_BfD_norespawn_tanks";"Cover the tank columns";"Couvrez les colonnes de tanks";"Copri le colonne di carri";"Verteidige die Panzerkolonnen";"Cubre las columnas de tanques";"Прикрывайте танковые колонны";"Osłaniaj kolumny czołgów";"Chraňte tankové kolony";"Tank sütunlarını koru";"掩\t护\t坦\t克\t部\t队";"戦車隊の\t車列を\t掩護せよ";"Proteja as colunas de tanques";"Cover the tank columns";"Прикривайте танкові колони";"Pokrivaj kolone tenkova";"Fedezd a harckocsi-menetoszlopokat";"전차대를 엄호하라";"Прыкрывайце танкавыя калоны";"Apără coloanele de tancuri";"掩護坦克部隊";"掩\t护\t坦\t克\t部\t队";;
"t1_camp_01_objective";"Cover the stores and motor boats at N10";"Couvrez les magasins et les bateaux à moteur sur N10";"Copri i magazzini e le barche a motore in N10";"Verteidige die Lager und Motorboote im Planquadrat N10";"Cubra los almacenes y los barcos a motor en N10";"Прикрывайте склады и катера в квадрате N10";"Osłaniaj skład motorówek w sektorze N10";"Chraňte nákladní lodě a motorové čluny na N10";"N10'daki depo ve motorlu tekneleri koru";"掩\t护\t位\t于\t N10 \t的\t物\t资\t船\t和\t摩\t托\t艇";"N10 の\t保管庫や\tモーターボートを\t掩護せよ";"Cubra os armazéns e os barcos a motor em N10";"Cover the stores and motor boats at N10";"Прикривайте склади і катери в квадраті N10";"Pokrivaj magacine i glisere na N10";"Védd meg a raktárakat és a motorcsónakokat az N10-es szektorban";"N10에 있는 저장고와 모터보트를 방어하라";"Прыкрывайце склады і катары ў квадраце N10";"Apără magazinele și bărcile cu motor de la N10";"掩護位於 N10 的物資船和摩托艇";"掩\t护\t位\t于\t N10 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t2_camp_01_objective";"Destroy the stores and motor boats at N10";"Détruisez les magasins et les bateaux à moteur sur N10";"distruggi i magazzini e le barche a motore in N10";"Zerstöre die Lager und Motorboote im Planquadrat N10";"Destruya los almacenes y los barcos a motor en N10";"Уничтожьте склады и катера в квадрате N10";"Zniszcz skład motorówek w sektorze N10";"Zničte nákladní lodě a motorové čluny v lokaci N10";"N10'daki depoları ve motorlu tekneleri yok et";"摧\t毁\t位\t于\t N10 \t的\t物\t资\t船\t和\t摩\t托\t艇";"N10 の\t保管庫や\tモーターボートを\t破壊せよ";"Destrua os armazéns e os barcos a motor em N10";"Destroy the stores and motor boats at N10";"Знищте склади і катери в квадраті N10";"Uništi magacine i glisere na N10";"Semmisítsd meg a raktárakat és a motorcsónakokat az N10-es szektorban";"N10에 있는 저장고와 모터보트를 격파하라";"Знішчыце склады і катары ў квадраце N10";"Distruge magazinele și bărcile cu motor de la N10";"摧毀位於 N10 的物資船和摩托艇";"摧\t毁\t位\t于\t N10 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t1_camp_02_objective";"Cover the stores and motor boats at L11";"Couvrez les magasins et les bateaux à moteur sur L11";"Copri i magazzini e le barche a motore in L11";"Verteidige die Lager und Motorboote im Planquadrat L11";"Cubra los almacenes y los barcos a motor en L11";"Прикрывайте склады и катера в квадрате L11";"Osłaniaj skład motorówek w sektorze L11";"Chraňte nákladní lodě a motorové čluny na L11";"L11'daki depo ve motorlu tekneleri koru";"掩\t护\t位\t于\t L11 \t的\t物\t资\t船\t和\t摩\t托\t艇";"L11 の\t保管庫や\tモーターボートを\t掩護せよ";"Cubra os armazéns e os barcos a motor em L11";"Cover the stores and motor boats at L11";"Прикривайте склади і катери в квадраті L11";"Pokrivaj magacine i glisere na L11";"Védd meg a raktárakat és a motorcsónakokat az L11-es szektorban";"L11에 있는 저장고와 모터보트를 방어하라";"Прыкрывайце склады і катары ў квадраце L11";"Apără magazinele și bărcile cu motor de la L11";"掩護位於 L11 的物資船和摩托艇";"掩\t护\t位\t于\t L11 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t2_camp_02_objective";"Destroy the stores and motor boats at L11";"Détruisez les magasins et les bateaux à moteur sur L11";"distruggi i magazzini e le barche a motore in L11";"Zerstöre die Lager und Motorboote im Planquadrat L11";"Destruya los almacenes y los barcos a motor en L11";"Уничтожьте склады и катера в квадрате L11";"Zniszcz skład motorówek w sektorze L11";"Zničte nákladní lodě a motorové čluny v lokaci L11";"L11'daki depoları ve motorlu tekneleri yok et";"摧\t毁\t位\t于\t L11 \t的\t物\t资\t船\t和\t摩\t托\t艇";"L11 の\t保管庫や\tモーターボートを\t破壊せよ";"Destrua os armazéns e os barcos a motor em L11";"Destroy the stores and motor boats at L11";"Знищте склади і катери в квадраті L11";"Uništi magacine i glisere na L11";"Semmisítsd meg a raktárakat és a motorcsónakokat az L11-es szektorban";"L11에 있는 저장고와 모터보트를 격파하라";"Знішчыце склады і катары ў квадраце L11";"Distruge magazinele și bărcile cu motor de la L11";"摧毀位於 L11 的物資船和摩托艇";"摧\t毁\t位\t于\t L11 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t1_camp_03_objective";"Cover the stores and motor boats at K13";"Couvrez les magasins et les bateaux à moteur sur K13";"Copri i magazzini e le barche a motore in K13";"Verteidige die Lager und Motorboote im Planquadrat K13";"Cubra los almacenes y los barcos a motor en K13";"Прикрывайте склады и катера в квадрате K13";"Osłaniaj skład motorówek w sektorze K13";"Chraňte nákladní lodě a motorové čluny na K13";"K13'daki depo ve motorlu tekneleri koru";"掩\t护\t位\t于\t K13 \t的\t物\t资\t船\t和\t摩\t托\t艇";"K13 の\t保管庫や\tモーターボートを\t掩護せよ";"Cubra os armazéns e os barcos a motor em K13";"Cover the stores and motor boats at K13";"Прикривайте склади і катери в квадраті K13";"Pokrivaj magacine i glisere na K13";"Védd meg a raktárakat és a motorcsónakokat a K13-as szektorban";"K13에 있는 저장고와 모터보트를 방어하라";"Прыкрывайце склады і катары ў квадраце K13";"Apără magazinele și bărcile cu motor de la K13";"掩護位於 K13 的物資船和摩托艇";"掩\t护\t位\t于\t K13 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t2_camp_03_objective";"Destroy the stores and motor boats at K13";"Détruisez les magasins et les bateaux à moteur sur K13";"distruggi i magazzini e le barche a motore in K13";"Zerstöre die Lager und Motorboote im Planquadrat K13";"Destruya los almacenes y los barcos a motor en K13";"Уничтожьте склады и катера в квадрате K13";"Zniszcz skład motorówek w sektorze K13";"Zničte nákladní lodě a motorové čluny v lokaci K13";"K13'daki depoları ve motorlu tekneleri yok et";"摧\t毁\t位\t于\t K13 \t的\t物\t资\t船\t和\t摩\t托\t艇";"K13 の\t保管庫や\tモーターボートを\t破壊せよ";"Destrua os armazéns e os barcos a motor em K13";"Destroy the stores and motor boats at K13";"Знищте склади і катери в квадраті K13";"Uništi magacine i glisere na K13";"Semmisítsd meg a raktárakat és a motorcsónakokat a K13-as szektorban";"K13에 있는 저장고와 모터보트를 격파하라";"Знішчыце склады і катары ў квадраце K13";"Distruge magazinele și bărcile cu motor de la K13";"摧毀位於 K13 的物資船和摩托艇";"摧\t毁\t位\t于\t K13 \t的\t物\t资\t船\t和\t摩\t托\t艇";;
"t1_art_01_objective";"Cover the artillery at N11";"Couvrez l'artillerie sur N11";"Copri l'artiglieria in N11";"Verteidige die Artilleriegeschütze im Planquadrat N11";"Cubre la artillería en N11";"Прикройте артиллерийскую батарею в квадрате N11";"Osłaniaj artylerię na N11";"Chraňte dělostřelectvo na N11";"N11'deki topçuları koru";"掩\t护\t位\t于\t N11 \t的\t炮\t兵\t阵\t地";"N11 の\t砲兵隊を\t掩護せよ";"Cubra a artilharia em N11";"Cover the artillery at N11";"Прикривайте артилерійську батарею в квадраті N11";"Pokrivaj artiljeriju na N11";"Védd meg a tüzérséget az N11-es szektorban";"N11에 있는 야포를 보호하라";"Прыкрывайце артылерыйскую батарэю ў квадраце N11";"Apără artileria de la N11";"掩護位於 N11 的炮兵陣地";"掩\t护\t位\t于\t N11 \t的\t炮\t兵\t阵\t地";;
"t2_art_01_objective";"Destroy the artillery at N11";"Détruisez l'artillerie sur N11";"Distruggi l'artiglieria in N11";"Zerstöre die Artilleriegeschütze im Planquadrat N11";"Destruye la artillería en N11";"Уничтожьте артиллерийскую батарею в квадрате N11";"Zniszcz artylerię na N11";"Zničte dělostřelectvo v lokaci N11";"N11'deki topçuları yok et";"摧\t毁\t位\t于\t N11 \t的\t炮\t兵\t阵\t地";"N11 の\t敵砲兵隊を\t撃破せよ";"Destrua a artilharia em N11";"Destroy the artillery at N11";"Знищте артилерійську батарею в квадраті N11";"Uništi artiljeriju na N11";"Semmisítsd meg a tüzérséget az N11-es szektorban";"N11에 있는 야포를 파괴하라";"Знішчыце артылерыйскую батарэю ў квадраце N11";"Distruge artileria de la N11";"摧毀位於 N11 的炮兵陣地";"摧\t毁\t位\t于\t N11 \t的\t炮\t兵\t阵\t地";;
"t1_art_02_objective";"Cover the artillery at G15";"Couvrez l'artillerie sur G15";"Copri l'artiglieria in G15";"Verteidige die Artilleriegeschütze im Planquadrat G15";"Cubre la artillería en G15";"Прикройте артиллерийскую батарею в квадрате G15";"Osłaniaj artylerię na G15";"Chraňte dělostřelectvo na G15";"G15'teki topçuları koru";"掩\t护\t位\t于\t G15 \t的\t炮\t兵\t阵\t地";"G15 の\t砲兵隊を\t掩護せよ";"Cubra a artilharia em G15";"Cover the artillery at G15";"Прикривайте артилерійську батарею в квадраті G15";"Pokrivaj artiljeriju na G15";"Védd meg a tüzérséget a G15-ös szektorban";"G15에 있는 야포를 보호하라";"Прыкрывайце артылерыйскую батарэю ў квадраце G15";"Apără artileria de la G15";"掩護位於 G15 的炮兵陣地";"掩\t护\t位\t于\t G15 \t的\t炮\t兵\t阵\t地";;
"t2_art_02_objective";"Destroy the artillery at G15";"Détruisez l'artillerie sur G15";"Distruggi l'artiglieria in G15";"Zerstöre die Artilleriegeschütze im Planquadrat G15";"Destruye la artillería en G15";"Уничтожьте артиллерийскую батарею в квадрате G15";"Zniszcz artylerię na G15";"Zničte dělostřelectvo v lokaci G15";"G15'teki topçuları yok et";"摧\t毁\t位\t于\t G15 \t的\t炮\t兵\t阵\t地";"G15 の\t敵砲兵隊を\t撃破せよ";"Destrua a artilharia em G15";"Destroy the artillery at G15";"Знищте артилерійську батарею в квадраті G15";"Uništi artiljeriju na G15";"Semmisítsd meg a tüzérséget a G15-ös szektorban";"G15에 있는 야포를 파괴하라";"Знішчыце артылерыйскую батарэю ў квадраце G15";"Distruge artileria de la G15";"摧毀位於 G15 的炮兵陣地";"摧\t毁\t位\t于\t G15 \t的\t炮\t兵\t阵\t地";;
"t1_art_03_objective";"Cover the artillery at R8";"Couvrez l'artillerie sur R8";"Copri l'artiglieria in R8";"Verteidige die Artilleriegeschütze im Planquadrat R8";"Cubre la artillería en R8";"Прикройте артиллерийскую батарею в квадрате R8";"Osłaniaj artylerię na R8";"Chraňte dělostřelectvo na R8";"R8'deki topçuları koru";"掩\t护\t位\t于\t R8 \t的\t炮\t兵\t阵\t地";"R8 の\t砲兵隊を\t掩護せよ";"Cubra a artilharia em R8";"Cover the artillery at R8";"Прикривайте артилерійську батарею в квадраті R8";"Pokrivaj artiljeriju na R8";"Védd meg a tüzérséget az R8-as szektorban";"R8에 있는 야포를 보호하라";"Прыкрывайце артылерыйскую батарэю ў квадраце R8";"Apără artileria de la R8";"掩護位於 R8 的炮兵陣地";"掩\t护\t位\t于\t R8 \t的\t炮\t兵\t阵\t地";;
"t2_art_03_objective";"Destroy the artillery at R8";"Détruisez l'artillerie sur R8";"distruggi l'artiglieria in R8";"Zerstöre die Artilleriegeschütze im Planquadrat R8";"Destruye la artillería en R8";"Уничтожьте артиллерийскую батарею в квадрате R8";"Zniszcz artylerię na R8";"Zničte dělostřelectvo v lokaci R8";"R8'deki topçuları yok et";"摧\t毁\t位\t于\t R8 \t的\t炮\t兵\t阵\t地";"R8 の\t敵砲兵隊を\t撃破せよ";"Destrua a artilharia em R8";"Destroy the artillery at R8";"Знищте артилерійську батарею в квадраті R8";"Uništi artiljeriju na R8";"Semmisítsd meg a tüzérséget az R8-as szektorban";"R8에 있는 야포를 파괴하라";"Знішчыце артылерыйскую батарэю ў квадраце R8";"Distruge artileria de la R8";"摧毀位於 R8 的炮兵陣地";"摧\t毁\t位\t于\t R8 \t的\t炮\t兵\t阵\t地";;
"t1_factory_objective";"Cover the factory at I12";"Couvrez l'usine sur I12";"Copri la fabbrica in I12";"Verteidige die Fabrikanlage im Planquadrat I12";"Cubre la fábrica en I12";"Прикрывайте завод в квадрате I12";"Osłaniaj fabrykę na I12";"Chraňte továrnu na I12";"I12'deki fabrikayı koru";"掩\t护\t位\t于\t I12 \t的\t工\t厂";"I12 の\t工場を\t掩護せよ";"Cubra a fábrica em I12";"Cover the factory at I12";"Прикривайте завод в квадраті I12";"Pokrivaj fabriku na I12";"Védd meg a gyárat az I12-es szektorban";"I12에 있는 공장을 보호하라";"Прыкрывайце завод у квадраце I12";"Apără fabrica de la I12";"掩護位於 I12 的工廠";"掩\t护\t位\t于\t I12 \t的\t工\t厂";;
"t2_factory_objective";"Destroy the factory at I12";"Détruisez l'usine sur I12";"Distruggi la fabbrica in I12";"Zerstöre die Fabrikanlage im Planquadrat I12";"Destruye la fábrica en I12";"Уничтожьте завод в квадрате I12";"Zniszcz fabrykę na I12";"Zničte továrnu v lokaci I12";"I12'deki fabrikayı yok et";"摧\t毁\t位\t于\t I12 \t的\t工\t厂";"I12 の\t敵\tチームの\t工場を\t破壊せよ";"Destrua a fábrica em I12";"Destroy the factory at I12";"Знищте завод в квадраті I12";"Uništi fabriku na I12";"Semmisítsd meg a gyárat az I12-es szektorban";"I12에 있는 공장을 파괴하라";"Знішчыце завод у квадраце I12";"Distruge fabrica de la I12";"摧毀位於 I12 的工廠";"摧\t毁\t位\t于\t I12 \t的\t工\t厂";;
"t1_repair_01_objective";"Cover the repair camp at N10";"Couvrez le camp de réparation sur N10";"Copri il campo di riparazione in N10";"Verteidige das Reparaturdepot im Planquadrat N10";"Cubre el campo de reparaciones de N10";"Прикрывайте ремонтный лагерь в квадрате N10";"Osłaniaj obóz naprawczy na N10";"Chraňte opravárenský tábor na N10";"N10'daki tamir kampını koru";"掩\t护\t位\t于\t N10 \t的\t简\t易\t修\t理\t站";"N10 の\t野戦修理施設を\t掩護せよ";"Cubra o campo de reparação em N10";"Cover the repair camp at N10";"Прикривайте ремонтний табір в квадраті N10";"Pokrivaj kamp za remont na N10";"Védd meg a szerelőállást az N10-es szektorban";"N10지점에 있는 수리소를 보호하라";"Прыкрывайце рамонтную базу ў квадраце N10";"Apără tabăra de reparații de la N10";"掩護位於 N10 的維修站";"掩\t护\t位\t于\t N10 \t的\t简\t易\t修\t理\t站";;
"t2_repair_01_objective";"Destroy the repair camp at N10";"Détruisez le camp de réparation sur N10";"Distruggi il campo di riparazione in N10";"Zerstöre das Reparaturdepot im Planquadrat N10";"Destruye el campo de reparaciones de N10";"Уничтожьте ремонтный лагерь в квадрате N10";"Zniszcz obóz naprawczy na N10";"Zničte opravárenský tábor v lokaci N10";"N10'daki tamir kampını yok et";"摧\t毁\t位\t于\t N10 \t的\t简\t易\t修\t理\t站";"N10 の\t敵\tチームの\t野戦修理施設を\t破壊せよ";"Destrua o campo de reparação em N10";"Destroy the repair camp at N10";"Знищте ремонтний табір в квадраті N10";"Uništi kamp za remont na N10";"Semmisítsd meg a szerelőállást az N10-es szektorban";"N10에 있는 수리소를 격파하라";"Знішчыце рамонтную базу ў квадраце N10";"Distruge tabăra de reparații de la N10";"摧毀位於 N10 的維修站";"摧\t毁\t位\t于\t N10 \t的\t简\t易\t修\t理\t站";;
"t1_repair_02_objective";"Cover the repair camp at L11";"Couvrez le camp de réparation sur L11";"Copri il campo di riparazione in L11";"Verteidige das Reparaturdepot im Planquadrat L11";"Cubre el campo de reparaciones de L11";"Прикрывайте ремонтный лагерь в квадрате L11";"Osłaniaj obóz naprawczy na L11";"Chraňte opravárenský tábor na L11";"L11'deki tamir kampını koru";"掩\t护\t位\t于\t L11 \t的\t简\t易\t修\t理\t站";"L11 の\t野戦修理施設を\t掩護せよ";"Cubra o campo de reparação em L11";"Cover the repair camp at L11";"Прикривайте ремонтний табір в квадраті L11";"Pokrivaj kamp za remont na L11";"Védd meg a szerelőállást az L11-es szektorban";"L11에 있는 수리소를 방어하라";"Прыкрывайце рамонтную базу ў квадраце L11";"Apără tabăra de reparații de la L11";"掩護位於 L11 的維修站";"掩\t护\t位\t于\t L11 \t的\t简\t易\t修\t理\t站";;
"t2_repair_02_objective";"Destroy the repair camp at L11";"Détruisez le camp de réparation sur L11";"Distruggi il campo di riparazione in L11";"Zerstöre das Reparaturdepot im Planquadrat L11";"Destruye el campo de reparaciones de N11";"Уничтожьте ремонтный лагерь в квадрате L11";"Zniszcz obóz naprawczy na L11";"Zničte opravárenský tábor v lokaci L11";"L11'deki tamir kampını yok et";"摧\t毁\t位\t于\t L11 \t的\t简\t易\t修\t理\t站";"L11 の\t敵\tチームの\t野戦修理施設を\t破壊せよ";"Destrua o campo de reparação em L11";"Destroy the repair camp at L11";"Знищте ремонтний табір в квадраті L11";"Uništi kamp za remont na L11";"Semmisítsd meg a szerelőállást az L11-es szektorban";"L11에 있는 수리소를 격파하라";"Знішчыце рамонтную базу ў квадраце L11";"Distruge tabăra de reparații de la L11";"摧毀位於 L11 的維修站";"摧\t毁\t位\t于\t L11 \t的\t简\t易\t修\t理\t站";;
"t1_repair_03_objective";"Cover the repair camp at K13";"Couvrez le camp de réparation sur K13";"Copri il campo di riparazione in K13";"Verteidige das Reparaturdepot im Planquadrat K13";"Cubre el campo de reparaciones de K13";"Прикрывайте ремонтный лагерь в квадрате K13";"Osłaniaj obóz naprawczy na K13";"Chraňte opravárenský tábor na K13";"K13'teki tamir kampını koru";"掩\t护\t位\t于\t K13 \t的\t简\t易\t修\t理\t站";"K13 の\t野戦修理施設を\t掩護せよ";"Cubra o campo de reparação em K13";"Cover the repair camp at K13";"Прикривайте ремонтний табір в квадраті K13";"Pokrivaj kamp za remont na K13";"Védd meg a szerelőállást a K13-as szektorban";"K13에 있는 수리소를 방어하라";"Прыкрывайце рамонтную базу ў квадраце K13";"Apără tabăra de reparații de la K13";"掩護位於 K13 的維修站";"掩\t护\t位\t于\t K13 \t的\t简\t易\t修\t理\t站";;
"t2_repair_03_objective";"Destroy the repair camp at K13";"Détruisez le camp de réparation sur K13";"Distruggi il campo di riparazione in K13";"Zerstöre das Reparaturdepot im Planquadrat K13";"Destruye el campo de reparaciones de K13";"Уничтожьте ремонтный лагерь в квадрате K13";"Zniszcz obóz naprawczy na K13";"Zničte opravárenský tábor v lokaci K13";"K13'teki tamir kampını yok et";"摧\t毁\t位\t于\t K13 \t的\t简\t易\t修\t理\t站";"K13 の\t敵\tチームの\t野戦修理施設を\t破壊せよ";"Destrua o campo de reparação em K13";"Destroy the repair camp at K13";"Знищте ремонтний табір в квадраті K13";"Uništi kamp za remont na K13";"Semmisítsd meg a szerelőállást a K13-as szektorban";"K13에 있는 수리소를 격파하라";"Знішчыце рамонтную базу ў квадраце K13";"Distruge tabăra de reparații de la K13";"摧毀位於 K13 的維修站";"摧\t毁\t位\t于\t K13 \t的\t简\t易\t修\t理\t站";;
"t1_il2_01_objective";"Cover the attackers moving from J20";"Couvrez les avions d'assaut venant de J20";"Proteggi gli assaltatori in rotta da J20";"Verteidige die Schlachtflugzeuge aus Planquadrat J20";"Cubre los aviones de ataque que se mueven en J20";"Прикрывайте штурмовики, идущие с квадрата J20";"Osłaniaj samoloty szturmowe lecące z sektora J20";"Chraňte bitevníky letící z J20";"J20'den harekete geçen taarruz uçaklarını koru";"掩\t护\t从\t J20 \t出\t发\t的\t机\t群";"J20 から\t移動中の\t攻撃機隊を\t掩護せよ";"Cubra os aviões de assalto que se deslocam de J20";"Cover the attackers moving from J20";"Прикривайте штурмовики, що йдуть з квадрата J20";"Pokrivaj jurišnike koji dolaze iz J20";"Fedezd a J20-as szektor felől érkező csatarepülőket";"J20으로부터 이동하는 공격기를 엄호하라";"Прыкрывайце штурмавікі, што ляцяць з квадрата J20";"Apără avioanele de atac ce zboară de la J20";"掩護從 J20 出發的機群";"掩\t护\t从\t J20 \t出\t发\t的\t机\t群";;
"t2_il2_01_objective";"Destroy the attackers moving from J20";"Détruisez les avions d'assaut venant de J20";"Distruggi gli assaltatori in rotta da J20";"Zerstöre die Schlachtflugzeuge aus Planquadrat J20";"Destruye los aviones de ataque que se mueven en J20";"Уничтожьте штурмовики, идущие с квадрата J20";"Zniszcz samoloty szturmowe lecące z sektora J20";"Zničte bitevníky letící z J20";"J20'den hareket eden taarruz uçaklarını düşür";"摧\t毁\t从\t J20 \t出\t发\t的\t机\t群";"J20 から\t移動中の\t敵攻撃機隊を\t撃破せよ";"Destrua os aviões de assalto que se deslocam de J20";"Destroy the attackers moving from J20";"Знищте штурмовики, що йдуть з квадрата J20";"Uništi jurišnike koji dolaze iz J20";"Semmisítsd meg a J20-as szektor felől érkező csatarepülőket";"J20으로부터 이동하는 공격기를 격추하라";"Знішчыце штурмавікі, што ляцяць з квадрата J20";"Distruge avioanele de atac ce zboară de la J20";"摧毀從 J20 出發的機群";"摧\t毁\t从\t J20 \t出\t发\t的\t机\t群";;
"t1_il2_02_objective";"Cover the attackers moving from N20";"Couvrez les avions d'assaut venant de N20";"Difendi gli assaltatori in rotta da N20";"Verteidige die Schlachtflugzeuge aus Planquadrat N20";"Cubre los aviones de ataque que se mueven en N20";"Прикрывайте штурмовики, идущие с квадрата N20";"Osłaniaj samoloty szturmowe lecące z sektora N20";"Chraňte bitevníky letící z N20";"N20'den hareket eden taarruz uçaklarını koru";"掩\t护\t从\t N20 \t出\t发\t的\t机\t群";"N20 から\t移動中の\t攻撃機隊を\t掩護せよ";"Cubra os aviões de assalto que se deslocam de N20";"Cover the attackers moving from N20";"Прикривайте штурмовики, що йдуть з квадрата N20";"Pokrivaj jurišnike koji dolaze iz N20";"Fedezd az N20-as szektor felől érkező csatarepülőket";"N20으로부터 이동하는 공격기를 엄호하라";"Прыкрывайце штурмавікі, што ляцяць з квадрата N20";"Apără avioanele de atac ce zboară de la N20";"掩護從 N20 出發的機群";"掩\t护\t从\t N20 \t出\t发\t的\t机\t群";;
