"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"squad/revoke_non_accept_invites";"Your squad cannot start a new session while there are unaccepted invites.";"Votre escouade ne peut pas démarrer une nouvelle session s'il y a des invitations non acceptées.";"Il tuo plotone non può iniziare una nuova sessione quando ci sono inviti non accettati.";"Deine Staffel kann keine neue Sitzung beginnen, solange noch ausstehende Einladungen vorhanden sind.";"Tu escuadrón no puede iniciar una nueva sesión mientras haya invitaciones no aceptadas.";"Ваш отряд не может начать новую сессию, пока есть непринятые приглашения.";"Niezaakceptowane zaproszenia uniemożliwiają rozpoczęcie nowej sesji.";"Tvá skupina nemůže spustit nové střetnutí kvůli nepřijatým pozvánkám";"Kabul edilmeyen davetler varken manganız yeni bir oturum başlatamaz.";"尚\t有\t未\t回\t应\t的\t小\t队\t邀\t请，\t无\t法\t开\t始\t新\t游\t戏。";"未承認の\t招待がある\t場合には、\t部隊は\t新しい\tセッションが\t開始できません。";"Sua esquadrilha não poderá iniciar uma nova sessão enquanto houver convites não aceitos.";"Ваш загін не може почати нову сесію, поки є неприйняті запрошення.";"Vaš odred ne može startovati novu sesiju dok pozivnice nisu prihavćene.";"Az osztagod addig nem kezdhet csatába, amíg van függőben lévő meghívó.";"수락하지 않은 초대가 있으면 편대가 새로운 세션을 시작할 수 없습니다.";"Ваш звяз не можа пачаць новы сеанс, пакуль ёсць непрынятыя запрашэнні.";"Detașamentul tău nu poate începe o sesiune nouă cât timp există invitații neacceptate.";"尚\t有\t未\t回\t應\t的\t小\t隊\t邀\t請，\t無\t法\t開\t始\t新\t遊\t戲。";"尚\t有\t未\t回\t应\t的\t小\t队\t邀\t请，\t无\t法\t开\t始\t新\t游\t戏。";"Tổ đội của bạn không thể bắt đầu trận mới khi đang có lời mời chưa phản hồi.";;
"squad/has_non_accept_invites";"Your squad has unaccepted invites";"Votre escouade a des invitations non acceptées";"Il tuo plotone ha degli inviti sospesi";"Die Staffel verfügt über nicht akzeptierte Einladungen";"Tu escuadrón tiene invitaciones sin aceptar";"В отряде есть непринятые приглашения";"Twój oddział nie zaakceptował wszystkich zaproszeń";"Tvá skupina má nepřijaté pozvánky";"Manganın kabul edilmemiş davetiyeleri var";"小\t队\t还\t有\t尚\t未\t确\t认\t的\t邀\t请";"部隊に\t未承認の\t招待があります。";"Sua esquadrilha tem convites não aceitos";"У загоні є неприйняті запрошення";"Vaš odred ima ne-prihvaćenih pozivnica";"Az osztagodnak még van függőben lévő meghívója.";"편대에 수락받지 않은 초대가 있습니다.";"У атрадзе ёсць непрынятыя запрашэнні";"Detașamentul tău are invitații neacceptate.";"小\t隊\t中\t還\t有\t尚\t未\t回\t覆\t確\t認\t的\t邀\t請";"小\t队\t还\t有\t尚\t未\t确\t认\t的\t邀\t请";"Tổ đội của bạn có lời mời chưa phản hồi";;
"squad/not_all_ready";"Not all squad members are ready.";"Tous les membres de l'escouade ne sont pas prêts.";"Non tutti i membri del plotone sono pronti.";"Es sind noch nicht alle Staffelmitglieder bereit.";"No están listos todos los miembros del escuadrón.";"Не все члены отряда готовы.";"Nie wszyscy członkowie oddziału są gotowi.";"Všichni členové skupiny nejsou připraveni";"Manga üyelerinin hepsi hazır değil.";"部\t分\t小\t队\t成\t员\t尚\t未\t准\t备\t就\t绪";"全ての\t分隊の\tメンバーが\t準備完了というわけではありません。";"Nem todos os membros da esquadrilha estão prontos.";"Не всі члени загону готові.";"Nisu spremni svi članovi odreda.";"Nem áll készen az osztag minden tagja.";"아직 준비되지 않은 편대원이 있습니다.";"Не ўсе члены звязу гатовыя.";"Nu sunt pregătiți toți membrii detașamentului.";"還\t有\t小\t隊\t成\t員\t尚\t未\t準\t備\t就\t緒";"部\t分\t小\t队\t成\t员\t尚\t未\t准\t备\t就\t绪";"Thành viên biên đội chưa sẵn sàng.";;
"squad/not_all_in_operation";"Not all squad members are in the operation.";"Tous les membres de l’escouade ne sont pas en opération.";"Non tutti i membri del plotone sono nell'operazione.";"Nicht alle Staffelmitglieder sind in der Operation.";"No todos los miembros del escuadrón están en la operación.";"Не все члены отряда находятся в операции.";"Nie wszyscy członkowie oddziału biorą udział w operacji.";"Ne všichni členové oddílu fungují.";"Manga üyelerin hepsi operasyonda değil.";"部\t分\t小\t队\t成\t员\t未\t加\t入\t行\t动。";"まだ\t全ての\t分隊員が\t準備を\t完了していません。";"Nem todos os membros da esquadrilha estão em operação.";"Не всі члени загону перебувають у операції.";"Nisu svi članovi odreda u operaciji.";"Nincs az osztag minden tagja a hadműveletben.";"작전에 참가하지 않은 편대원이 있습니다.";"Не ўсе члены атраду знаходзяцца ў аперацыі.";"Not all squad members are in the operation.";"部\t分\t小\t隊\t成\t員\t未\t加\t入\t遊\t戲。";"Not all squad members are in the operation.";"Tất cả các thành viên tổ đội đang trong trận đấu.";;
"squad/not_all_crews_ready";"Not all squad crews are ready.";"Tous les équipages de l'escouade ne sont pas prêts.";"Non tutti gli equipaggi del plotone sono pronti.";"Nicht alle Besatzungen der Staffelmitglieder sind bereit.";"No todas las tripulaciones del escuadrón están listas.";"Не все экипажи отряда готовы.";"Nie wszystkie załogi w oddziale są gotowe.";"Ne všichni členové osádky jsou připraveni";"Manga mürettebatlarının hepsi hazır değil.";"部\t分\t小\t队\t成\t员\t的\t乘\t员\t组\t尚\t未\t准\t备\t就\t绪";"すべての\t分隊の\t準備が\t整っていません。";"Nem todos os membros da esquadrilha estão prontos.";"Не всі екіпажі загону готові.";"Nisu spremne sve posade članova odreda.";"Nem áll készen az osztag minden legénysége.";"아직 준비되지 않은 편대원이 있습니다.";"Не ўсе экіпажы звязу гатовыя.";"Nu sunt pregătite toate echipajele detașamentului.";"部\t分\t小\t隊\t成\t員\t的\t乘\t員\t組\t尚\t未\t準\t備\t就\t緒。";"部\t分\t小\t队\t成\t员\t的\t乘\t员\t组\t尚\t未\t准\t备\t就\t绪";"Tất cả các kíp lái của tổ đội chưa sẵn sàng.";;
"squad/has_offline_members";"Not all squad members are in game";"Tous les membres de l’escouade ne sont pas en jeu";"Non tutti i membri del plotone sono collegati";"Nicht alle Staffelmitglieder sind mit dem Spiel verbunden.";"No todos los miembros del escuadrón están en el juego";"Не все члены отряда находятся в игре";"Nie wszyscy członkowie oddziału są obecni w grze";"Všichni členové skupiny nejsou ve hře";"Manga üyelerinin hepsi oyunda değil";"部\t分\t小\t队\t成\t员\t未\t登\t入\t游\t戏";"まだ\t全ての\t分隊員が\t準備を\t完了していません";"Nem todos os membros da esquadrilha estão no jogo";"Не всі члени загону знаходяться в грі";"Nisu svi članovi odreda u igri";"Nincs az osztag minden tagja bejelentkezve a játékba.";"게임을 실행하지 않은 편대원이 있습니다.";"Не ўсе члены звязу зараз у гульні";"Nu sunt în joc toți membrii detașamentului.";"還\t有\t小\t隊\t成\t員\t尚\t未\t登\t入\t遊\t戲";"部\t分\t小\t队\t成\t员\t未\t登\t陆\t游\t戏";"Tất cả các thành viên tổ đội không có trong trò chơi";;
"squad/leave_squad_for_invite";"You need to leave the squad to accept the invitation.";"Vous devez quitter l’éscouade pour accepter l’invitation.";"Devi abbandonare il plotone per accettare l'invito.";"Du musst die Staffel verlassen, um diese Einladung anzunehmen.";"Necesitas abandonar el escuadrón para aceptar la invitación.";"Вам необходимо покинуть отряд для принятия приглашения.";"Musisz opuścić oddział, by przyjąć zaproszenie.";"Pro přijetí pozvánky musíš opustit skupinu";"Daveti kabul etmek için mangdan ayrılmanız gerekiyor.";"退\t出\t当\t前\t小\t队\t后\t才\t能\t接\t受\t此\t邀\t请。";"招待を\t受けるには\t分隊を\t出る\t必要があります。";"Você precisa sair da esquadrilha para aceitar o convite.";"Вам потрібно залишити загін, щоб прийняти запрошення.";"Morate napustiti odred za prihvaćanje poziva.";"A meghívás elfogadásához el kell hagynod az osztagot.";"초대를 받기 위해서는 편대를 떠나야 합니다";"Вам трэба пакінуць звяз, каб прыняць запрашэнне.";"Trebui să părăsești detașamentul pentru a putea accepta invitația.";"退\t出\t當\t前\t小\t隊\t後\t才\t能\t接\t受\t此\t邀\t請。";"退\t出\t当\t前\t小\t队\t后\t才\t能\t接\t受\t此\t邀\t请。";"Bạn cần phải rời tổ đội để chấp nhận lời mời.";;
"squad/leave_squad_for_application";"You need to leave the squad to apply for membership.";"Vous devez quitter l'escouade pour faire une demande de candidature.";"Devi abbandonare il plotone per presentare la domanda di adesione.";"Du musst die Staffel verlassen, um dich als Mitglied zu bewerben.";"Necesitas abandonar el escuadrón para pedir membresía.";"Вам необходимо покинуть отряд для отправки запроса на присоединение.";"Musisz opuścić oddział by aplikować o członkostwo.";"Pro žádost o členství musíš opustit skupinu";"Üyeliğe başvurmak için mangadan ayrılmanız gerekiyor.";"需\t要\t离\t开\t小\t队\t以\t接\t受\t邀\t请";"入隊を\t申し\t込むには、\t分隊を\t抜ける\t必要があります。";"Você precisa sair da esquadrilha para se pedir adesão.";"Вам необхідно залишити загін для надсилання запиту на приєднання.";"Morate napustiti odred za prijavu članarine.";"El kell hagynod az osztagot, hogy jelentkezési kérelmet nyújthass be.";"가입 신청을 위해서는 편대를 떠나야 합니다";"Вам трэба пакінуць звяз, каб адправіць запыт на далучэнне.";"Trebuie să părăsești detașamentul pentru a putea a solicita aderarea ca membru.";"需\t要\t離\t開\t小\t隊\t以\t接\t受\t邀\t請。";"需\t要\t离\t开\t小\t队\t以\t接\t受\t邀\t请";"Bạn cần phải rời khỏi tổ đội để đăng kí thành viên quân đoàn.";;
"squad/readiness";"Readiness";"État de préparation";"Stato";"Bereitschaft";"Estado";"Готовность";"Gotowość";"Příprava";"Hazırlık";"准\t备\t状\t态";"準備";"Prontidão";"Готовність";"Spremnost";"Készenlét";"민첩함";"Гатоўнасць";"Stare pregătire";"準\t備\t就\t緒";"准\t备\t状\t态";"Sẵn sàng";;
"squad/player_readiness";"Player readiness";"État de préparation du joueur";"Stato del giocatore";"Spielerbereitschaft";"Estado del jugador";"Готовность игрока";"Gotowość gracza";"Příprava hráče";"Oyuncu hazırlığı";"玩\t家\t准\t备\t状\t态";"プレイヤーの\t準備";"Prontidão do jogador";"Готовність гравця";"Spremnost igrača";"Játékos készenléte";"플레이어 준비됨";"Гатоўнасць гульца";"Stare jucător";"玩\t家\t準\t備\t就\t緒";"玩\t家\t准\t备\t状\t态";"Người chơi sẵn sàng";;
"squad/crews_readiness";"Readiness of the crews";"État de préparation des équipages";"Stato degli equipaggi";"Besatzungsbereitschaft";"Estado de las tripulaciones";"Готовность экипажей";"Gotowość załóg";"Příprava osádek";"Mürettebatların hazırlığı";"乘\t员\t组\t准\t备\t状\t态";"搭乗員の\t準備";"Prontidão das tripulações";"Готовність екіпажів";"Spremnost posada";"Legénységek készenléte";"승무원 준비상태";"Гатоўнасць экіпажаў";"Stare echipaje";"乘\t組\t員\t準\t備\t就\t緒";"乘\t员\t组\t准\t备\t状\t态";"Kíp lái sẵn sàng";;
"squad/vehicles_presence";"Presence of suitable vehicles";"Présence de véhicules adaptés";"Presenza di unità adatte";"Passende Fahrzeuge";"Presencia de vehículos adecuados";"Наличие подходящей техники";"Obecność odpowiednich pojazdów";"Přítomnost vhodných strojů";"Uygun araçların varlığı";"载\t具\t可\t用\t状\t态";"適切な\t兵器の\t存在";"Presença de veículos adequados";"Наявність відповідної техніки";"Prisutnost odgovarajućih vozila";"Megfelelő járművek megléte";"적절한 장비 유무";"Наяўнасць прыдатнай тэхнікі";"Prezență vehicule adecvate";"載\t具\t可\t用\t狀\t態";"载\t具\t可\t用\t状\t态";"Sự hiện của các phương tiện phù hợp.";;
"msg/switch_off_ready_flag";"To continue, you must cancel the status of readiness in your squad.
Cancel the readiness status?";"Pour continuer, vous devez annuler le statut de disponibilité dans votre équipe. Annuler l'état de préparation ?";"Per continuare, devi annullare il ""pronto"" nella tua squadra.
Vuoi annullare lo stato?";"Um fortzufahren, musst du deinen Bereitschaftsstatus in der Staffel abbrechen.
Bereitschaftsstatus abbrechen?";"Para continuar, debes cancelar el estado de preparación en tu escuadrón.
¿Cancelar el estado de preparación?";"Для продолжения вам необходимо отменить готовность в отряде.
Отменить готовность?";"Aby kontynuować, musisz anulować stan gotowości w swoim składzie.
Anulować stan gotowości?";"Chceš-li pokračovat, je nutné zrušit stav připravenosti tvé skupiny
Zrušit stav připravenosti?";"Devam etmek için manganıızın hazır olma durumunu iptal etmelisiniz.
Hazır olma iptal edilsin mi?";"必\t须\t取\t消\t准\t备\t才\t能\t继\t续\t该\t操\t作。
确\t定\t要\t解\t除\t准\t备\t状\t态\t吗？";"続行するには、\t分隊の\t準備\tステータスを\tキャンセルする\t必要があります。\t
準備\tステータスを\tキャンセルしますか？";"Para continuar, precisa de cancelar o estado de pronto na sua esquadrilha.
Cancelar?";"Для продовження вам необхідно скасувати готовність в загоні.
Скасувати готовність?";"Za nastavak morate promeniti status spremnosti vašeg odreda.
Otkaži spremnost odreda?";"A folytatáshoz vissza kell vonnod az osztagodban a készenléti állapotodat.
Visszavonod a készenléti állapotot?";"계속 진행하려면 편대에서 준비를 해제해야만 합니다.
준비상태를 해제하시겠습니까?";"Каб працягнуць, вам трэба скасаваць стан гатоўнасці ў сваім звязе.
Ці скасаваць гатоўнасць?";"Pentru a continua, trebuie să anulezi starea «Pregătit» din detașamentul tău.
Anulezi starea de pregătit?";"必\t須\t取\t消\t小\t隊\t準\t備\t狀\t態\t才\t能\t繼\t續\t該\t操\t作。
確\t定\t要\t解\t除\t準\t備\t狀\t態\t嗎？";"必\t须\t取\t消\t准\t备\t才\t能\t继\t续\t该\t操\t作。
确\t定\t要\t解\t除\t准\t备\t状\t态\t吗？";"Để tiếp tục, bạn phải hủy bỏ trạng thái sẵn sàng trong biên đội của bạn.
Bạn hủy bỏ chứ?";;
"msg/switch_off_crews_ready_flag";"To continue, you must cancel the status of readiness in your crews.
Cancel the readiness status?";"Pour continuer, vous devez annuler le statut de disponibilité dans votre groupe. Annuler l'état de préparation ?";"Per continuare, devi annullare il ""pronto"" nella tua squadra.
Vuoi annullare lo stato?";"Um fortzufahren, musst du deinen Bereitschaftsstatus deiner Besatzungen abbrechen.
Bereitschaftsstatus abbrechen?";"Para continuar, debes cancelar el estado de preparación en tus tripulaciones.
¿Cancelar el estado de preparación?";"Для продолжения вам необходимо отменить готовность экипажей.
Отменить готовность?";"Aby kontynuować, musisz anulować stan gotowości w swoim składzie.
Anulować stan gotowości?";"Chceš-li pokračovat, je nutné zrušit stav připravenosti tvých osádek
Zrušit stav připravenosti?";"Devam etmek için mürettebatınızdaki hazır olma durumunu iptal etmelisiniz.
Hazır olma durumu iptal edilsin mi?";"必\t须\t取\t消\t乘\t员\t组\t准\t备\t才\t能\t继\t续\t该\t操\t作。
确\t定\t要\t解\t除\t准\t备\t状\t态\t吗？";"続行するには、\t搭乗員の\t準備\tステータスを\tキャンセルする\t必要があります。\t
準備\tステータスを\tキャンセルしますか？";"Para continuar, você deve cancelar o status de prontidão em suas tripulações.
Cancelar o status de prontidão?";"Для продовження вам необхідно скасувати готовність екіпажів.
Скасувати готовність?";"Za nastavak morate promeniti status spremnosti vaših posada.
Otkaži status spremnosti?";"A folytatáshoz vissza kell vonnod a legénységeid készenléti állapotát.
Visszavonod a készenléti állapotot?";"계속하려면 승무원 준비를 취소해야 합니다. 정말로 준비 상태를 취소하겠습니까?";"Каб працягнуць, вам трэба скасаваць стан гатоўнасці экіпажаў.
Ці скасаваць гатоўнасць?";"Pentru a continua, trebuie să anulezi starea «Pregătit» pentru echipajele tale.
Anulezi starea de pregătit?";"若\t要\t繼\t續，\t需\t要\t先\t取\t消\t乘\t組\t員\t準\t備\t狀\t態。
取\t消\t準\t備\t狀\t態\t嗎?";"必\t须\t取\t消\t乘\t员\t组\t准\t备\t才\t能\t继\t续\t该\t操\t作。
确\t定\t要\t解\t除\t准\t备\t状\t态\t吗？";"Để tiếp tục, bạn phải hủy bỏ trạng thái sẵn sàng ở kíp lái của bạn.
Bạn hủy bỏ chứ?";;
"squad/only_leader_can_queue";"Only the squad leader can queue for a battle.";"Seul le chef d'escouade peut mettre une bataille en file d'attente.";"Solo il comandante del plotone può entrare in coda per la battaglia.";"Nur der Staffelführer kann die Staffel in die Warteschlange für eine Zufallsschlacht einreihen.";"Solo el líder del escuadrón puede ponerse a la cola de una batalla.";"Только лидер отряда может записать в очередь на бой.";"Tylko dowódca oddziału może kolejkować bitwę.";"Pouze velitel skupiny ji může zařadit do fronty na bitvu";"Sadece manga lideri savaş için sıraya girebilir.";"只\t有\t小\t队\t长\t能\t决\t定\t何\t时\t“加\t入\t战\t斗”";"出撃命令は\t分隊長のみが\t下せます。";"Apenas o líder da esquadrilha pode selecionar batalha na fila de espera.";"Тільки лідер загону може записати в чергу на бій.";"Samo vas vođa odreda može prijaviti za bitku.";"Csak az osztag parancsnoka tud belépni a várólistára.";"편대장만이 편대 전체를 대기열에 입장시킬 수 있습니다.";"Толькі камандзір атраду мае права запісаць у чаргу на бой.";"Doar liderul detașamentului poate începe lupta.";"只\t有\t小\t隊\t長\t能\t決\t定\t何\t時\t“加\t入\t戰\t鬥”。";"只\t有\t小\t队\t长\t能\t决\t定\t何\t时\t“加\t入\t战\t斗”";"Chỉ có chỉ huy tổ đội mới có thể tìm trận.";;
"squad/only_leader_can_cancel";"Only the squad leader can cancel a queued battle.";"Seul le chef d'escouade peut annuler une bataille en file d'attente.";"Solo il comandante del plotone può annullare una battaglia in coda.";"Nur der Staffelführer kann die Staffel aus der Warteschlange entfernen.";"Solo el líder del escuadrón puede dejar de estar a la cola de una batalla.";"Только лидер отряда может отменить запись в очередь на бой.";"Tylko dowódca oddziału może anulować bitwę znajdującą się w kolejce.";"Frontu na bitvu může zrušit pouze velitel skupiny";"Savaş için girilmiş sıradan yalnızca manga lideri çıkabilir.";"只\t有\t小\t队\t长\t能\t取\t消\t排\t队";"出撃取消命令は\t分隊長のみが\t下せます。";"Apenas o líder da esquadrilha pode cancelar uma batalha na fila de espera.";"Тільки лідер загону може скасувати запис в чергу на бій.";"Samo vođa odreda može prekinuti prijavu za bitku.";"Csak az osztag parancsnoka tud kilépni a várólistáról.";"편대장만이 편대 전체를 대기열에서 퇴장시킬 수 있습니다.";"Толькі камандзір звязу мае права адклікаць з чаргі на бой.";"Doar liderul detașamentului poate anula lupta.";"只\t有\t小\t隊\t隊\t長\t才\t能\t取\t消\t戰\t鬥\t序\t列\t排\t隊";"只\t有\t小\t队\t长\t能\t取\t消\t排\t队";"Chỉ có chỉ huy biên đội mới có thể hủy đợi vào trận chiến.";;
"squad/only_leader_can_invite";"Only a squad leader can invite.";"Seul le chef d'escouade peut inviter.";"Solo il comandante del plotone può inviare inviti.";"Nur der Staffelführer kann Einladungen verschicken.";"Solo el líder del escuadrón puede invitar a otros usuarios.";"Только лидер отряда может приглашать.";"Tylko dowódca oddziału może wysyłać zaproszenia.";"Pouze velitel skupiny má právo zvát nové členy";"Sadece manga lideri davet edebilir.";"只\t有\t小\t队\t长\t能\t发\t出\t邀\t请";"分隊編成の\t招待は\t分隊長のみが\t可能です。";"Apenas o Líder da esquadrilha pode convidar.";"Тільки лідер загону може запрошувати.";"Samo vođa odreda može pozvati druge članove.";"Csak az osztag parancsnoka tud új tagokat meghívni.";"편대장만이 새로운 편대원을 초대할 수 있습니다.";"Толькі камандзір звязу мае права запрашаць новых членаў.";"Doar liderul detașamentului poate trimite invitații.";"只\t有\t小\t隊\t隊\t長\t能\t發\t送\t邀\t請";"只\t有\t小\t队\t长\t能\t发\t出\t邀\t请";"Chỉ có chỉ huy biên đội có thể mời.";;
"squad/cant_join_queue";"You haven't managed to join the queue with your squad.";"Vous n'avez pas réussi à rejoindre la file d'attente avec votre équipe.";"Non sei riuscito ad entrare in coda con la tua squarda.";"Du konntest der Warteschlange nicht mit deiner Staffel beitreten.";"No has conseguido unirte a la cola con tu escuadrón.";"Вы не смогли присоединиться к очереди со своим отрядом.";"Nie udało się dołączyć do kolejki z Twoim składem.";"Nepodařilo se ti vstoupit do fronty s tvou skupinou";"Manganız ile sıraya girmediniz.";"未\t能\t与\t小\t队\t一\t起\t加\t入\t等\t待\t序\t列";"分隊と\tキューに\t加わることができていません。";"Não conseguiu entrar na fila com a sua esquadrilha.";"Ви не змогли приєднатися до черги зі свого загону.";"Niste uspeli ući u red čekanja sa vašim odredom.";"Nem sikerült csatlakoznod az osztagoddal a városlistához.";"편대와 함께 대기열에 들어오지 않았습니다.";"Вам не ўдалося далучыцца да чаргі са сваім звязам.";"Nu ai reușit să te alături unei lupte cu detașamentul tău.";"未\t能\t與\t小\t隊\t一\t起\t加\t入\t等\t待\t序\t列。";"未\t能\t与\t小\t队\t一\t起\t加\t入\t等\t待\t序\t列";"Bạn không có quyền quản lý việc tham gia xếp hạng đợi với biên đội của bạn.";;
"squad/cant_leave_queue_in_squad";"You can't leave queue while you are in a squad";"Vous ne pouvez quitter la file d’attente pendant si vous êtes êtes dans une escouade";"Non puoi abbandonare la coda mentre sei in un plotone";"Du kannst die Warteschlange als Staffelmitglied nicht verlassen";"No puedes dejar la cola mientras estás en un escuadrón";"Вы не можете покинуть очередь, пока находитесь в отряде";"Nie możesz opuścić kolejki będąc w oddziale";"Nemůžeš opustit frontu, dokud jsi ve skupině";"Bir mangadayken sıradan ayrılamazsınız.";"目\t前\t处\t于\t小\t队\t中，\t无\t法\t离\t开\t队\t列";"分隊に\t所属している\t間、\tキューから\t離れることはできません";"Você não pode sair da fila enquanto estiver em uma esquadrilha";"Ви не можете залишити чергу, поки перебуваєте в загоні";"Ne možete napustiti čekanje dok ste u odredu";"Nem hagyhatod el a várólistát, amíg osztagban vagy.";"편대에 소속되어 있는 동안은 대기열을 떠날 수 없습니다.";"Вы не можаце пакінуць чаргу, пакуль знаходзіцеся ў складзе звязу";"Nu poți părăsi coada de așteptare cât timp ești într-un detașament.";"目\t前\t處\t於\t小\t隊\t中，\t無\t法\t離\t開\t隊\t列";"目\t前\t处\t于\t小\t队\t中，\t无\t法\t离\t开\t队\t列";"Bạn không thể rời hàng chờ khi đang trong tổ đội";;
"squad/cant_switch_off_readyness_in_queue";"You can't switch readiness status when the squad is in a battle queue";"Vous ne pouvez pas changer de statut ""prêt"" lorsque l’escouade est dans une file d’attente pour la bataille";"Non puoi premere su ""pronto"" quando il plotone è in coda per la battaglia";"Du kannst deinen Bereitschaftsstatus nicht ändern, solange sich die Staffel in der Warteschlange befindet";"No puedes cambiar el estado de preparación cuando el escuadrón está en una cola de batalla";"Нельзя изменить состояние готовности, если отряд стоит в очереди в бой";"Nie możesz zmienić statusu gotowości, kiedy oddział znajduje się w kolejce bitewnej";"Nemůžeš změnit stav připravenosti, pokud je skupina ve frontě na bitvu";"Manganız bir savaş kuyruğundayken hazır olma durumunuzu değiştiremezsiniz";"在\t排\t队\t时\t无\t法\t切\t换\t准\t备\t状\t态";"分隊が\tキューの\t時に\t切り\t替えることはできません";"Você não pode mudar o status de prontidão quando a esquadrilha está na fila de batalha";"Не можна змінити стан готовності, якщо загін стоїть в черзі в бій";"Ne možete promeniti status dok odred čeka za bitku";"Nem változtathatod meg a készenléti állapotod miközben az osztagod várólistán van.";"편대가 전투 대기열에 있을 때 준비 상태를 변경할 수 없습니다.";"Нельга змяніць стан гатоўнасці, калі звяз знаходзіцца ў чарзе ў бой";"Nu-ți poți schimba starea de pregătire când detașamentul este în coada de așteptare pentru o bătălie.";"在\t排\t隊\t時\t無\t法\t切\t換\t準\t備\t狀\t態";"在\t排\t队\t时\t无\t法\t切\t换\t准\t备\t状\t态";"Bạn không thể thay đổi trạng thái sẵn sàng khi tổ đội của bạn đang trong hàng chờ";;
"cant_join/incorrect_event";"Event hasn't been found.";"L'événement n'a pas été trouvé.";"Evento non trovato.";"Ereignis wurde nicht gefunden.";"No se ha encontrado el evento.";"Событие не найдено.";"Wydarzenie nie zostało znalezione.";"Event nenalezen";"Etkinlik bulunamadı.";"找\t不\t到\t该\t事\t件";"イベントがありません。";"Evento não foi encontrado.";"Подія не знайдена.";"Event nije pronađen.";"Az esemény nem található.";"이벤트가 없습니다.";"Падзея не знойдзена.";"Evenimentul nu a fost găsit.";"找\t不\t到\t該\t活\t動";"找\t不\t到\t该\t事\t件";"Không tìm thấy sự kiện.";;
"cant_join/incorrect_my_queue_data";"Incorrect queue data.";"Données de file d'attente incorrectes.";"Dati di coda errati.";"Daten der Warteschlange inkorrekt.";"Datos incorrectos de la cola.";"Некорректные данные очереди.";"Nieprawidłowe dane kolejki.";"Nesprávná data fronty.";"Yanlış sıra bilgisi.";"队\t列\t数\t据\t出\t错";"不正な\tキューデータです。";"Dados da fila incorretos.";"Некоректні дані черги.";"Netačni podaci reda čekanja.";"Helytelen várólistaadat.";"잘못된 대기열 데이터입니다.";"Памылковыя даныя чаргі.";"Date incorecte coadă de așteptare";"隊\t列\t數\t據\t錯\t誤";"队\t列\t数\t据\t出\t错";"Dữ liệu xếp hàng đợi không chính xác.";;
"squad/leaveChannel";"You have left the squad.";"Vous avez quitté l'escouade.";"Hai abbandonato il plotone.";"Du hast die Staffel verlassen.";"Has abandonado el escuadrón.";"Вы покинули отряд.";"Opuściłeś oddział.";"Opustil jsi skupinu";"Mangadan ayrıldınız.";"已\t离\t开\t小\t队。";"分隊から\t離脱しました。";"Você deixou a esquadrilha.";"Ви покинули загін.";"Napustili ste odred.";"Elhagytad az osztagot.";"편대에서 나왔습니다.";"Вы пакінулі звяз.";"Ai părăsit detașamentul.";"已\t離\t開\t小\t隊";"已\t离\t开\t小\t队。";"Bạn đã rời biên đội.";;
"squad/joinChannel";"You have joined the squad.";"Vous avez rejoint l'escouade.";"Ti sei unito al plotone.";"Du bist der Staffel beigetreten.";"Te has unido al escuadrón.";"Вы присоединились к отряду.";"Dołączyłeś do oddziału.";"Připojil ses do skupiny";"Mangaya katıldınız.";"已\t加\t入\t小\t队。";"分隊に\t参加しました。";"Você se juntou à esquadrilha.";"Ви приєдналися до загону.";"Ušli ste u odred.";"Csatlakoztál az osztaghoz.";"편대에 참여했습니다.";"Вы ўступілі ў звяз.";"Te-ai alăturat detașamentului.";"已\t加\t入\t小\t隊";"已\t加\t入\t小\t队。";"Bạn đã tham gia biên đội.";;
"squad/player_join";"%s has joined the squad.";"%s a rejoint l'escouade.";"%s si è unito al plotone.";"%s ist der Staffel beigetreten.";"%s se ha unido al escuadrón.";"%s присоединился к отряду.";"%s dołączył do oddziału.";"%s se připojil do skupiny";"%s mangaya katıldı.";"%s 加\t入\t了\t小\t队。";"%s が\t分隊に\t入隊しました";"%s entrou na esquadrilha.";"%s приєднався до загону";"%s je ušao u odred";"%s csatlakozott az osztaghoz.";"%s 이(가) 편대에 들어왔습니다.";"%s уступіў у звяз.";"%s s-a alăturat detașamentului.";"%s 已\t經\t加\t入\t小\t隊";"%s 加\t入\t了\t小\t队。";"%s đã tham gia biên đội";;
"squad/player_leave";"%s has left the squad.";"%s a quitté l'escouade.";"%s ha abbandonato il plotone.";"%s hat die Staffel verlassen.";"%s ha abandonado el escuadrón.";"%s покинул отряд.";"%s opuścił oddział.";"%s opustil skupinu";"%s mangadan ayrıldı.";"%s 离\t开\t了\t小\t队。";"%s が\t分隊から\t離脱しました";"%s deixou a esquadrilha.";"%s покинув загін";"%s je napustio odred";"%s elhagyta az osztagot.";"%s 이(가) 편대에서 나갔습니다.";"%s пакінуў звяз.";"%s a părăsit detașamentul.";"%s 離\t開\t了\t小\t隊";"%s 离\t开\t了\t小\t队。";"%s đã rời biên đội";;
