"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"tutorial02_dialogue11_p02";"Lower engine power to zero.";"Réduisez la puissance du moteur à zéro.";"Diminuisci la potenza del motore a zero.";"Senken Sie die Motorleistung auf Null.";"Disminuye la potencia del motor a cero.";"Сбросьте мощность до нуля.";"Zmniejsz moc silnika do zera.";"Sniž výkon motoru na nulu";"Motor gücünü sıfıra getir.";"将\t节\t流\t阀\t收\t至\t零\t。";"エンジンパワーを\tゼロへ";"Baixa a potência do motor a zero.";"Lower engine power to zero.";"Скиньте потужність до нуля.";"Smanjite snagu motora na nulu.";"Csökkentsd a motor teljesítményét nullára.";"출력을 0으로 줄여.";"Скіньце цягу да нулю.";"Redu puterea motorului la zero.";"把引擎功率降到零。";"将\t节\t流\t阀\t收\t至\t零\t。";;
"tutorial02_dialogue11_p03";"Keep pulling the throttle lever to activate the brakes.";"Continuer à tirer sur le levier d’accélérateur pour actionner les freins.";"Continua a tirare la manetta per attivare i freni.";"Ziehen Sie den Gashebel, um die Bremsen zu aktivieren.";"Continúa tirando de la palanca del acelerador para activar los frenos.";"Продолжайте тянуть рукоять газа на себя, чтобы включились тормоза.";"Dalej ciągnij za dźwignię przepustnicy, by włączyć hamulce.";"Pokračujte v tlaku na plynovou páku a aktivujte brzdy.";"Frenleri devreye sokmak için gaz kolunu çekmeyi sürdür.";"继\t续\t减\t小\t节\t流\t阀\t，\t启\t动\t刹\t车\t。";"スロットルレバーを\t下げ\t続ければ\tブレーキが\t作動する";"Continua puxando a alavanca do acelerador para activar os travões.";"Keep pulling the throttle lever to activate the brakes.";"Тягніть важіль газу до себе, щоб почалося гальмування.";"Nastavite sa smanjivanjem snage motora za aktiviranje kočnica.";"Tartsd a gázkart negatív állásban, hogy a fékek működésbe lépjenek.";"브레이크를 작동시키려면 스로틀 레버를 계속 당기고 있어야 된다.";"Утрымлівайце клавішу, каб пачаць тармажэнне.";"Continuă să tragi înapoi de manșa de accelerație pentru a activa frânele.";"拉住節流閥，啟動刹車。";"继\t续\t减\t小\t节\t流\t阀\t，\t启\t动\t刹\t车\t。";;
"tutorial02_dialogue12_p01";"Excellent landing!";"Excellent atterrissage !";"Atterraggio perfetto!";"Ausgezeichnete Landung!";"¡Excelente aterrizaje!";"Превосходная посадка!";"Wspaniałe lądowanie!";"Vynikající přistání!";"Mükemmel bir iniş!";"漂\t亮\t的\t着\t陆\t！";"見事な\t着陸だ";"Excelente aterragem!";"Excellent landing!";"Неперевершена посадка!";"Odlično sletanje!";"Kiváló landolás!";"잘 했어!";"Бліскучая пасадка!";"Excelentă aterizare!";"漂亮的著陸！";"漂\t亮\t的\t着\t陆\t！";;
"tutorial02_dialogue12_p02";"Congratulations, you have mastered the hardest part of piloting airplanes!";"Félicitations, vous maîtrisez la partie la plus difficile du pilotage d’avions !";"Congratulazioni, hai dominato la parte più difficile del pilotare un aereo!";"Glückwunsch, Sie haben den schwierigsten Teil der Flugzeugsteuerung gemeistert!";"¡Felicidades, has dominado la parte más difícil de pilotear aviones!";"Поздравляю, вы преодолели самый сложный этап пилотирования самолёта!";"Gratulacje, udało ci się opanować najtrudniejszy element sztuki pilotażu!";"Gratuluji vám, podařilo se vám zvládnout nejtěžší část pilotáže!";"Tebrikler, uçak pilotluğunun en zor kısmını kavradın.";"祝\t贺\t你\t成\t功\t掌\t握\t了\t驾\t驶\t飞\t机\t最\t难\t的\t技\t巧\t！";"おめでとう　\t君は\t飛行機の\t操縦で\t最も\t難しい\t部分を\tマスターした";"Parabéns, dominas agora a parte mais difícil de pilotagem de aviões!";"Congratulations, you have mastered the hardest part of piloting airplanes!";"Мої вітання, ви подолали найскладніший етап пілотування літака!";"Čestitamo, savladali ste najteži deo letenja avionom!";"Gratulálunk! Kitanultad a repülőgép vezetés legnehezebb fortélyait!";"축하한다. 귀관은 비행기 조종의 가장 어려운 부분을 숙달했다!";"Віншую, вы прайшлі самую цяжкую частку лётнага курса!";"Felicitări, ai stăpânit cea mai grea parte din pilotarea avioanelor!";"祝賀你，你已經掌握了駕駛飛機中最難的部分！";"祝\t贺\t你\t成\t功\t掌\t握\t了\t驾\t驶\t飞\t机\t最\t难\t的\t技\t巧\t！";;
"tutorial02_dialogue12_p03";"Our country can be proud of a pilot like you!";"Notre pays peut être fier d’avoir un pilote comme vous !";"Il nostro paese può essere orgoglioso di avere un pilota come te!";"Unser Land kann stolz sein auf einen Piloten wie Sie!";"¡Nuestro país puede estar orgulloso de tener un piloto como tú!";"Страна может гордиться таким пилотом!";"Nasz kraj może być dumny z pilotów takich jak ty!";"Naše země může být hrdá na pilota jako jsi ty!";"Ülkemiz senin gibi bir pilotla gururlanacaktır!";"祖\t国\t因\t你\t这\t样\t的\t飞\t行\t员\t而\t感\t到\t骄\t傲\t！";"君のような\tパイロットは\t祖国の\t誇りとなるだろう";"O nosso país pode-se orgulhar de um piloto como tu!";"Our country can be proud of a pilot like you!";"Країна має пишатися таким пілотом!";"Naša zemlja može biti ponosna na pilota kao što ste vi!";"A hazánk büszke lehet az olyan pilótákra mint te!";"우리 조국은 자네같은 조종사를 자랑스러워 할 거야!";"Краіна мае ганарыцца такім пілотам!";"Țara noastră poate fi mândră de un pilot ca tine!";"我們的國家會因為有像你這樣的飛行員而感到驕傲的！";"祖\t国\t因\t你\t这\t样\t的\t飞\t行\t员\t而\t感\t到\t骄\t傲\t！";;
"tutorial02_dialogue13_p01";"Your speed is too high to land.";"Votre vitesse est trop importante pour atterrir.";"La tua velocità è troppo alta per atterrare.";"Ihre Geschwindigkeit ist zu hoch zum Landen.";"Tu velocidad es muy alta como para aterrizar.";"Ваш самолёт движется со слишком большой скоростью для посадки.";"Lecisz zbyt szybko, by wylądować.";"Na přistání letíš příliš rychle";"Hızın iniş için çok fazla.";"空\t速\t太\t高\t，\t不\t宜\t着\t陆\t。";"着陸するには\t速度が\t速過ぎる";"A tua velocidade é muito alta para aterrar.";"Your speed is too high to land.";"Ваш літак рухається занадто швидко задля посадки.";"Vaša brzina je prevelika za sletanje.";"Túl nagy a sebességed a leszálláshoz.";"속도가 너무 빠르다.";"Ваш самалёт рухаецца занадта хутка для пасадкі.";"Viteza ta este prea mare pentru a ateriza.";"你的飛行速度太快，無法著陸。";"空\t速\t太\t高\t，\t不\t宜\t着\t陆\t。";;
"tutorial02_dialogue13_p02";"You won't have enough time to slow down.";"Vous n’aurez pas assez de temps pour ralentir.";"Non avrai abbastanza tempo per ridurla.";"Sie haben nicht genug Zeit, langsamer zu werden.";"No tendrás tiempo suficiente para desacelerar.";"Вы не успеете затормозить.";"Nie wystarczy ci czasu, by zwolnić.";"Nebudete mít dostatek času na zpomalení.";"Yavaşlamak için yeterli zamanın kalmayacak.";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t空\t速\t了\t。";"減速する\t余裕はないぞ";"Não vais ter tempo suficiente para abrandar.";"You won't have enough time to slow down.";"Ви не встигнете загальмувати.";"Nećete imati dovoljno vremena da usporite.";"Nem lesz elég időd lassítani.";"감속할 여유가 없다.";"Вы не паспееце затармазіць.";"Nu vei avea timp suficient pentru a încetini.";"你沒有足夠的時間減速了。";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t空\t速\t了\t。";;
"tutorial02_dialogue14_p01";"Your altitude is too high to land.";"Votre altitude est trop élevée pour atterrir.";"La tua altezza è troppo elevata per atterrare.";"Sie sind zu hoch zum Landen.";"Tu altitud es muy alta como para aterrizar.";"Ваш самолёт слишком высоко относительно полосы.";"Lecisz zbyt wysoko, by wylądować.";"Na přistání jsi příliš vysoko";"İrtifan iniş için çok fazla.";"飞\t行\t高\t度\t过\t高\t，\t无\t法\t着\t陆\t。";"着陸するには\t高度が\t高過ぎる";"A tua altitude é demasiado alta para aterrar.";"Your altitude is too high to land.";"Ваш літак занадто високо над злітною смугою.";"Vaša visina je previsoka za sletanje.";"Túl magasan repülsz a leszálláshoz.";"고도가 너무 높다.";"Ваш самалёт занадта высока над узлётнай паласой.";"Altitudinea ta este prea mare pentru a ateriza.";"你的飛行高度太高，無法著陸。";"飞\t行\t高\t度\t过\t高\t，\t无\t法\t着\t陆\t。";;
"tutorial02_dialogue14_p02";"You won't have enough time to descend.";"Vous n’aurez pas assez de temps pour descendre.";"Non avrai abbastanza tempo per scendere.";"Sie haben nicht genug Zeit für den Sinkflug.";"No tendrás tiempo suficiente para descender.";"Вы не успеете снизиться.";"Nie wystarczy ci czasu, by opaść.";"Nebudete mít dostatek času na sestup.";"Alçalmak için yeterli zamanın kalmayacak.";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t高\t度\t了\t。";"降下する\t時間はないぞ";"Não vais ter tempo suficiente para descer.";"You won't have enough time to descend.";"Ви не встигнете знизитися.";"Nećete imati dovoljno vremena da se spustite.";"Nem lesz elég időd a magasság csökkentésére.";"강하할 틈이 없다.";"Вы не паспееце знізіцца.";"Nu vei avea timp suficient pentru a coborî.";"你沒有足夠的時間下降了。";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t高\t度\t了\t。";;
"tutorial02_dialogue15_p01";"Your plane is moving too fast, and its altitude is too high.";"Votre avion va trop vite, et votre altitude est trop élevée.";"Il tuo aereo si sta muovendo troppo velocemente e la sua altezza è troppo elevata.";"Ihr Flugzeug ist zu schnell und zu hoch.";"Tu avión se está moviendo muy rápidamente y tu altitud es muy elevada.";"Ваш самолёт движется со слишком большой скоростью и на слишком большой высоте.";"Twój samolot leci zbyt szybko i zbyt wysoko.";"Letíš příliš rychle a příliš vysoko";"Uçağın çok hızlı ilerliyor ve irtifası çok yüksek.";"空\t速\t和\t飞\t行\t高\t度\t均\t过\t高\t，\t无\t法\t着\t陆\t。";"機体の\t速度が\t速過ぎる　\tそれに\t高度も\t高過ぎるぞ";"O teu avião está a ir rápido de mais e a tua altitude está muito alta.";"Your plane is moving too fast, and its altitude is too high.";"Ваш літак рухається занадто швидко та занадто високо.";"Vaš avion se kreće prebrzo i visina mu je previsoka.";"A repülőgéped túl gyorsan és túl magasan repül.";"속도가 너무 빠르고, 고도도 너무 높다.";"Ваш самалёт рухаецца занадта хутка і занадта высока.";"Avionul tău se mișcă prea repede, iar altitudinea lui este prea mare.";"你的飛機速度太快，並且飛行高度過高。";"空\t速\t和\t飞\t行\t高\t度\t均\t过\t高\t，\t无\t法\t着\t陆\t。";;
"tutorial02_dialogue15_p02";"You won't have enough time to descend and slow the plane.";"Vous n’aurez pas assez de temps pour descendre et ralentir.";"Non avrai abbastanza tempo per scendere e rallentare l'aereo.";"Sie haben nicht genug Zeit für Sinkflug und Drosselung der Geschwindigkeit.";"No tendrás tiempo suficiente para descender y desacelerar el avión.";"Вы не успеете снизиться и затормозить.";"Nie wystarczy ci czasu, by opaść i wytracić prędkość.";"Nebudeš mít dostatek času na sestup a zpomalení";"Alçalmak ve uçağı yavaşlatmak için yeterli zamanın kalmayacak.";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t空\t速\t和\t高\t度\t了\t。";"降下する\t時間も\t減速する\t余裕もないぞ";"Não terás tempo suficiente para descer e abrandar o avião.";"You won't have enough time to descend and slow the plane.";"Ви не встигнете знизитися та загальмувати.";"Nećete imati dovoljno vremena da spustite i usporite avion.";"Nem lesz elég időd a magasság és sebesség csökkentésére.";"고도를 내리고 속도를 줄이기에 시간이 없다.";"Вы не паспееце знізіцца і затармазіць.";"Nu vei avea timp suficient pentru a coborî și pentru a încetini avionul.";"你沒有足夠的時間下降和減速了。";"已\t没\t有\t足\t够\t的\t时\t间\t来\t降\t低\t空\t速\t和\t高\t度\t了\t。";;
"tutorial02_dialogue16_p01";"Go around and be more careful next time.";"Recommencez et faites plus attention la prochaine fois.";"Fai un giro e stai più attento la prossima volta.";"Drehen Sie ab und seien Sie nächstes Mal vorsichtiger.";"Da una vuelta y ten más cuidado la próxima vez.";"Заходите на второй круг, в следующий раз будьте внимательнее.";"Zrób okrążenie i spróbuj jeszcze raz, tylko uważniej.";"Dejte si ještě jedno kolečko a příště si dejte větší pozor.";"Bir tur at ve bir dahaki sefere daha dikkatli ol.";"进\t入\t复\t飞\t程\t序\t，\t下\t次\t要\t更\t加\t小\t心\t。";"再旋回して\t慎重にやり\t直すんだ";"Dá a volta e tem mais cuidado da próxima vez.";"Go around and be more careful next time.";"Заходьте на друге коло, та наступного разу будьте більш уважні.";"Vratite se i budite pažljiviji sledećeg puta.";"Repülj tovább és legközelebb légy körültekintőbb.";"복행하여 다음번엔 더 주의하도록 한다.";"Заходзьце на другі круг і наступны раз будзьце ўважлівей.";"Ocolește și fii mai atent data viitoare.";"盤旋一圈再來一次，下次要更加小心。";"进\t入\t复\t飞\t程\t序\t，\t下\t次\t要\t更\t加\t小\t心\t。";;
"tutorial03_dialogue01_p01";"Greetings, pilot.";"Bonjour pilote.";"Congratulazioni, pilota.";"Ich grüße Sie, Pilot.";"Saludos, piloto.";"Приветствую вас снова, пилот.";"Witaj, pilocie.";"Zdravím tě, pilote";"Selamlar, pilot.";"你\t好\t，\t飞\t行\t员\t。";"やあ、\t諸君";"Saudações, piloto.";"Greetings, pilot.";"Вітаю вас знову, пілоте.";"Piloti, pozdrav!";"Üdvözöllek, pilóta.";"만나서 반갑다.";"Вітаю вас ізноў, пілот.";"Salutări, pilot.";"你好，飛行員。";"你\t好\t，\t飞\t行\t员\t。";;
"tutorial03_dialogue01_p02";"Today you will practice dive-bombing.";"Aujourd’hui, vous allez vous entraîner au bombardement en piqué.";"Oggi farai pratica con il bombardamento in picchiata.";"Heute lernen Sie das Bombardieren im Sturzflug.";"Hoy practicaremos el bombardeo en picado.";"Сегодня нас ждёт бомбометание в пикировании.";"Dziś przećwiczymy bombardowanie w locie nurkowym.";"Dnes si nacvičíte střemhlavé bombardování.";"Bugün dalarak bombalama eğitimi alacaksın.";"今\t天\t的\t科\t目\t是\t俯\t冲\t轰\t炸\t。";"今日は\t急降下爆撃の\t訓練だ";"Hoje irás praticar com o bombardeamento de mergulho.";"Today you will practice dive-bombing.";"Зараз на нас чекає бомбардування у пікіруванні.";"Danas ćete vežbati bombardovanje pri obrušavanju.";"Ma a zuhanóbombázást fogod gyakorolni.";"오늘은 급강하폭격 훈련을 진행하겠다.";"Сёння нас чакае бомбакіданне ў пікіраванні.";"Astăzi vei practica bombardarea în picaj.";"今天你將進行俯衝轟炸練習。";"今\t天\t的\t科\t目\t是\t俯\t冲\t轰\t炸\t。";;
"tutorial03_dialogue01_p03";"Follow me.";"Suivez-moi.";"Seguimi.";"Folgen Sie mir.";"Sígueme.";"Следуйте за мной.";"Za mną.";"Leťte za mnou.";"Beni izle.";"跟\t我\t来\t。";"付いてきたまえ";"Segue-me.";"Follow me.";"Рухайтеся за мною.";"Pratite me.";"Kövess.";"따라와.";"Ляціце за мной.";"Urmează-mă.";"跟我來。";"跟\t我\t来\t。";;
"tutorial03_dialogue02_p01";"Destroying land and water targets is an important part of any military operation.";"Détruire des cibles au sol et sur l’eau est une part importante de toute opération militaire.";"Distruggere obiettivi terrestri e marini è una parte importante di qualsiasi operazione militare.";"Die Zerstörung von Zielen am Boden und auf See ist ein wichtiger Bestandteil jeder militärischen Operation.";"Destruir objetivos en tierra y agua es una parte importante de cualquier operación militar.";"Уничтожение наземных и надводных целей — важная часть практически любой военной операции.";"Niszczenie celów lądowych i morskich jest ważną częścią każdej operacji wojskowej";"Ničení pozemních a námořních cílů je důležitou součástí každé vojenské operace.";"Kara ve su hedeflerini yok etmek her türden askeri operasyonun önemli bir parçasıdır.";"摧\t毁\t地\t面\t和\t水\t上\t目\t标\t是\t各\t种\t军\t事\t行\t动\t中\t重\t要\t的\t组\t成\t部\t分\t。";"水上、\t及び\t陸上標的の\t破壊は、\t軍事作戦の\t重要な\t部分だ";"Destruir alvos de terra e água é uma parte importante de qualquer operação militar.";"Destroying land and water targets is an important part of any military operation.";"Знищення наземних та надводних цілей — важлива частина будь-якої військової операції.";"Uništavanje meta na zemlji i na vodi važan je deo svake vojne opercije.";"A földi és a vízi célpontok elpusztítása fontos része minden katonai hadműveletnek.";"지상과 해상의 목표를 파괴하는 건 모든 군사작전의 중요한 부분이다.";"Знішчэнне наземных і надводных цэляў — важная частка практычна любой ваеннай аперацыі.";"Distrugerea țintelor terestre și maritime este o parte importantă a oricărei operațiuni militare.";"摧毀地面和水上目標是任何一項軍事行動中重要的組成部分。";"摧\t毁\t地\t面\t和\t水\t上\t目\t标\t是\t各\t种\t军\t事\t行\t动\t中\t重\t要\t的\t组\t成\t部\t分\t。";;
"tutorial03_dialogue02_p02";"Horizontal bombing works well for destroying immobile land targets.";"Le bombardement horizontal fonctionne bien pour détruire des cibles au sol immobiles.";"I bombardamenti orizzontali funzionano bene nella distruzione di obiettivi terrestri immobili.";"Horizontale Bombardierung eignet sich gut zur Zerstörung von unbeweglichen Bodenzielen.";"El bombardeo horizontal funciona bien para destruir objetivos terrestres inmóviles.";"Для уничтожения неподвижных целей на суше можно использовать горизонтальное бомбометание.";"Bombardowania horyzontalne sprawdza się w przypadku nieruchomych celów lądowych.";"Horizontální bombardování funguje dobře při ničení nepohyblivých a pozemních cílů.";"Yatay bombalama, hareketsiz kara hedeflerini yok etmek için harikadır.";"水\t平\t轰\t炸\t在\t攻\t击\t静\t态\t目\t标\t时\t相\t当\t管\t用\t。";"水平爆撃は、\t陸上の\t静止目標の\t破壊に\t効果的だ";"Bombardeamento horizontal funciona bem para destruir alvos terrestres imóvel.";"Horizontal bombing works well for destroying immobile land targets.";"Задля усунення нерухомих наземних цілей можна використати горизонтальне бомбардування.";"Horizontalno bombardovanje je pogodono za uništavanje nepokretnih meta na zemlji.";"A vízszintes bombázás mozdulatlan földi célpontok ellen hatásos.";"지상에 고정된 목표물을 파괴할 땐 수평 폭격이 효과적이다.";"Для знішчэння нерухомых цэляў на сушы добра пасуе гарызантальнае бомбакіданне.";"Bombardarea orizontală funcționează bine pentru distrugerea țintelor fixe.";"水準轟炸對於摧毀靜態地面目標非常有效。";"水\t平\t轰\t炸\t在\t攻\t击\t静\t态\t目\t标\t时\t相\t当\t管\t用\t。";;
"tutorial03_dialogue02_p03";"However, it isn't suitable for bombing moving targets.";"Toutefois, cela ne convient pas pour les cibles qui bougent.";"Tuttavia, non servono quando gli obiettivi si muovono.";"Es ist jedoch nicht geeignet für die Bombardierung beweglicher Ziele.";"Sin embargo, no es apropiado para bombardear objetivos móviles.";"Однако для точной бомбардировки подвижных объектов оно не подходит.";"Nie nadaje się jednak do atakowania celów ruchomych.";"Nehodí se ale pro bombardování pohyblivých cílů.";"Ne var ki, hareketli hedefleri bombalamak için uygun değildir.";"然\t而\t对\t于\t移\t动\t目\t标\t却\t很\t难\t奏\t效\t了\t。";"しかしながら、\t移動目標の\t爆撃には\t向かない";"No entanto, não é apropriado para bombardear alvos em movimento.";"However, it isn't suitable for bombing moving targets.";"Однак задля точного бомбардування рухомих цілей воно не годиться.";"Međutim, ono nije pogodno za uništavanje pokretnih meta.";"Azonban nem alkalmas mozgó célpontok bombázására.";"그런데 이는 움직이는 목표물에 대해서는 적합하지 않다.";"Аднак для бамбардзіроўкі рухомых аб'ектаў яно не пасуе.";"Cu toate acestea, nu este potrivită pentru bombardarea țintelor în mișcare.";"但是它並不適用於轟炸移動目標。";"然\t而\t对\t于\t移\t动\t目\t标\t却\t很\t难\t奏\t效\t了\t。";;
"tutorial03_dialogue02_p04";"For these targets you need to use dive-bombing. ";"Pour ces cibles vous devrez utiliser le bombardement en piqué.";"Per questi obiettivi, dovrai usare il bombardamento in picchiata. ";"Für diese Ziele müssen Sie Bombardierung im Sturzflug anwenden. ";"Para esto necesitas usar el bombardeo en picado.";"Для таких целей нужно использовать бомбометание в пикировании. ";"By zniszczyć te cele, należy zastosować bombardowanie z lotu nurkowego.";"K zasažení těchto cílů je zapotřebí střemhlavý nálet.";"Bu hedefler için dalarak bombalamayı kullanman gerekli. ";"此\t时\t应\t采\t取\t俯\t冲\t轰\t炸\t机\t动\t。";"そうした\t標的には\t急降下爆撃で\t対処する";"Para esses alvos, precisas de fazer bombardeamento de mergulho. ";"For these targets you need to use dive-bombing. ";"Задля таких цілей потрібно бомбардування в пікіруванні.";"Za ovakve mete koristimo bombardovanje iz obrušavanja.";"Az ilyen célpontok ellen zuhanóbombázást kell alkalmazni. ";"그럴 때는 급강하폭격을 수행할 필요가 있다.";"Для знішчэння такіх цэляў патрэбна выкарыстоўваць бомбакіданне ў пікіраванні. ";"Pentru aceste ținte trebuie să utilizezi bombardarea în picaj.";"對於這類目標，你需要採用俯衝轟炸。 ";"此\t时\t应\t采\t取\t俯\t冲\t轰\t炸\t机\t动\t。";;
"tutorial03_dialogue03_p01";"Here are our practice targets.";"Voici nos cibles d’entrainement.";"Eccoti alcuni obiettivi pratici.";"Hier sind unsere Übungsziele.";"Aquí están nuestros objetivos de práctica.";"Вот и наши тренировочные мишени.";"Oto nasze cele.";"Zde jsou naše cvičné cíle.";"İşte eğitim hedeflerimiz.";"这\t些\t是\t我\t们\t练\t习\t俯\t冲\t轰\t炸\t的\t目\t标\t。";"これらが\t訓練標的だ";"Aqui estão os nossos alvos de treino.";"Here are our practice targets.";"Ось і наші тренувальні мішені.";"Ovo su naše mete za vežbu.";"Itt vannak a gyakorló célpontjaink.";"여기 훈련용 표적이 있다.";"Вось і нашы вучэбныя цэлі.";"Iată țintele noastre de practică.";"這些是我們練習俯衝轟炸的目標。";"这\t些\t是\t我\t们\t练\t习\t俯\t冲\t轰\t炸\t的\t目\t标\t。";;
"tutorial03_dialogue03_p02";"I'm going to show you the maneuver. Watch me closely.";"Je vais vous montrer la manœuvre. Regardez-moi bien.";"Ti mostrerò la manovra. Osservami bene.";"Ich werde Ihnen das Manöver vorführen. Schauen Sie genau zu.";"Te mostraré las maniobras. Mírame de cerca.";"Сейчас я продемонстрирую манёвр. Следите внимательно.";"Pokażę ci, jak wygląda ten manewr. Patrz uważnie.";"Manévr vám předvedu. Dobře mě sledujte.";"Sana manevra yapmayı göstereceğim. Beni dikkatli izle.";"我\t将\t会\t向\t你\t示\t范\t如\t何\t完\t成\t这\t个\t机\t动\t。\t看\t好\t了\t。";"私が\t模範を\t示す　\tしっかり\t見ているように";"Vou mostrar-te a manobra. Olha para mim.";"I'm going to show you the maneuver. Watch me closely.";"Зараз я продемонструю маневр. Стежте пильніше.";"Pokazaću vam taj manevar. Pažljivo gledajte.";"Megmutatom neked a manővert. Figyelj alaposan.";"교관이 시범을 실시할 테니 유심히 볼 수 있도록 한다.";"Зараз я прадэманструю манеўр. Глядзіце ўважліва.";"Îți voi arăta manevra. Urmărește-mă atent.";"我將會向你示範如何完成這個機動。仔細看。";"我\t将\t会\t向\t你\t示\t范\t如\t何\t完\t成\t这\t个\t机\t动\t。\t看\t好\t了\t。";;
"tutorial03_dialogue04_p01";"When diving, the plane will gather speed.";"En plongeant, l’avion va prendre de la vitesse.";"Mentre vai in picchiata, l'areo prenderà velocità.";"Beim Sturzflug nimmt das Flugzeug an Geschwindigkeit zu.";"Al hacer un picado, el avión gana velocidad.";"При пикировании самолёт будет набирать скорость.";"W trakcie nurkowania twój samolot nabierze prędkości.";"Při střemhlavém letu letoun nabere rychlost";"Dalış yaparken, uçak hız toplayacak.";"俯\t冲\t的\t时\t候\t，\t飞\t机\t会\t加\t速\t。";"急降下時は\t機体速度が\t上がる";"Durante o mergulho, o avião vai ganhar velocidade.";"When diving, the plane will gather speed.";"Під час пікірування літак буде набирати швидкість.";"Prilikom obrušavanja, avion dobija na brzini.";"Zuhanás közben a repülőgép felgyorsul.";"급강하할 때는 비행 속도가 빨라진다.";"Пры пікіраванні самалёт будзе набіраць хуткасць.";"Când e în picaj, avionul va prinde viteză.";"俯衝的時候，飛機會加速。";"俯\t冲\t的\t时\t候\t，\t飞\t机\t会\t加\t速\t。";;
"tutorial03_dialogue04_p02";"If your speed is too high, flutter can occur, causing the destruction of your plane.";"Si votre vitesse est trop élevée, des battements peuvent se produire et détruire votre avion.";"Se la tua velocità è troppa, puoi vibrare e distruggere l'aereo.";"Wenn die Geschwindigkeit zu hoch ist, kann es zu Schwingungen kommen, die das Flugzeug zerstören.";"Si vas a una velocidad muy alta, puede ocurrir una ondulación que cause la destrucción de tu avión.";"А при слишком большой скорости может возникнуть флаттер, что вызовет разрушение самолёта.";"Jeśli prędkość ta będzie zbyt wysoka, może wystąpić efekt trzepotania, co doprowadzi do zniszczenia samolotu.";"Pokud bude tvá rychlost příliš vysoká, vibrace můžou letoun zničit";"Hızın aşırı yüksekse, uçağının çakılmasına neden olan flater meydana gelebilir.";"当\t速\t度\t超\t过\t机\t体\t结\t构\t的\t承\t受\t范\t围\t时\t会\t发\t生\t震\t颤\t，\t严\t重\t时\t会\t损\t毁\t飞\t机\t。";"速度が\t速過ぎると「フラッター」\tが\t発生して、\t機体が\t破壊される\t可能性もある";"Se a velocidade for muito elevada, pode ocorrer vibração, causando a destruição do seu avião.";"If your speed is too high, flutter can occur, causing the destruction of your plane.";"А коли швидкість стане завелика — може настати флаттер, що призведе до руйнування літака.";"Ako je brzina prevelika, javlja se podrhtavanje koje može dovesti do uništenja aviona.";"Túl nagy sebesség esetén előfordulhat felületrezgés, ami a repülőgéped pusztulását okozza.";"속도가 너무 빠르면 이상진동(플러터)이 발생해서 비행기가 부서질 수도 있다.";"Калі хуткасць будзе занадта вялікай, можа ўзнікнуць флатар, што прывядзе да разбурэння самалёта.";"Dacă viteza este prea mare, se pot produce vibrații, cauzând distrugerea avionului.";"如果速度過快，就會發生顫動，導致你的飛機受損甚至墜毀。";"当\t速\t度\t超\t过\t机\t体\t结\t构\t的\t承\t受\t范\t围\t时\t会\t发\t生\t震\t颤\t，\t严\t重\t时\t会\t损\t毁\t飞\t机\t。";;
"tutorial03_dialogue04_p03";"So, first of all, I'm decreasing engine power.";"Je commence donc pas réduire la puissance du moteur.";"Quindi, prima di tutto, ridurrò la potenza del motore.";"Daher fahre ich zunächst die Motorleistung runter.";"Entonces, antes que nada, disminuyo la potencia del motor.";"Поэтому для начала я уменьшаю мощность двигателя.";"Tak więc, przede wszystkim, zmniejszam moc silnika.";"Takže nejdříve ze všeho snížím výkon motoru.";"Yani, her şeyden önce motor gücünü azaltıyorum.";"所\t以\t我\t首\t先\t会\t降\t低\t发\t动\t机\t功\t率\t。";"そこでまずは\tエンジンパワーを\t絞ってやる";"Então, primeiro de tudo, estou a diminuir a potência do motor.";"So, first of all, I'm decreasing engine power.";"Тому спершу я знижую потужність двигуна.";"Dakle, pre svega, smanjujem snagu motora.";"Tehát, először is csökkentem a motor teljesítményét.";"그래서 우선 엔진 출력을 줄이겠다.";"Таму я перадусім памяншаю цягу рухавіка.";"Deci, în primul rând, reduc puterea motorului.";"所以，首先，我會降低引擎功率。";"所\t以\t我\t首\t先\t会\t降\t低\t发\t动\t机\t功\t率\t。";;
