"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"cutscene_text/jpn_midway_m1_t1";"04:30 June 4, 1942
First Carrier Striking Force, about 300 miles from Midway";"0430, 4 Juin 1942
Première attaque des forces du transporteur,
environ 482,80 km du Midway";"4 giugno 1942, 0430
Forza d'attacco della prima portaerei,
circa 300 miglia dalle Midway";"04:30 Uhr, 4. Juni 1942
1. Marineluftflotte, etwa 300 Meilen vor Midway";"0430, 4 de junio de 1942
Primera Fuerza de Ataque de Portaaviones,
a alrededor de 300 millas de Midway";"04:30, 4 июня 1942
Первое авианосное ударное соединение, около 300 миль от Мидуэя";"04.30, 4 czerwca 1942
1 Zespół Uderzeniowy Lotniskowców, około 300 mil od Midway";"4. června 1942, 4:30
První úderná skupina letadlových lodí, asi 300 mil od Midway";"04:30 4 Haziran 1942
Midway'den 300 mil uzakta Birinci Uçak Gemisi Saldırı Kuvveti";"1942 年 6 月 4 日，\t4 时 30 分
第\t一\t航\t空\t舰\t队，\t距\t中\t途\t岛\t约 300 英\t里";"1942年\t6月\t4日 0430
第\t1機動部隊、\tミッドウェー\t沖約\t300\tマイル";"04:30, 4 De junho de 1942
First Carrier Striking Force, cerca de 300 milhas de Midway";"04:30 June 4, 1942
First Carrier Striking Force, about 300 miles from Midway";"04:30, 4 червня 1942 
Перше авіаносне ударне з'єднання, близько 300 миль від Мідуею";"04:30, 4. jun 1942.
Prva udarna grupa nosača aviona, oko 300 milja od Midveja";"1942. június 4., 4:30
1. csapásmérő hordozóegység, körülbelül 300 mérföldre Midwaytől";"1942년 6월 4일 04:30
제1항공전대, 미드웨이로부터 약 300마일 떨어진 지점";"04:30, 4 чэрвеня 1942 г.
Першае авіяноснае ўдарнае злучэнне, недзе з 300 міль ад атола Мідуэй";"4:30 4 iune 1942
Prima forţă de portavioane de atac, aproximativ 300 de mile depărtare de Midway.";"1942 年 6 月 4 日，\t4 時 30 分
第\t一\t航\t空\t艦\t隊，\t距\t中\t途\t島\t約 300 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m1_t2";"2 hours later...
About 30 miles from Midway Atoll";"2 heures plus tard...
Environ 48,28 km du Atoll de Midway";"2 ore dopo...
Circa 30 miglia dall'atollo di Midway";"2 Stunden später ...
Etwa 30 Meilen vor dem Midway-Atoll";"2 horas más tarde...
A alrededor de 30 millas del Atolón de Midway";"2 часа спустя...
Около 30 миль от атолла Мидуэй";"2 godziny później...
Około 30 mil od atolu Midway";"O dvě hodiny později…
Asi 30 mil od atolu Midway";"2 saat sonra...
Midway Adası'ndan yaklaşık 30 mil uzakta";"2 小\t时\t后\t…\t…
距\t中\t途\t岛\t约 30 英\t里";"2時間後...
ミッドウェー\t島沖約\t30\tマイル";"2 horas depois...
 Cerca de 30 milhas do Atol de Midway ";"2 hours later...
About 30 miles from Midway Atoll";"2 години потому... 
Близько 30 миль від атолу Мідуей";"2 sata kasnije...
Oko 30 milja od atola Midvej";"Két órával később…
Nagyjából 30 mérföldre a Midway-atolltól";"2시간 후...
미드웨이 환초로부터 약 30마일 지점";"2 гадзіны пазней...
Недзе з 30 міль ад атола Мідуэй";"2 ore mai târziu...
Aproximativ 30 mile depărtare de atolul Midway.";"2 小\t時\t後\t…\t…
距\t中\t途\t島\t約 30 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m1_t3";"1 hour later...";"1 heure plus tard...";"1 ora dopo...";"1 Stunde später ...";"1 hora más tarde...";"1 час спустя...";"Godzinę później…";"O hodinu později…";"1 saat sonra...";"1 小\t时\t后\t…\t…";"1時間後...";"1 hora depois...";"1 hour later...";"1 година потому...";"1 sat kasnije...";"Egy órával később…";"1시간 후...";"Гадзіну пазней...";"1 oră mai târziu...";"1 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m2_t1";"08:30 June 4, 1942
IJN Kaga, First Carrier Striking Force";"4 juin 1942, 8h30
IJN Kaga, Première attaque des forces";"4 giugno 1942, ore 8:30
IJN Kaga, prima flotta portaerei di attacco";"08:30 Uhr, 4. Juni 1942
IJN Kaga, erste Flugzeugträgerkampfgruppe";"0830, 4 de junio de 1942
IJN Kaga, 1º Fuerza de Ataque de Portaaviones";"08:30, 4 июня 1942
Авианосец ""Кага"", Первое авианосное ударное соединение";"08.30, 4 czerwca 1942
IJN Kaga, 1 Zespół Uderzeniowy Lotniskowców";"4. června 1942, 8:30
IJN Kaga, první úderná skupina letadlových lodí";"08:30 4 Haziran 1942
IJN Kaga, Birinci Uçak Gemisi Saldırı Kuvveti";"1942 年 6 月 4 日，\t8 时 30 分
日\t本\t第\t一\t航\t空\t舰\t队\t第\t一\t飞\t行\t战\t队，\t“加\t贺”\t号";"1942年\t6月\t4日 0830
第\t1機動部隊日本帝国海軍 加賀";"08:30 4 de junho,1942
IJN Kaga, Primeira Força de Ataque de Porta-aviões";"08:30 June 4, 1942
IJN Kaga, First Carrier Striking Force";"08:30, 4 червня 1942
 Авіаносець ""Кага"", Перше авіаносне ударне з'єднання";"08:30, 4. jun 1942.
IJN Kaga, Prva udarna grupa nosača aviona";"1942. június 4., 8:30
Kaga repülőgép-hordozó, 1. csapásmérő hordozóegység";"1942년 6월 4일 08:30
일본 해군 제1항공전대 소속 항공모함 카가";"08:30, 4 чэрвеня 1942 г.
Авіяносец «Кага», Першае авіяноснае ўдарнае злучэнне";"8:30 4 iunie 1942
Kaga, MIJ, Prima forţă de portavioane de atac.";"1942 年 6 月 4 日，\t8 時 30 分
日\t本\t帝\t國\t海\t軍\t一\t航\t戰\t機\t動\t部\t隊，\t加\t賀 號\t航\t空\t母\t艦";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m2_t2";"Midway B-17 aircraft base";"Base des B-17 de Midway";"Midway. aereoporto di aerei B-17";"Flugplatz der B17s, Midway";"Base Midway de aviones B-17";"База самолётов B-17 на Мидуэе";"Baza lotnicza B-17 na atolu Midway";"Letecká základna B-17 Midway";"Midway B-17 hava üssü";"中\t途\t岛\t基\t地，\tB-17\t“空\t中\t堡\t垒”";"ミッドウェー・\tB-17用航空基地";"base Midway de aviões B-17";"Midway B-17 aircraft base";"База літаків B-17 на Мідуеї";"Vazduhoplovna baza B-17 na Midveju";"Midway-szigeteki B-17-esek bázisa";"미드웨이의 B-17 기지";"Авіябаза самалётаў B-17 на атоле Мідуэй";"Baza aeriană de B-17 din Midway";"中\t途\t島\t基\t地，\tB-17\t“空\t中\t堡\t壘”";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m2_t3";"30 minutes later...";"30 minutes plus tard...";"30 minuti dopo...";"30 Minuten später ...";"30 minutos más tarde...";"30 минут спустя...";"30 minut później…";"O 30 minut později…";"30 dakika sonra...";"30 分\t钟\t后\t…\t…";"30分後...";"30 minutos depois...";"30 minutes later...";"30 хвилин потому...";"30 minuta kasnije...";"Fél órával később…";"30분 후...";"30 хвілін пазней...";"30 minute mai târziu..";"30 分\t鐘\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_midway_m2_t1";"09:06 June 4, 1942
Task Force 17 fleet";"4 juin 1942, 9h06
17ème flotte de la force opérationnelle";"4 giugno 1942, ore 9:06
Flotta Task Force 17";"09:06 Uhr, 4. Juni 1942
Einsatzgruppe 17";"0906, 4 de junio de 1942
Flota de Task Force 17";"09:06, 4 июня 1942
Флот Оперативной Группы 17";"09.06, 4 czerwca 1942
Flota 17 Zespołu Operacyjnego";"4. června 1942, 9:06
Flotila operačního svazu 17";"09:06 4 Haziran 1942
17. Görev Kuvveti filosu";"1942 年 6 月 4 日，\t9 时 06 分
第 17 特\t混\t舰\t队";"1942年\t6月\t4日 0906
第\t17任務部隊艦隊";"09:06, 4 De junho de 1942 frota 17 força-tarefa";"09:06 June 4, 1942
Task Force 17 fleet";"09:06, 4 червня 1942 
Флот Оперативної Групи 17";"09:06, 4. jun 1942.
Flota operativne grupe 17";"1942. június 4., 9:06
A 17. alkalmi harci kötelék flottája";"1942년 6월 4일 09:06
제17기동대";"09:06, 4 чэрвеня 1942 г.
Флатылія аператыўнай групы 17";"9:06 4 iunie 1942
Flota Forţei Operaţionale 17";"1942 年 6 月 4 日，\t9 時 06 分
第 17 特\t混\t艦\t隊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_midway_m2_t2";"2 hours later...";"2 heures plus tard...";"2 ore dopo...";"2 Stunden später ...";"2 horas más tarde...";"2 часа спустя...";"2 godziny później…";"O dvě hodiny později…";"2 saat sonra...";"2 小\t时\t后\t…\t…";"2時間後...";"2 horas depois...";"2 hours later...";"2 години потому...";"2 sata kasnije...";"Két órával később…";"2시간 후...";"2 гадзіны пазней...";"2 ore mai târziu...";"2 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m3_t1";"2 hours later...";"2 heures plus tard...";"2 ore dopo...";"2 Stunden später ...";"2 horas más tarde...";"2 часа спустя...";"2 godziny później…";"O dvě hodiny později…";"2 saat sonra...";"2 小\t时\t后\t…\t…";"2時間後...";"2 horas depois...";"2 hours later...";"2 години потому...";"2 sata kasnije...";"Két órával később…";"2시간 후...";"2 гадзіны пазней...";"2 ore mai târziu...";"2 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_midway_m3_t2";"1 hour later...";"1 heure plus tard...";"1 ora dopo...";"1 Stunde später ...";"1 hora más tarde...";"1 час спустя...";"Godzinę później…";"O hodinu později…";"1 saat sonra...";"1 小\t时\t后\t…\t…";"1時間後...";"1 hora depois...";"1 hour later...";"1 година потому...";"1 sat kasnije...";"Egy órával később…";"1시간 후...";"Гадзіну пазней...";"1 oră mai târziu...";"1 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_midway_m4_t1";"17:30 June 4, 1942
Task Force 17 fleet";"4 juin 1942, 17h30
17ème flotte de la force opérationnelle";"4 giugno 1942, 17:30
Flotta Task Force 17";"17.30 Uhr, 4. Juni 1942,
Einsatzgruppe 17";"1730, 4 de junio de 1942
Flota de Task Force 17";"17:30, 4 июня 1942
Флот Оперативной Группы 17";"17.30, 4 czerwca 1942
Flota 17 Zespołu Operacyjnego";"4. června 1942, 17:30
Flotila operačního svazu 17";"17:30 4 Haziran 1942
17. Görev Kuvveti filosu";"1942 年 6 月 4 日，\t17 时 30 分
第 17 特\t混\t舰\t队";"1942年\t6月\t4日 1730
第\t17任務部隊艦隊";"17:30, 4 de junho de 1942
Armada Task Force 17";"17:30 June 4, 1942
Task Force 17 fleet";"17:30, 4 червня 1942 
Флот Оперативної Групи 17";"17:30, 4. jun 1942.
Flota operativne grupe 17";"1942. június 4., 17:30
A 17. alkalmi harci kötelék flottája";"1942년 6월 4일 17:30
제17기동대";"17:30, 4 чэрвеня 1942 г.
Флатылія аператыўнай групы 17";"17:30 4 iunie 1942
Flota Forţei Operaţionale 17";"1942 年 6 月 4 日，\t17 時 30 分
第 17 特\t混\t艦\t隊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_midway_m4_t2";"2 hours later...";"2 heures plus tard...";"2 ore dopo...";"2 Stunden später ...";"2 horas más tarde...";"2 часа спустя...";"2 godziny później…";"O dvě hodiny později…";"2 saat sonra...";"2\t小\t时\t后\t…\t…";"2時間後...";"2 horas depois...";"2 hours later...";"2 години потому...";"2 sata kasnije...";"Két órával később…";"2시간 후...";"2 гадзіны пазней...";"2 ore mai târziu...";"2 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_midway_m4_t3";"1 hour later...";"1 heure plus tard...";"1 ora dopo...";"1 Stunde später ...";"1 hora más tarde...";"1 час спустя...";"Godzinę później…";"O hodinu později…";"1 saat sonra...";"1\t小\t时\t后\t…\t…";"1時間後...";"1 hora depois...";"1 hour later...";"1 година потому...";"1 sat kasnije...";"Egy órával később…";"1시간 후...";"Гадзіну пазней...";"1 oră mai târziu...";"1 小\t時\t後...";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m1_t1";"05:40 August 7, 1942
Task Force 18, 95 miles from Tulagi Island";"0540 07.08.42
Force opérationnelle 18,
152,89 km de l'île de Tulagi";"7 agosto 1942, ore 5:40
Task Force 18, 95 miglia dall'isola di Tulagi";"05:40 Uhr, 7. August 1942
Einsatzgruppe 18, 95 Meilen vor der Insel Tulagi";"0540, 7 de agosto de 1942
Task Force 18, a 95 millas de distancia de la isla Tulagi";"05:40, 7 августа 1942
Оперативная Группа 18, 95 миль от острова Тулаги";"05.40, 7 sierpnia 1942
18 Zespół Operacyjny, 95 mil od wyspy Tulagi";"7. srpna 1942, 5:40
Operační svaz 18, 95 mil od ostrova Tulagi";"05:40 Ağustos 7, 1942
18. Görev Kuvveti, Tulagi Adası'ndan 95 mil uzaklıkta";"1942 年 8 月 7 日，\t5 时 40 分
第 18 特\t混\t舰\t队，\t距\t图\t拉\t吉\t岛 95 英\t里";"1942年\t8月\t7日
第\t18任務部隊、\tツラギ\t島沖\t95\tマイル";"05:40, 7 de agosto de 1942
Task Force 18, 95 milhas da ilha Tulagi";"05:40 August 7, 1942
Task Force 18, 95 miles from Tulagi Island";"05:40, 7 серпня 1942 
Оперативна Група 18, 95 миль від острову Тулагі";"05:40, 7. avgust 1942.
Operativna grupa 18, 95 milja od ostrva Tulagi";"1942. augusztus 7., 5:40
18. alkalmi harci kötelék, 95 mérföldre Tulagitól";"1942년 8월 7일 05:40
제18기동대, 툴라기 섬에서 95마일 떨어진 지점";"05:40, 7 жніўня 1942 г.
Аператыўная група 18, 95 міль ад вострава Тулагі";"5:40 7 august 1942
Forţa Operaţională 18, 95 de mile faţă de insula Tulagi.";"1942 年 8 月 7 日，\t5 時 40 分
第 18 特\t混\t艦\t隊，\t距\t圖\t拉\t吉\t島 95 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m1_t2";"06:10 August 7, 1942
About 10 miles from Tulagi area";"6h10, 7 août 1942
Environ 16km de la zone de Tulagi";"7 agosto 1942, ore 6:10
Circa 10 miglia da Tulagi";"06:10 Uhr, 7. August 1942
Etwa 10 Meilen vor dem Tulagi-Gebiet";"0610, 7 de agosto de 1942
A alrededor de 10 millas del área de Tulagi";"06:10, 7 августа 1942
Около 10 миль от района Тулаги";"06.10, 7 sierpnia 1942
Około 10 mil od obszaru Tulagi";"7. srpna 1942, 6:10
Asi 10 mil od oblasti Tulagi";"06:10 Ağustos 7, 1942
Tulagi bölgesinden yaklaşık 10 mil uzaklıkta";"1942 年 8 月 7 日，\t6 时 10 分
距\t图\t拉\t吉\t约 10 英\t里";"1942年\t8月\t7日
ツラギ\t島地区沖約\t10\tマイル";"06:10, 7 de agosto de 1942
A cerca de 10 milhas da ilha Tulagi";"06:10 August 7, 1942
About 10 miles from Tulagi area";"06:10, 7 серпня 1942 
Близько 10 миль від району Тулагі";"06:10, 7. avgust 1942.
Oko 10 milja od područja Tulagija";"1942. augusztus 7., 6:10
Körülbelül 10 mérföldre Tulagitól";"1942년 8월 7일 06:10
툴라기 지역에서 약 10마일 떨어진 지점";"06:10, 7 жніўня 1942 г.
Прыблізна 10 міль ад раёна Тулагі";"6:10 7 august 1942
Aproximativ 10 mile faţă de zona insulei Tulagi.";"1942 年 8 月 7 日，\t6 時 10 分
距\t圖\t拉\t吉\t約 10 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_guadalcanal_m2_t1";"2 hours later... 
About 30 miles from the target";"2 heures plus tard... 
A environ 48 km de la cible";"2 ore dopo...
A circa 30 miglia dall'obbiettivo";"2 Stunden später...
Etwa 30 Meilen vor dem Ziel";"2 horas más tarde... 
A unas 30 millas del objetivo";"2 часа спустя... 
Около 30 миль до цели";"2 godziny później...
Około 30 mil od celu";"O dvě hodiny později…
Asi 30 mil od cíle";"2 saat sonra...
Hedeften 30 mil uzakta";"2 小\t时\t后\t…\t… 
距\t目\t标\t约 30 英\t里";"2時間後… 
目標までおよそ\t30\tマイル";"2 horas depois... 
A cerca de 30 milhas do alvo";"2 hours later... 
About 30 miles from the target";"2 години потому...  
Близько 30 миль до цілі";"2 sata kasnije...
Oko 30 milja od mete";"Két órával később…
Körülbelül 30 mérföldre a célponttól";"2시간 후...
목표로부터 30마일 떨어진 지점";"2 гадзіны пасля...
Прыблізна 30 міль да цэлі";"2 ore mai târziu...
Aproximativ 30 de mile faţă de ţintă.";"2 小\t時\t後\t…\t… 
距\t目\t標\t約 30 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_guadalcanal_m2_t2";"1 hour later...";"1 heure plus tard...";"1 ora dopo...";"1 Stunde später ... ";"1 hora más tarde... ";"1 час спустя...";"Godzinę później…";"O hodinu později…";"1 saat sonra... ";"1 小\t时\t后\t…\t… ";"1時間後... ";"1 hora depois...";"1 hour later...";"1 година потому...";"1 sat kasnije...";"Egy órával később…";"1시간 후...";"Гадзіну пазней...";"1 oră mai târziu...";"1 小\t時\t後\t…\t… ";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m3_t1";"October 1942
Lunga Point, Guadalcanal Island";"Octobre 1942
Point Lunga, île de Guadalcanal";"Ottobre 1942
Lunga Point, isola di Guadalcanal";"Oktober 1942
Lunga Point, Insel Guadalcanal";"Octubre de 1942
Punta Lunga, isla de Guadalcanal";"Октябрь 1942
Мыс Лунга, остров Гуадалканал";"Październik 1942
Lunga Point, wyspa Guadalcanal";"Říjen 1942
Lunga Point, ostrov Guadalcanal";"Ekim 1942
Lunga Noktası, Guadalcanal Adası";"1942 年 10 月
瓜\t达\t尔\t卡\t纳\t尔\t岛，\t隆\t加\t角";"1942年\t10月
ガダルカナル\t島\tルンガ\t地区";"Outubro de 1942
Lunga Point, ilha de Guadalcanal";"October 1942
Lunga Point, Guadalcanal Island";"Жовтень 1942 
Мис Лунга, острів Гуадалканал";"Oktobar 1942.
Lunga Point, ostrvo Gvadalkanal";"1942 októbere
Lunga Point, Guadalcanal";"1942년 10월
과달카날 섬 룽가 곶";"Кастрычнік 1942 г.
Мыс Лунга, востраў Гуадалканал";"Octombrie 1942
Punctul Lunga, insula Guadalcanal.";"1942 年 10 月
瓜\t達\t爾\t卡\t納\t爾\t島，\t隆\t加\t角";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m3_t2";"October 1942
Matanikau River, 1st Marine Division defensive positions";"Octobre 1942
Rivière Matanikau, 1ère position de défense de la division marine";"Ottobre 1942
Fiume Matanikau, posizioni difensive
Prima Divisione Marines";"Oktober 1942
Fluss Matanikau, Verteidigungsstellungen der 1. Marinedivision";"Octubre de 1942
Río Matanikau, posiciones de defensa
de la 1era División de la Marina";"Октябрь 1942
Река Матаникау, оборонительные позиции Первой дивизии морской пехоты";"Październik 1942
Rzeka Matanikau, pozycje obronne 1 Dywizji Piechoty Morskiej";"Říjen 1942
Řeka Matanikau, obranné pozice 1. divize námořní pěchoty";"Ekim 1942
Matanikau Nehri, 1. Deniz Piyade Tümeni savunma noktaları";"1942 年 10 月
马\t塔\t尼\t考\t河，\t海\t军\t陆\t战\t队\t第\t一\t师\t防\t御\t阵\t地";"1942年\t10月
海兵隊第\t1海兵師団防衛陣地、\tマタニカウ\t川";"Outubro de 1942
Rio Matanikau, posições defensivas da 1st Marine Division";"October 1942
Matanikau River, 1st Marine Division defensive positions";"Жовтень 1942 
Ріка Матанікау, оборонні позиції Першої дивізії морської піхоти";"Oktobar 1942.
Reka Matanikau, odbrambeni položaji 1. mornaričke divizije";"1942 októbere
Matanikau folyó, az 1. tengerészgyalogos hadosztály védelmi pozíciói";"1942년 10월
마타니카우 강, 미 해병 제1사단 방어 구역";"Кастрычнік 1942
Рака Матанікау, абарончыя пазіцыі 1-й дывізіі марской пяхоты";"Octombrie 1942
Râul Matanikau, prima divizie a poziţiilor de apărare.";"1942 年 10 月
馬\t塔\t尼\t考\t河，\t海\t軍\t陸\t戰\t隊\t第\t一\t師\t防\t禦\t陣\t地";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m3_t3";"October 1942
17th Japanese Army, General Sumiyoshi's forces";"Octobre 1942
17ème armée japonaise, forces
du général Sumiyoshi";"Ottobre 1942
17a armata giapponese,
forze del generale Sumiyoshi";"Oktober 1942
17. japanische Armee, Streitkräfte von General Sumiyoshi";"Octubre de 1942
Ejército japonés N° 17, fuerzas del General Sumiyoshi";"Октябрь 1942
17я Армия Японии, подразделение генерала Сумиёси";"Październik 1942
17 Armia Japońska, siły generała Sumiyoshi";"Říjen 1942
17. japonská armáda, síly generála Sumijošiho";"Ekim 1942
17. Japon Ordusu, General Sumiyoshi'nin kuvvetleri";"1942 年 10 月
日\t本\t陆\t军\t第 17 军，\t住\t吉\t正\t少\t将\t部\t队";"1942年\t10月
第\t17軍 住吉少将支隊";"Outubro de 1942
17º Exército Japonês, forças do General Sumiyoshi";"October 1942
17th Japanese Army, General Sumiyoshi's forces";"Жовтень 1942 
17-а Армія Японії, підрозділ генерала Сумійосі";"Oktobar 1942.
17. japanska armija, snage generala Sumijošija";"1942 októbere
17. japán hadsereg, Szumijosi tábornok erői";"1942년 10월
스미요시 타다시(住吉 正) 소장이 지휘하는 일본 육군 제17군";"Кастрычнік 1942
17-я Армія Японіі, падраздзяленне генерала Суміёсі";"Octombrie 1942
Armata a 17-a japoneză, forţele generalului Sumiyoshi.";"1942 年 10 月
日\t本\t陸\t軍\t第 17 軍，\t住\t吉\t正\t少\t將\t部\t隊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m3_t4";"23 October 1942
Henderson Field";"23 octobre 1942
Terrain d'Henderson";"23 ottobre 1942
Henderson Field";"23. Oktober 1942
Henderson Field";"23 de octubre de 1942
Campo Henderson";"23 октября 1942
Хендерсон-Филд";"23 października 1942
Lotnisko Hendersona";"23. října 1942
Letiště Henderson Field";"23 Ekim 1942
Henderson Meydanı";"1942 年 10 月 23 日
亨\t德\t森\t机\t场";"1942年\t10月\t23日
ヘンダーソン\t基地";"23 De outubro de 1942
Campo Henderson";"23 October 1942
Henderson Field";"23 жовтня 1942 
Хендерсон-Філд";"23. oktobar 1942.
Aerodrom Henderson";"1942. október 23.
Henderson Field";"1942년 10월 23일
헨더슨 비행장";"23 кастрычніка 1942
Аэрадром Хэндэрсан-Філд";"23 octombrie 1942
Henderson Field";"1942 年 10 月 23 日
亨\t德\t森\t機\t場";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m3_t5";"24 October 1942
About 60 miles from Lunga Point";"23 octobre 1942
Environ 96,56 km du point de Lunga";"24 ottobre 1942
Circa 60 miglia dal punto Lunga ";"24. Oktober 1942
Etwa 60 Meilen vor Lunga Point";"24 de octubre de 1942
A alrededor de 60 millas de Punta Lunga";"24 октября 1942
Около 60 миль от мыса Лунга";"24 października 1942
Około 60 mil od Lunga Point";"24. října 1942
Asi 60 mil od Lunga Point";"24 Ekim 1942
Lunga Noktasından yaklaşık 60 mil uzaklıkta";"1942 年 10 月 24 日
距\t隆\t加\t角\t约 60 英\t里";"1942年\t10月\t24日
ルンガ\t地区より\t約\t60\tマイル";"24 De outubro de 1942 
aproximadamente 60 milhas do ponto Lunga ";"24 October 1942
About 60 miles from Lunga Point";"24 жовтня 1942 
Близько 60 миль від мису Лунга";"24. oktobar 1942.
Oko 60 milja od Lunga Pointa";"1942. október 24.
Megközelítőleg 60 mérföldre Lunga Pointtól";"1942년 10월 24일
룽가 곶으로부터 60마일 떨어진 지점";"24 кастрычніка 1942 г.
Прыблізна 60 міль ад мыса Лунга";"24 octombrie 1942
Aproximativ 60 de mile faţă de punctul Lunga.";"1942 年 10 月 24 日
距\t隆\t加\t角\t約 60 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/jpn_guadalcanal_m4_t2";"2 hours later...
About 35 miles from American carrier fleet";"2 heures plus tard...
Environ 56,33 km du porte-flottes américain";"2 ore dopo...
Circa 35 miglia dalla flotta portaerei statunitense";"2 Stunden später ...
Etwa 35 Meilen vor der amerikanischen Trägerflotte";"2 horas más tarde...
A alrededor de 35 millas
de la flota de portaaviones norteamericana";"2 часа спустя...
Около 35 миль от авианосного соединения американцев";"2 godziny później...
Około 35 mil od amerykańskiej floty lotniskowców";"O dvě hodiny později…
Asi 35 mil od americké flotily letadlových lodí";"2 saat sonra...
Amerikan uçak gemisi filosundan yaklaşık 35 mil uzaklıkta";"2 小\t时\t后\t…\t…
距\t美\t军\t航\t母\t舰\t队\t约 35 英\t里";"2時間後...
米軍空母より\t約\t35\tマイル";"2 horas depois...
Cerca de 35 milhas da frota de porta-aviões americana";"2 hours later...
About 35 miles from American carrier fleet";"2 години потому... 
Близько 35 миль від авіаносного з'єднання американців";"2 sata kasnije...
Oko 30 milja od američke flote nosača aviona";"Két órával később…
Körülbelül 35 mérföldre az amerikai repülőgép-hordozó flottától";"2시간 후...
미 항모전단으로부터 35마일 떨어진 지점";"2 гадзіны пазней...
Прыблізна 35 міль ад амерыканскай авіяноснай флатыліі";"2 ore mai târziu...
Aproximativ 35 de mile de flota de portavioane americane.";"2 小\t時\t後\t…\t…
距\t美\t軍\t航\t母\t艦\t隊\t約 35 英\t里";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
"cutscene_text/us_guadalcanal_m4_t1";"09:30 October 26, 1942
Task Force 17";"0930 26.10.42
Flotte 17 force opérationnelle";"26 ottobre 1942, ore 9:30
Task Force 17";"09:30 Uhr, 26. Oktober 1942
Einsatzgruppe 17";"0930, 26 de octubre de 1942
Task Force 17";"09:30, 26 октября 1942
Оперативная Группа 17";"09.30, 26 października 1942
17 Zespół Operacyjny";"26. října 1942, 9:30
Operační svaz 17";"09:30 26 Ekim 1942
17. Görev Kuvveti";"1942 年 10 月 26 日，\t9 时 30 分
第 17 特\t混\t舰\t队";"1942年\t10月\t26日 0930
第\t17任務部隊";"09:30, 26 de outubro de 1942
Task Force 17";"09:30 October 26, 1942
Task Force 17";"09:30, 26 жовтня 1942 
Оперативна Група 17";"09:30, 26. oktobar 1942.
Operativna grupa 17
";"1942. október 26., 9:30
17. alkalmi harci kötelék";"1942년 10월 26일 09:30
제17기동대";"09:30, 26 кастрычніка 1942 г.
Аператыўная група 17";"9:30 26 octombrie 1942
Forţa Operaţională 17";"1942 年 10 月 26 日，\t9 時 30 分
第 17 特\t混\t艦\t隊";"相\t关\t字\t幕\t内\t容，\t暂\t不\t展\t示";;
